"Description: ","Heatwave definitions and aspects"
"Station: ","final_1971_2005_Bucurest_rcp85"
"Latitude: ","44.43"
"Longitude: ","26.1"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
time, HWM, HWA, HWN, HWD, HWF
1971, 32.2083111111111, 34.5457, 3, 6, 12
1972, 34.4239245833334, 35.3562, 4, 5, 15
1973, 34.7290266666667, 36.9578, 2, 5, 8
1974, 33.8890516666667, 37.8674, 3, 5, 13
1975, 29.7368, 29.982, 1, 3, 3
1976, 30.44674, 31.0601, 1, 5, 5
1977, 30.4391, 30.9221, 1, 4, 4
1978, 32.0043666666667, 34.557, 2, 3, 6
1979, 34.3474446666667, 38.2582, 5, 10, 23
1980, 30.5388666666667, 33.3686, 1, 3, 3
1981, -99.9, -99.9, 0, -99.9, 0
1982, 35.7833876984127, 38.7397, 3, 7, 14
1983, 39.887425, 41.8529, 1, 4, 4
1984, 34.4516208333334, 37.0435, 2, 4, 7
1985, 30.863925, 31.9959, 1, 4, 4
1986, -99.9, -99.9, 0, -99.9, 0
1987, 29.5886666666667, 29.8982, 1, 3, 3
1988, 30.4504, 31.2642, 1, 3, 3
1989, -99.9, -99.9, 0, -99.9, 0
1990, -99.9, -99.9, 0, -99.9, 0
1991, -99.9, -99.9, 0, -99.9, 0
1992, 35.4560166666667, 37.7799, 2, 4, 7
1993, 32.8171666666667, 34.6602, 1, 3, 3
1994, 37.6174488888889, 41.7566, 3, 5, 11
1995, 33.5245625, 36.2121, 3, 12, 23
1996, -99.9, -99.9, 0, -99.9, 0
1997, 33.1723333333334, 37.1022, 2, 3, 6
1998, 31.5342027777778, 34.9319, 3, 4, 10
1999, 33.1863208333334, 36.6526, 2, 6, 10
2000, 34.8120091666667, 37.4081, 5, 8, 21
2001, 36.0692666666667, 39.2117, 3, 6, 12
2002, 36.2652666666667, 36.4288, 1, 3, 3
2003, -99.9, -99.9, 0, -99.9, 0
2004, 33.152025, 36.8877, 1, 8, 8
2005, 34.0035, 34.6495, 1, 3, 3
2006, 33.7280375, 37.5673, 1, 8, 8
2007, 32.8106, 37.3462, 2, 3, 6
2008, 36.7086222222222, 39.85, 3, 6, 14
2009, 34.5612333333334, 37.5006, 3, 3, 9
2010, 34.5345473333334, 37.4218, 5, 10, 37
2011, 36.2724, 38.1847, 2, 3, 6
2012, 32.8389142857143, 38.0568, 4, 7, 24
2013, 35.2233718095238, 41.727, 5, 7, 23
2014, 31.89445, 37.5703, 4, 5, 15
2015, 35.93098625, 42.8267, 8, 5, 29
2016, 35.4896825, 39.0728, 4, 5, 15
2017, 35.2550066666667, 38.6287, 6, 5, 23
2018, 35.1906333333334, 35.3908, 1, 3, 3
2019, 34.2104193333334, 39.1747, 5, 5, 18
2020, 36.3741958333334, 41.8994, 4, 8, 18
2021, 35.8311333333334, 36.1075, 1, 3, 3
2022, 34.0468834615385, 42.1282, 6, 13, 34
2023, 29.9804, 31.4812, 1, 4, 4
2024, 32.3349333333334, 32.8492, 1, 3, 3
2025, 34.2672705128205, 38.0728, 3, 13, 31
2026, 32.9679813492064, 38.8252, 6, 12, 29
2027, 33.6505333333334, 34.2815000000001, 1, 3, 3
2028, 31.73136, 35.1061, 1, 5, 5
2029, 31.1054615384616, 32.749, 3, 13, 19
2030, 29.6132, 30.7339, 1, 3, 3
2031, 33.8334957142857, 36.0263, 2, 7, 12
2032, 33.8987853741497, 36.734, 7, 7, 28
2033, 36.6427333333334, 38.5836, 1, 3, 3
2034, 35.9338547619048, 37.7857, 6, 12, 34
2035, 28.4145333333334, 29.6273, 1, 3, 3
2036, 34.7012875757576, 37.3748000000001, 9, 11, 53
2037, 36.08428, 36.4843, 1, 5, 5
2038, 34.2352532051282, 39.7996, 4, 13, 26
2039, 33.1637145833334, 37.0335, 4, 5, 15
2040, 32.3759, 38.7034, 2, 5, 7
2041, 34.169166, 37.6774, 5, 20, 35
2042, 34.2914357142857, 40.2769, 4, 7, 22
2043, 34.4344511111111, 41.3814, 6, 12, 33
2044, 35.2103121717172, 38.7074, 11, 9, 49
2045, 33.8815688138528, 39.61, 10, 11, 49
2046, 33.8907855442177, 38.2677, 7, 8, 34
2047, 35.4420867261905, 39.6663, 8, 15, 55
2048, 34.3439561750441, 42.609, 6, 27, 64
2049, 35.1277125, 40.6383, 3, 8, 17
2050, 35.6459725, 40.7699, 6, 5, 23
2051, 35.9511791666667, 41.1855, 3, 8, 18
2052, 36.1950103571429, 40.5805, 7, 8, 36
2053, 35.7193923000611, 39.6622, 7, 16, 59
2054, 35.2518515530303, 39.9132, 7, 16, 57
2055, 34.4200452380953, 38.0925, 7, 12, 43
2056, 35.5601621212121, 40.0821, 8, 11, 45
2057, 34.4246483333334, 39.9662, 5, 16, 30
2058, 30.896165, 33.8287, 3, 10, 15
2059, 35.4450485714286, 39.971, 11, 14, 62
2060, 35.4432861111111, 38.9735, 3, 4, 11
2061, 35.4714432692308, 39.953, 3, 13, 25
2062, 35.7922063425926, 40.5785, 12, 18, 73
2063, 37.077231, 40.2956, 5, 8, 23
2064, 34.7486587878788, 40.407, 9, 11, 48
2065, 34.8057793518519, 43.8852, 9, 8, 41
2066, 34.1981532300276, 38.0477, 11, 22, 79
2067, 33.6775344871795, 41.4665, 6, 13, 42
2068, 35.6693933333334, 40.0679, 8, 15, 46
2069, 35.5102056481482, 43.5503, 9, 10, 50
2070, 35.7399115, 42.7118, 10, 24, 60
2071, 35.05066065, 39.4754, 10, 25, 92
2072, 35.8129661394558, 43.4594, 7, 8, 40
2073, 34.6731305555556, 37.5079, 3, 4, 10
2074, 33.2980515909091, 37.975, 5, 11, 35
2075, 34.8778143571429, 43.498, 10, 14, 56
2076, 35.6563929120879, 44.5792, 8, 15, 56
2077, 34.9104570394421, 41.6768, 9, 11, 53
2078, 36.4319347575758, 38.8264, 5, 22, 38
2079, 35.3647749427388, 46.1063, 12, 19, 100
2080, 36.2446507407408, 41.3747, 9, 12, 51
2081, 35.5581276388889, 38.8914, 6, 12, 41
2082, 36.7964096428572, 42.3178, 4, 35, 48
2083, 36.1782887020503, 40.6667, 12, 16, 78
2084, 35.1654868452381, 39.5439, 8, 7, 31
2085, 35.0813086706349, 38.0604, 12, 10, 57
2086, 35.574771044686, 47.1357, 12, 23, 99
2087, 36.1386347089947, 40.1903, 9, 14, 60
2088, 33.913957474359, 42.7842, 10, 13, 49
2089, 36.003725952381, 41.1244, 7, 16, 51
2090, 35.9462867708334, 45.5798, 12, 16, 89
2091, 35.6236640939154, 40.4094, 12, 28, 105
2092, 34.7023060599415, 44.3909, 6, 20, 71
2093, 36.0621445073181, 42.4081, 14, 28, 105
2094, 36.2871033730159, 42.6847, 12, 10, 68
2095, 36.2653434996221, 44.5252, 8, 49, 118
2096, 36.5235275330688, 41.9147, 8, 27, 95
2097, 36.1237639720696, 42.8664, 8, 15, 69
2098, 35.7997236111111, 42.7079, 9, 12, 42
2099, 35.7172205387206, 44.5963, 12, 12, 77
2100, 35.5456773203463, 42.4866, 10, 12, 79
