"Description: ","Heatwave definitions and aspects"
"Station: ","final_1971_2005_Bucurest_rcp85"
"Latitude: ","44.43"
"Longitude: ","26.1"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
time, CWM, CWA, CWN, CWD, CWF
1971, -2.82945281559203, -7.02192633141664, 1, 7, 7
1972, -14.343607117034, -41.2118186871331, 2, 14, 18
1973, -6.21692776360364, -8.61964570783327, 1, 3, 3
1974, -7.75418672520261, -29.0678146806666, 2, 7, 10
1975, -6.97575148539813, -29.0678146806666, 3, 6, 12
1976, -10.9736581726781, -59.0525043708831, 2, 12, 17
1977, -7.41836988823351, -41.0570639083, 4, 13, 30
1978, -8.8896996035639, -35.9998234714612, 4, 13, 23
1979, -11.1957879158904, -18.2018322344166, 1, 7, 7
1980, -13.2645495622611, -95.2539603829777, 1, 31, 31
1981, -7.6746685691825, -21.68550233905, 4, 16, 31
1982, -25.4850296700578, -55.3303198096611, 1, 5, 5
1983, -14.72302463425, -29.1182077228, 1, 6, 6
1984, -14.102032160073, -42.0171485027555, 1, 13, 13
1985, -16.0479596073049, -79.0167284531111, 3, 19, 33
1986, -26.8974753213347, -116.007186643894, 3, 15, 33
1987, -8.76099678580068, -31.7554967194499, 1, 16, 16
1988, -6.33717087729818, -12.9376994310001, 1, 3, 3
1989, -0.999111958952768, -1.94922319693331, 1, 4, 4
1990, -20.3354490924981, -35.0648934547999, 2, 10, 19
1991, -11.2095439358569, -21.9117859020833, 3, 4, 10
1992, -12.8980726541277, -18.8952879600665, 1, 2, 2
1993, -31.2079087858204, -46.1424121555056, 1, 3, 3
1994, -4.94464311274002, -16.4664723971, 2, 5, 8
1995, -74.8111356375689, -167.320870367467, 1, 12, 12
1996, -29.9730863783534, -70.6864596247165, 3, 14, 25
1997, -6.81724184370129, -13.2491783647944, 2, 10, 17
1998, -99.9, -99.9, 0, -99.9, 0
1999, -28.929006526398, -171.1291568184, 3, 13, 23
2000, -9.50294713209066, -29.2600061601944, 2, 5, 9
2001, -99.9, -99.9, 0, -99.9, 0
2002, -99.9, -99.9, 0, -99.9, 0
2003, -28.5394465342332, -49.5224418554999, 1, 5, 5
2004, -21.1290452100096, -144.125525344778, 3, 10, 22
2005, -22.5723606092778, -113.817404608067, 3, 60, 93
2006, -41.0381494068371, -158.548808157967, 3, 37, 67
2007, -44.8208234433804, -158.548808157967, 1, 19, 19
2008, -18.7222952885426, -55.5301677494501, 2, 6, 9
2009, -9.14714663967775, -27.3676437906277, 1, 8, 8
2010, -18.1970657243069, -56.2155338690666, 5, 32, 58
2011, -15.5109511462768, -64.6517087344999, 2, 42, 52
2012, -8.84211718444581, -12.7374412487389, 1, 4, 4
2013, -7.23699353999924, -12.7374412487389, 2, 29, 32
2014, -99.9, -99.9, 0, -99.9, 0
2015, -99.9, -99.9, 0, -99.9, 0
2016, -12.4961179865194, -28.8547462848, 1, 6, 6
2017, -99.9, -99.9, 0, -99.9, 0
2018, -1.72629261590107, -3.16171171304997, 1, 5, 5
2019, -99.9, -99.9, 0, -99.9, 0
2020, -14.3858685169565, -53.6037131716887, 3, 7, 19
2021, -13.6672445533967, -46.0968387531556, 3, 11, 20
2022, -29.4584223229494, -197.4690525654, 2, 17, 23
2023, -71.16425238918, -137.715927588289, 2, 23, 34
2024, -37.0433429501346, -298.418807923655, 3, 42, 81
2025, -88.7556282878873, -298.418807923655, 1, 14, 14
2026, -55.126386144179, -203.658482204211, 3, 16, 34
2027, -61.732482953183, -154.664787947822, 2, 12, 21
2028, -13.4376761682179, -53.1132898988445, 4, 13, 31
2029, -8.66066782048051, -19.6330508437499, 1, 4, 4
2030, -14.7215230274888, -19.1523333000999, 1, 3, 3
2031, -25.2629924700603, -102.78526761535, 3, 22, 32
2032, -8.80730989950204, -10.4947946892834, 3, 7, 11
2033, -99.9, -99.9, 0, -99.9, 0
2034, -99.9, -99.9, 0, -99.9, 0
2035, -7.2457620376695, -19.4295788117611, 2, 10, 13
2036, -2.98997047360278, -4.81705605704446, 1, 4, 4
2037, -9.30250950127325, -47.6941058393778, 2, 17, 24
2038, -10.0103354877535, -78.9786446436443, 3, 30, 36
2039, -99.9, -99.9, 0, -99.9, 0
2040, -8.78073622983187, -41.2340099792889, 3, 16, 24
2041, -3.30131405205538, -10.7021308304722, 3, 4, 9
2042, -39.2205478903869, -123.234012104822, 2, 15, 19
2043, -3.19666062272593, -8.36099933085558, 1, 3, 3
2044, -20.4086395573009, -66.3921009788667, 2, 9, 12
2045, -24.2004828445909, -72.0532143836445, 1, 17, 17
2046, -55.3712756209479, -197.833613977689, 1, 25, 25
2047, -24.2446657532222, -91.8530611293779, 1, 19, 19
2048, -0.382016413933325, -0.382016413933325, 1, 1, 1
2049, -56.1636873672824, -220.745459965656, 2, 19, 26
2050, -6.88872256152117, -18.2930496296778, 2, 12, 20
2051, -35.0534291999759, -143.240368111067, 1, 15, 15
2052, -46.3496900696706, -143.240368111067, 1, 10, 10
2053, -99.9, -99.9, 0, -99.9, 0
2054, -99.9, -99.9, 0, -99.9, 0
2055, -99.9, -99.9, 0, -99.9, 0
2056, -11.8774891722183, -34.8485096123501, 2, 7, 10
2057, -99.9, -99.9, 0, -99.9, 0
2058, -99.9, -99.9, 0, -99.9, 0
2059, -6.15550565369722, -8.7767613470778, 1, 4, 4
2060, -99.9, -99.9, 0, -99.9, 0
2061, -99.9, -99.9, 0, -99.9, 0
2062, -99.9, -99.9, 0, -99.9, 0
2063, -14.1910550359444, -23.9059800138388, 1, 5, 5
2064, -78.1447027041736, -220.858613475867, 1, 16, 16
2065, -7.29499840729563, -17.5755739117334, 1, 14, 14
2066, -14.7107350297707, -33.6308238997387, 3, 15, 25
2067, -99.9, -99.9, 0, -99.9, 0
2068, -99.9, -99.9, 0, -99.9, 0
2069, -2.50046242322219, -3.1915665268444, 1, 3, 3
2070, -5.91428657679807, -11.2719949689055, 1, 3, 3
2071, -99.9, -99.9, 0, -99.9, 0
2072, -99.9, -99.9, 0, -99.9, 0
2073, -99.9, -99.9, 0, -99.9, 0
2074, -99.9, -99.9, 0, -99.9, 0
2075, -99.9, -99.9, 0, -99.9, 0
2076, -8.15847815751854, -12.3035632567167, 1, 3, 3
2077, -99.9, -99.9, 0, -99.9, 0
2078, -33.952297173443, -52.2514159235666, 1, 4, 4
2079, -99.9, -99.9, 0, -99.9, 0
2080, -99.9, -99.9, 0, -99.9, 0
2081, -7.34794543813515, -13.7157521858999, 1, 3, 3
2082, -99.9, -99.9, 0, -99.9, 0
2083, -99.9, -99.9, 0, -99.9, 0
2084, -99.9, -99.9, 0, -99.9, 0
2085, -99.9, -99.9, 0, -99.9, 0
2086, -99.9, -99.9, 0, -99.9, 0
2087, -14.5049105408407, -21.5515322933499, 1, 3, 3
2088, -99.9, -99.9, 0, -99.9, 0
2089, -99.9, -99.9, 0, -99.9, 0
2090, -99.9, -99.9, 0, -99.9, 0
2091, -33.7732779618507, -80.2512047398667, 1, 16, 16
2092, -31.2445106279618, -80.2512047398667, 1, 18, 18
2093, -99.9, -99.9, 0, -99.9, 0
2094, -99.9, -99.9, 0, -99.9, 0
2095, -99.9, -99.9, 0, -99.9, 0
2096, -99.9, -99.9, 0, -99.9, 0
2097, -99.9, -99.9, 0, -99.9, 0
2098, -99.9, -99.9, 0, -99.9, 0
2099, -99.9, -99.9, 0, -99.9, 0
2100, -99.9, -99.9, 0, -99.9, 0
