"Description: ","Heatwave definitions and aspects"
"Station: ","final_1971_2005_Bucurest_rcp85"
"Latitude: ","44.43"
"Longitude: ","26.1"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
time, HWM, HWA, HWN, HWD, HWF
1971, -99.9, -99.9, 0, -99.9, 0
1972, 16.2251, 17.5893, 2, 3, 6
1973, -99.9, -99.9, 0, -99.9, 0
1974, 17.8779683333334, 23.0786, 5, 4, 16
1975, 15.1268583333333, 16.24, 2, 4, 7
1976, 14.75125, 15.1211, 1, 4, 4
1977, -99.9, -99.9, 0, -99.9, 0
1978, -99.9, -99.9, 0, -99.9, 0
1979, 18.4663472222223, 21.9624, 3, 4, 11
1980, -99.9, -99.9, 0, -99.9, 0
1981, -99.9, -99.9, 0, -99.9, 0
1982, 17.7152833333333, 21.2096, 5, 8, 22
1983, 19.6658166666667, 20.3138, 2, 6, 9
1984, -99.9, -99.9, 0, -99.9, 0
1985, 15.97425, 18.0918, 1, 4, 4
1986, 15.84635, 16.3318, 1, 6, 6
1987, 13.11835, 13.165, 1, 2, 2
1988, -99.9, -99.9, 0, -99.9, 0
1989, -99.9, -99.9, 0, -99.9, 0
1990, 19.8328, 21.2806, 1, 4, 4
1991, 14.2505, 14.5746, 1, 3, 3
1992, 19.0775416666667, 20.7193, 4, 3, 12
1993, 16.5581, 16.8233, 1, 3, 3
1994, 19.73876, 20.5572, 1, 5, 5
1995, 17.476174, 20.9742, 5, 6, 21
1996, 17.4744666666667, 17.9158, 1, 3, 3
1997, -99.9, -99.9, 0, -99.9, 0
1998, 16.9880933333333, 19.6919, 2, 5, 8
1999, 14.0157, 14.4353, 1, 3, 3
2000, 18.979165, 20.8332, 5, 4, 17
2001, 20.26978, 21.1005, 1, 5, 5
2002, 17.8550875, 21.5940000000001, 2, 4, 7
2003, 18.33725, 21.9017, 2, 3, 6
2004, 17.4012083333334, 19.7389, 2, 4, 7
2005, 18.53318, 19.2135, 1, 5, 5
2006, 18.4570666666667, 19.9271, 1, 6, 6
2007, 16.01692, 16.7985, 1, 5, 5
2008, 21.1738861111111, 24.3162, 3, 8, 14
2009, 18.4661666666667, 18.7337, 2, 3, 6
2010, 19.4208680952381, 22.275, 7, 5, 26
2011, 17.73605, 20.1868, 2, 3, 6
2012, 16.8295166666667, 21.2587, 3, 4, 10
2013, 19.9357603333334, 23.5269, 5, 8, 28
2014, 15.2326791666667, 16.2768, 2, 4, 7
2015, 19.3672083333334, 23.8107, 5, 4, 17
2016, 19.8597346666667, 22.0569, 5, 5, 19
2017, 20.900996875, 23.1176, 8, 12, 41
2018, 18.0582633333334, 21.4752, 2, 5, 8
2019, 20.6124285714286, 22.2607, 1, 7, 7
2020, 20.7777083333334, 22.3759, 4, 8, 18
2021, 16.481925, 17.1586, 1, 4, 4
2022, 20.7912072727273, 23.7975, 4, 11, 22
2023, 17.8123583333334, 22.4268, 4, 4, 14
2024, -99.9, -99.9, 0, -99.9, 0
2025, 18.3221535947713, 23.3604, 3, 17, 23
2026, 18.2872091666667, 24.2168, 4, 12, 22
2027, -99.9, -99.9, 0, -99.9, 0
2028, -99.9, -99.9, 0, -99.9, 0
2029, 16.3526666666667, 17.8845, 3, 4, 10
2030, 20.0094666666667, 20.8903, 1, 3, 3
2031, 21.7207666666667, 22.2355, 1, 3, 3
2032, 18.2206553571429, 22.3196, 6, 7, 23
2033, 20.2857333333334, 21.7537, 1, 3, 3
2034, 18.971126875, 23.3088, 8, 14, 47
2035, 19.10712, 19.5096, 1, 5, 5
2036, 18.5711011458334, 24.8281, 8, 10, 59
2037, 20.4438666666667, 21.012, 1, 3, 3
2038, 18.6408338888889, 21.0176, 3, 5, 12
2039, 17.2030904761905, 21.769, 7, 5, 27
2040, 18.9231111111111, 23.9555, 3, 8, 14
2041, 17.9826768253968, 23.0742, 7, 10, 36
2042, 18.7395701388889, 22.6053, 3, 16, 22
2043, 19.9776509964727, 27.6922, 9, 9, 55
2044, 19.2135569444445, 23.5674, 9, 8, 45
2045, 19.4235483333334, 23.37, 7, 24, 57
2046, 18.7187681547619, 22.7003, 8, 12, 47
2047, 18.6587252142857, 23.8783, 10, 14, 64
2048, 18.8578579429343, 24.2103, 7, 26, 81
2049, 21.5295733333333, 24.6382, 2, 15, 18
2050, 19.6870188988095, 23.2045, 8, 10, 44
2051, 20.9961416666667, 22.634, 3, 6, 14
2052, 19.9558783333334, 23.7286, 5, 11, 29
2053, 18.9113753837072, 24.0177, 11, 15, 63
2054, 18.67474435, 24.2507, 10, 25, 76
2055, 19.1111821548822, 25.9957, 9, 12, 66
2056, 19.3190257588553, 23.586, 7, 29, 61
2057, 17.7101817592593, 22.3453, 6, 9, 32
2058, 16.19327, 18.0131, 3, 10, 20
2059, 19.8884258713201, 24.2554, 9, 13, 65
2060, 19.1408291666667, 21.9118, 6, 7, 31
2061, 19.3978627891157, 24.1675, 7, 10, 40
2062, 18.7977895142998, 23.8911, 13, 16, 94
2063, 20.4388961904762, 26.5142, 7, 8, 30
2064, 18.1396401516077, 22.8674, 9, 14, 62
2065, 19.9170940476191, 22.5554, 10, 7, 39
2066, 18.9343724358975, 23.7646, 13, 21, 102
2067, 19.9279424221612, 26.6504, 4, 14, 37
2068, 18.5940770714286, 25.9375, 5, 35, 60
2069, 18.5823839046452, 24.0801, 6, 28, 73
2070, 19.4631595809746, 29.8084, 13, 22, 85
2071, 19.3320321217245, 22.1077, 13, 26, 126
2072, 20.5305465476191, 27.4464, 8, 23, 65
2073, 16.8181965277778, 22.9629, 6, 8, 26
2074, 19.2672812037815, 24.7566, 10, 17, 67
2075, 19.3000385264735, 24.7256, 11, 13, 92
2076, 19.3003174046346, 27.0705, 5, 51, 101
2077, 19.5390259055944, 27.1414, 10, 13, 77
2078, 20.2000107653061, 22.971, 7, 24, 55
2079, 19.5917790870817, 31.5693, 8, 59, 98
2080, 18.7807060839161, 24.794, 11, 15, 81
2081, 20.1650387230584, 23.286, 6, 23, 62
2082, 18.6258291666667, 24.539, 6, 35, 64
2083, 19.5605299571517, 26.4105, 7, 49, 98
2084, 19.0414482570208, 23.5539, 10, 18, 73
2085, 19.9154771065601, 24.325, 15, 13, 100
2086, 19.1172524404762, 28.4053, 8, 65, 110
2087, 19.1207201907815, 25.1089, 7, 36, 90
2088, 18.5889156845238, 28.6816, 8, 28, 62
2089, 19.3027821626984, 28.7707, 12, 21, 93
2090, 21.0236634387115, 27.7764, 5, 37, 88
2091, 19.8500856177297, 25.5177, 10, 29, 133
2092, 18.7955821839827, 27.0371, 10, 24, 105
2093, 20.1736423037503, 27.4583, 6, 53, 120
2094, 20.5126889880953, 26.3187, 6, 35, 82
2095, 18.6516325945984, 27.1527, 7, 65, 128
2096, 20.2794657162901, 27.8033, 8, 31, 123
2097, 20.3100806349207, 27.5269, 7, 36, 88
2098, 19.2677553047786, 24.5312, 10, 22, 96
2099, 18.6911840537642, 27.3736, 8, 38, 107
2100, 20.3173551193569, 25.7565, 7, 25, 91
