"Description: ","Heatwave definitions and aspects"
"Station: ","final_1971_2005_Constantinople_rcp45"
"Latitude: ","41.01"
"Longitude: ","28.97"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
time, CWM, CWA, CWN, CWD, CWF
1971, -16.5133376758267, -44.0435223280888, 2, 5, 9
1972, -10.4406274043579, -28.5688447323998, 3, 8, 15
1973, -8.20606432818803, -28.5688447323998, 5, 8, 24
1974, -4.02668650493292, -10.4496239010222, 3, 5, 14
1975, -7.15129578926196, -29.2601763629387, 6, 7, 27
1976, -10.9464027699728, -75.5387567671055, 5, 8, 25
1977, -7.58743407066338, -28.3794633458666, 4, 6, 17
1978, -5.06470447264114, -14.3912975507944, 2, 4, 7
1979, -4.16959076516576, -8.93667923501093, 1, 7, 7
1980, -5.71149772803969, -11.4357579615998, 3, 13, 19
1981, -3.56722993804374, -8.8710113288165, 3, 4, 11
1982, -19.8887982061451, -101.461146814755, 3, 11, 23
1983, -99.9, -99.9, 0, -99.9, 0
1984, -3.3499912906073, -4.5578339676721, 1, 3, 3
1985, -7.37085798192587, -23.6207016873389, 4, 16, 40
1986, -6.73906951581798, -17.8699066998999, 3, 8, 18
1987, -10.1312485722751, -40.0954427182609, 4, 9, 21
1988, -12.8260931509536, -20.2643361585998, 1, 3, 3
1989, -1.36771480367586, -2.61674735489437, 1, 3, 3
1990, -4.91149629319696, -9.36720489057771, 2, 8, 13
1991, -6.90042921769693, -23.3428737135665, 2, 4, 7
1992, -7.63933224416663, -11.2604373093333, 1, 4, 4
1993, -10.8725282057041, -35.8658955175554, 3, 5, 12
1994, -11.3883585627809, -42.2752564415999, 3, 10, 20
1995, -29.9372680092024, -52.7460186715665, 1, 11, 11
1996, -10.6504389568132, -30.8080640984944, 3, 6, 13
1997, -8.89288575133168, -15.7769620829499, 1, 7, 7
1998, -99.9, -99.9, 0, -99.9, 0
1999, -13.6544353599298, -29.2575243771054, 2, 8, 13
2000, -6.29659328240434, -15.4221708711111, 2, 4, 7
2001, -5.18127887559342, -9.94142421649984, 2, 6, 10
2002, -11.5330702050833, -15.85732174355, 1, 3, 3
