"Description: ","Heatwave definitions and aspects"
"Station: ","final_1971_2005_Constantinople_rcp45"
"Latitude: ","41.01"
"Longitude: ","28.97"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
time, HWM, HWA, HWN, HWD, HWF
1971, -99.9, -99.9, 0, -99.9, 0
1972, 21.5808, 22.1141, 1, 4, 4
1973, -99.9, -99.9, 0, -99.9, 0
1974, -99.9, -99.9, 0, -99.9, 0
1975, 20.6616714285715, 22.3371, 1, 7, 7
1976, -99.9, -99.9, 0, -99.9, 0
1977, -99.9, -99.9, 0, -99.9, 0
1978, 19.24025, 22.4754, 4, 3, 12
1979, -99.9, -99.9, 0, -99.9, 0
1980, -99.9, -99.9, 0, -99.9, 0
1981, -99.9, -99.9, 0, -99.9, 0
1982, -99.9, -99.9, 0, -99.9, 0
1983, 25.190475, 26.0992, 1, 4, 4
1984, 23.8891166666667, 25.9522, 2, 4, 7
1985, -99.9, -99.9, 0, -99.9, 0
1986, 24.2623666666667, 24.7553, 1, 3, 3
1987, 24.1140333333334, 24.4218, 1, 3, 3
1988, 22.8733333333334, 23.1863, 1, 3, 3
1989, 21.2183694444445, 22.4555, 3, 6, 13
1990, 19.477475, 25.5514, 2, 6, 9
1991, -99.9, -99.9, 0, -99.9, 0
1992, -99.9, -99.9, 0, -99.9, 0
1993, 19.04665, 19.7003, 1, 4, 4
1994, 20.3452533333334, 24.1218, 5, 4, 17
1995, 19.5726333333333, 20.2529, 1, 3, 3
1996, -99.9, -99.9, 0, -99.9, 0
1997, 22.8430458333334, 27.2305, 4, 4, 13
1998, 21.5939104166667, 23.8883, 4, 6, 16
1999, 20.6582333333334, 24.3026, 2, 3, 6
2000, 20.3103777777778, 23.9372, 3, 3, 9
2001, 24.1478, 24.9666, 1, 4, 4
2002, 21.9696222222222, 24.1747, 3, 3, 9
2003, 21.6078275, 26.4582, 4, 5, 18
2004, 24.0211, 24.8538, 1, 3, 3
2005, 19.0966666666667, 19.24, 1, 3, 3
2006, 21.8571138888889, 24.0804, 3, 8, 15
2007, 19.7273708333334, 24.8563, 4, 8, 19
2008, 23.9415166666667, 25.2689, 2, 3, 6
2009, 23.0473244444445, 25.0352, 3, 5, 11
2010, 20.30412, 23.4248, 2, 5, 10
2011, 22.1103544444445, 24.3622, 6, 6, 26
2012, 19.597675, 19.618, 1, 4, 4
2013, 21.2412333333334, 21.6093, 1, 3, 3
2014, 21.84709, 23.9308, 4, 6, 19
2015, 23.0417911111111, 24.7098, 3, 5, 11
2016, 17.4329666666667, 20.4878, 1, 3, 3
2017, 22.3697589285715, 25.0879, 2, 7, 11
2018, 22.0613, 22.5918, 1, 3, 3
2019, 21.4652511111111, 24.7463, 3, 5, 11
2020, 21.3740666666667, 27.2422, 4, 4, 13
2021, 22.9793458333334, 26.7646, 4, 5, 15
2022, 21.2715458333333, 24.3109, 4, 6, 15
2023, 19.8646333333334, 20.2946, 1, 3, 3
2024, 23.2434726190476, 26.0874, 4, 7, 17
2025, 22.9134955, 27.8852, 10, 6, 40
2026, 23.6937527777778, 25.3258, 6, 4, 19
2027, -99.9, -99.9, 0, -99.9, 0
2028, 20.9265194444445, 24.8728, 3, 4, 11
2029, 22.3554933333334, 27.3476, 4, 6, 19
2030, 22.91085, 25.2616, 2, 3, 6
2031, -99.9, -99.9, 0, -99.9, 0
2032, 22.1858884920635, 24.2703, 6, 7, 25
2033, 22.9184925, 26.6828, 6, 8, 30
2034, 20.6456087820513, 25.1092, 4, 13, 25
2035, 21.7110541666667, 23.0556, 2, 4, 7
2036, 22.0597691666667, 24.1911, 4, 5, 16
2037, 21.6173657142857, 26.1744, 4, 7, 18
2038, 21.1448201388889, 24.8255, 6, 8, 26
2039, 22.1990136666667, 25.3084, 5, 6, 22
2040, 20.9941841993721, 25.0543, 7, 13, 51
2041, 22.8407387179487, 26.3809, 6, 13, 32
2042, 20.0667013333334, 24.8488, 5, 5, 20
2043, 19.03087, 25.2014, 4, 5, 14
2044, 22.1833775, 25.7183, 6, 10, 26
2045, 23.6444166666667, 24.06, 2, 4, 7
2046, 23.0011866666667, 25.9342, 5, 6, 22
2047, 23.6592894119769, 25.9802, 6, 11, 34
2048, 20.6403694444445, 24.2321, 6, 6, 23
2049, 23.1855954545455, 25.1575, 2, 11, 14
2050, 21.9059706730769, 26.3604, 8, 13, 43
2051, 21.2745863095238, 25.0957, 5, 8, 26
2052, 22.5826086363637, 25.4761, 4, 11, 29
2053, 22.6273663636364, 25.4195, 5, 11, 24
2054, 22.12096875, 24.7619, 8, 6, 34
2055, 22.4825476190477, 24.0173, 3, 12, 26
2056, 22.7219345238096, 27.3692, 6, 7, 28
2057, 25.0079788888889, 27.7921, 3, 10, 18
2058, 22.223253125, 27.3892, 8, 14, 47
2059, 23.0102673333334, 26.1795, 5, 6, 23
2060, 22.9383481632653, 26.2897, 7, 10, 39
2061, 21.3216513888889, 26.8119, 6, 4, 19
2062, 22.6525523333334, 26.6657, 5, 15, 41
2063, 23.0086471111111, 28.8941, 5, 10, 28
2064, 21.680195, 25.9063, 5, 22, 50
2065, 22.477470952381, 27.1039, 5, 7, 20
2066, 22.9465461111111, 26.8783, 10, 9, 50
2067, 21.99742, 26.045, 5, 11, 28
2068, -99.9, -99.9, 0, -99.9, 0
2069, 24.3846863095238, 25.6944, 7, 8, 31
2070, 23.9038708333334, 25.2087, 2, 6, 10
2071, 19.8756648148148, 25.6966, 3, 18, 24
2072, 21.309964375, 25.3223, 8, 6, 33
2073, 23.4866694444445, 25.5853, 3, 6, 13
2074, 21.5612111111111, 25.883, 6, 12, 38
2075, 21.0300293333334, 25.0239, 5, 5, 19
2076, 20.4726055555556, 24.0424, 3, 6, 13
2077, 23.3899583333334, 26.6172, 4, 6, 21
2078, 21.3379332437933, 27.5256, 9, 13, 57
2079, 21.4623208333334, 23.3102, 4, 6, 18
2080, 22.1863830303031, 25.3119, 11, 5, 40
2081, 21.82038, 26.0645, 5, 3, 15
2082, 24.4386015714286, 27.2223, 5, 7, 22
2083, 22.1652728571429, 26.4304, 5, 7, 25
2084, 20.9373166666667, 24.0853, 3, 4, 11
2085, 22.7814950694445, 26.1022, 12, 8, 55
2086, 21.8376042857143, 23.7633, 2, 7, 12
2087, 22.8333922222222, 29.0626, 9, 8, 43
2088, 22.6437938392857, 26.6131, 8, 7, 39
2089, 23.0093297916667, 28.4247, 8, 10, 36
2090, 19.1950257575758, 24.7993, 4, 11, 29
2091, 20.59967, 24.4401, 3, 5, 12
2092, 21.5114331481482, 27.9586, 9, 5, 32
2093, 21.17652, 25.2657, 8, 6, 30
2094, 21.2096355102041, 25.0374, 7, 21, 48
2095, 20.8805624444445, 26.5089, 10, 15, 58
2096, 22.3881513888889, 26.0413, 3, 16, 23
2097, 21.1626764739229, 27.1102, 7, 9, 41
2098, 22.1009596296297, 25.8842, 9, 10, 43
2099, 21.0043783333334, 24.1515, 5, 4, 17
2100, 21.937025, 26.5899, 4, 7, 16
