"Description: ","Heatwave definitions and aspects"
"Station: ","final_1971_2005_Vienna_rcp85"
"Latitude: ","48.2"
"Longitude: ","16.37"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
time, HWM, HWA, HWN, HWD, HWF
1971, -99.9, -99.9, 0, -99.9, 0
1972, 19.7210666666667, 20.1656, 1, 3, 3
1973, 20.506525, 22.2557, 1, 4, 4
1974, 19.8611166666667, 22.089, 3, 4, 10
1975, 15.3101666666667, 15.4412, 1, 3, 3
1976, -99.9, -99.9, 0, -99.9, 0
1977, -99.9, -99.9, 0, -99.9, 0
1978, -99.9, -99.9, 0, -99.9, 0
1979, 21.7868772727273, 24.3922, 2, 11, 16
1980, 18.35855, 20.8666, 2, 3, 6
1981, 19.276675, 20.6418, 2, 4, 7
1982, 16.4049055555556, 18.7681, 3, 4, 11
1983, 22.4498666666667, 24.1073, 1, 3, 3
1984, -99.9, -99.9, 0, -99.9, 0
1985, 18.645, 21.3583, 2, 3, 6
1986, 18.9766666666667, 21.2368, 2, 6, 9
1987, 19.3584666666667, 20.2091, 2, 3, 6
1988, 15.46195, 16.4231, 1, 4, 4
1989, -99.9, -99.9, 0, -99.9, 0
1990, 13.58665, 14.3701, 1, 6, 6
1991, 21.897925, 22.8966, 1, 4, 4
1992, -99.9, -99.9, 0, -99.9, 0
1993, 19.60025, 20.4518, 2, 4, 7
1994, -99.9, -99.9, 0, -99.9, 0
1995, 14.7836, 16.4516, 1, 5, 5
1996, -99.9, -99.9, 0, -99.9, 0
1997, 17.4140666666667, 17.7578, 1, 3, 3
1998, 17.843875, 19.6255, 1, 4, 4
1999, 16.0150857142857, 18.0942, 1, 7, 7
2000, 20.8416583333334, 21.2725, 2, 4, 7
2001, -99.9, -99.9, 0, -99.9, 0
2002, -99.9, -99.9, 0, -99.9, 0
2003, 17.06006, 18.6527, 1, 5, 5
2004, 20.7622777777778, 22.3738, 3, 5, 12
2005, 21.6619666666667, 22.5539, 1, 3, 3
2006, -99.9, -99.9, 0, -99.9, 0
2007, 19.4035333333333, 19.9422, 1, 3, 3
2008, 21.71566, 24.0147, 1, 5, 5
2009, 19.4215313888889, 22.5542, 6, 5, 21
2010, 20.9156305555556, 24.2269, 3, 8, 15
2011, 19.0862133333334, 24.7624, 3, 5, 12
2012, 19.09693, 21.1126, 3, 6, 14
2013, -99.9, -99.9, 0, -99.9, 0
2014, 18.9239791666667, 22.8232, 4, 10, 24
2015, 19.387948, 22.6849, 5, 5, 18
2016, 21.8854666666667, 22.5029, 1, 6, 6
2017, 21.2890154761905, 23.9571, 3, 7, 14
2018, -99.9, -99.9, 0, -99.9, 0
2019, 20.3280111111111, 21.746, 3, 4, 10
2020, 20.7404583333334, 22.0669, 2, 4, 7
2021, 17.96498, 19.1762, 1, 5, 5
2022, 21.1423714285715, 23.3916, 3, 7, 17
2023, 17.7773533333334, 21.6828, 2, 5, 8
2024, 20.21134, 21.7384, 1, 5, 5
2025, 19.940775, 20.8856, 1, 4, 4
2026, 19.38408, 22.1212, 5, 5, 19
2027, 19.4872611111111, 21.9186, 3, 9, 16
2028, 17.9396208333334, 21.2074, 2, 4, 7
2029, 20.7809666666667, 22.2111, 1, 6, 6
2030, 17.4297, 18.1041, 1, 3, 3
2031, 19.8713385416667, 23.6331, 4, 8, 17
2032, 19.5287660392157, 24.9236, 5, 17, 37
2033, 21.1241041666667, 23.8072, 2, 6, 10
2034, 20.7127016666667, 26.4415, 6, 9, 33
2035, 19.7715833333333, 21.0695, 2, 6, 9
2036, 19.0780055208334, 23.5732, 8, 8, 36
2037, -99.9, -99.9, 0, -99.9, 0
2038, 21.1519452380953, 24.1829, 3, 7, 20
2039, 16.73005, 19.3971, 2, 3, 4
2040, -99.9, -99.9, 0, -99.9, 0
2041, 17.8772483333334, 22.1273, 5, 8, 23
2042, 19.1964201388889, 22.7906, 6, 9, 35
2043, 20.7194290952381, 22.579, 5, 7, 28
2044, 21.1235855555556, 25.4481, 6, 8, 28
2045, 20.136926, 26.6821, 5, 10, 24
2046, 20.2115474702381, 25.4293, 8, 14, 36
2047, 18.9851910416667, 21.165, 8, 6, 32
2048, 20.73479, 23.2792, 2, 5, 8
2049, 19.1166858333334, 21.7474, 4, 5, 15
2050, 18.6208805555556, 21.675, 6, 5, 22
2051, 19.1153066666667, 23.0958, 5, 3, 15
2052, 19.3807254761905, 25.4696, 5, 8, 25
2053, 21.2545334632035, 26.1945, 7, 11, 41
2054, 19.9554996581197, 23.0186, 6, 15, 56
2055, 20.3652366554054, 27.3305, 8, 37, 65
2056, 20.6779801587302, 29.0435, 7, 10, 38
2057, 19.2202738095238, 22.7997, 7, 5, 24
2058, 17.6826685714286, 22.1532, 3, 7, 16
2059, 20.4953153631554, 27.0963, 9, 11, 55
2060, 19.6576805952381, 25.5814, 4, 7, 19
2061, 20.7967713095238, 24.9015, 6, 15, 38
2062, 17.8554842460318, 22.9532, 6, 7, 27
2063, 20.343363, 23.5923, 5, 8, 24
2064, 18.7721327777778, 25.0685, 6, 10, 30
2065, 19.962973, 23.7341, 5, 5, 18
2066, 16.5039566666667, 18.8349, 3, 5, 13
2067, 19.3987885714286, 25.2273, 2, 7, 12
2068, 19.1465723611111, 23.6402, 8, 9, 38
2069, 21.5622533843538, 27.4493000000001, 7, 16, 47
2070, 20.5438447008547, 25.9605, 6, 13, 37
2071, 19.2258055335596, 26.3509, 8, 33, 82
2072, 22.465068452381, 29.8174, 3, 8, 22
2073, 18.0152566666667, 22.5509, 5, 6, 20
2074, 19.1660785714286, 21.3846, 4, 7, 17
2075, 20.227504857704, 26.7713, 9, 11, 71
2076, 19.3786428471529, 25.7306, 11, 13, 68
2077, 20.3942583282459, 24.9699, 9, 13, 66
2078, 19.7379447857143, 22.621, 5, 15, 48
2079, 21.4241234722222, 27.815, 13, 16, 80
2080, 19.3559029166667, 23.905, 6, 12, 38
2081, 18.5977110416667, 21.4676, 8, 6, 30
2082, 20.9091815432099, 26.0108, 6, 27, 51
2083, 19.6658251984127, 29.1014, 8, 24, 65
2084, 18.5171143181818, 24.2067, 11, 10, 65
2085, 19.8590855617803, 25.4282, 9, 17, 77
2086, 20.2319336675824, 30.6186, 7, 16, 57
2087, 19.9321762987013, 23.2724, 7, 11, 45
2088, 18.4821986666667, 23.2506, 5, 6, 23
2089, 18.5441711111111, 25.6263, 9, 6, 38
2090, 20.5287866450217, 26.8, 11, 14, 68
2091, 19.2325893547009, 28.6739, 13, 25, 85
2092, 20.6893215758146, 29.358, 8, 19, 53
2093, 19.8745359469697, 27.7167, 11, 16, 87
2094, 20.7410695, 26.5853, 10, 10, 50
2095, 21.4444568226496, 28.7847, 10, 15, 84
2096, 20.2789762855831, 28.7207, 11, 11, 67
2097, 22.0782492307693, 27.2302, 5, 13, 39
