"Description: ","Outliers shown in *boxseries.pdf"
"Station: ","final_1971_2005_Budapest_rcp45"
"Latitude: ","47.49"
"Longitude: ","19.03"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
Date,Prec,TX,TN,DTR
"Prec up"
1979-1-28,30.69108576,8.49290000000002,0.90560000000005,7.58729999999997
1987-1-31,24.67181376,2.47730000000001,-2.28719999999998,4.76449999999999
1991-1-12,32.11625376,7.21210000000002,-1.22059999999999,8.43270000000001
1992-1-2,23.66980704,4.24640000000005,1.22750000000002,3.01890000000003
1993-1-3,30.8678688,6.68640000000005,2.97550000000001,3.71090000000004
2001-1-21,33.74854848,9.92860000000002,0.611400000000003,9.31720000000002
2004-1-1,24.25349952,6.91610000000003,1.05880000000002,5.85730000000001
2026-1-2,23.83625664,2.37569999999999,0.200300000000027,2.17539999999996
2035-1-22,25.34441184,4.25640000000004,-0.53449999999998,4.79090000000002
2039-1-13,34.45013376,7.46050000000002,-0.642299999999977,8.1028
2044-1-9,24.33688416,4.22900000000004,-0.94459999999998,5.17360000000002
2046-1-8,34.45013376,1.48060000000004,-1.45729999999998,2.93790000000002
2046-1-16,25.5131424,1.13040000000001,0.599000000000046,0.531399999999964
2050-1-12,34.45013376,7.18560000000002,2.6422,4.54340000000002
2053-1-16,24.83977536,8.92650000000003,3.57160000000005,5.35489999999998
2054-1-2,23.42050848,1.35040000000004,-2.02369999999996,3.3741
2061-1-15,31.4900784,8.29490000000004,5.09340000000003,3.20150000000001
2067-1-24,24.37886592,2.38530000000003,0.722500000000025,1.66280000000001
2068-1-19,34.45013376,10.5712,5.4314,5.1398
2069-1-28,31.13420544,7.07940000000002,5.42240000000004,1.65699999999998
2073-1-2,30.8678688,2.40640000000002,1.15880000000004,1.24759999999998
2082-1-1,25.42892832,0.776300000000049,-0.80499999999995,1.5813
2083-1-12,34.45013376,12.0815,2.76390000000004,9.31759999999996
2083-1-16,24.83977536,8.03290000000004,1.31190000000004,6.721
2083-1-18,34.45013376,9.64150000000001,0.704499999999996,8.93700000000001
2084-1-31,34.45013376,11.7884,5.60430000000002,6.18409999999998
2089-1-14,25.8512688,6.08160000000004,-0.894399999999962,6.976
2092-1-16,34.45013376,9.73540000000003,3.44640000000004,6.28899999999999
2094-1-30,23.42050848,5.95920000000001,-0.588799999999992,6.548
2097-1-9,34.45013376,5.72880000000004,0.950300000000027,4.77850000000001
2098-1-30,34.45013376,10.0514,4.93080000000003,5.12059999999997
2100-1-8,26.10568224,10.1114,5.86850000000004,4.24289999999996
1972-2-4,19.21605984,5.64600000000002,-1.65569999999997,7.30169999999999
1972-2-24,24.71298336,11.8657,3.85660000000002,8.00909999999998
1973-2-4,18.41178816,5.82620000000003,-0.925699999999949,6.75189999999998
1977-2-6,17.98055712,1.80250000000001,-8.49769999999995,10.3002
1980-2-17,24.25418208,12.0940000000001,4.19880000000001,7.89520000000009
1981-2-17,22.95323136,9.16230000000002,1.61990000000003,7.54239999999999
1989-2-7,18.22695264,2.79560000000004,2.26780000000002,0.52780000000002
1989-2-25,17.67339648,17.1262,4.62990000000002,12.4963
1993-2-7,16.7562,6.41990000000004,3.04040000000003,3.37950000000001
1998-2-5,21.6663984,2.8091,-1.04139999999995,3.85049999999995
2004-2-22,17.42812416,8.76170000000002,0.837300000000027,7.92439999999999
2005-2-20,15.785928,1.03120000000001,-4.92409999999995,5.95529999999996
2006-2-8,18.65888352,3.72800000000001,-5.04899999999998,8.77699999999999
2011-2-8,18.35021088,3.9896,2.2122,1.7774
2012-2-29,18.10367712,7.51130000000001,2.72490000000005,4.78639999999996
2016-2-19,20.9009808,1.5958,-0.509099999999989,2.10489999999999
2017-2-25,30.36992832,9.59050000000002,4.25890000000004,5.33159999999998
2022-2-9,22.43683584,8.58600000000001,4.75300000000004,3.83299999999997
2026-2-7,19.69874208,2.5804,-4.65639999999996,7.23679999999996
2032-2-18,16.93912608,3.15430000000003,-0.756100000000004,3.91040000000003
2036-2-14,30.36992832,11.6915,3.17090000000002,8.52059999999998
2040-2-16,16.63451424,9.33950000000004,2.65280000000001,6.68670000000003
2044-2-9,23.34193632,2.38230000000004,-6.02229999999997,8.40460000000001
2047-2-14,21.92266944,1.25450000000001,-2.4776,3.73210000000001
2049-2-6,18.906264,6.01820000000004,1.5598,4.45840000000004
2049-2-11,29.97835488,3.13240000000002,0.860299999999995,2.27210000000002
2049-2-18,16.27004448,3.21420000000001,0.460800000000006,2.7534
2050-2-14,24.64725888,8.35550000000001,6.3897,1.96580000000001
2050-2-18,27.57649536,9.75050000000004,7.53610000000003,2.21440000000001
2051-2-9,16.51282848,8.99520000000001,2.452,6.54320000000001
2052-2-8,17.06120064,8.30630000000002,4.2876,4.01870000000002
2052-2-26,17.12238912,11.726,1.90350000000001,9.82249999999999
2054-2-24,21.02804064,13.7317,7.17230000000001,6.55939999999999
2057-2-18,19.5728832,15.5467,8.43880000000001,7.10789999999999
2057-2-20,19.95076224,13.8787,1.69830000000002,12.1804
2068-2-2,19.0920672,7.5385,4.97340000000003,2.56509999999997
2068-2-26,18.844488,4.58140000000003,0.525800000000004,4.05560000000003
2070-2-10,21.92266944,0.860000000000014,-5.15459999999996,6.01459999999997
2070-2-27,30.36992832,9.5652,2.10180000000003,7.46339999999997
2071-2-2,21.09189024,8.06920000000002,0.800800000000038,7.26839999999998
2073-2-13,26.97007104,11.885,2.16180000000003,9.72319999999997
2079-2-10,18.22695264,-1.77589999999998,-2.85249999999996,1.07659999999998
2082-2-1,30.36992832,12.9092,6.43990000000002,6.46929999999998
2085-2-28,24.05813184,6.69150000000002,1.13220000000001,5.55930000000001
2088-2-18,30.36992832,11.6789,6.81900000000002,4.85989999999998
2094-2-18,18.53533152,3.5872,-2.14819999999997,5.73539999999997
2096-2-1,22.05099072,8.51320000000004,0.58970000000005,7.92349999999999
1974-3-7,31.74958944,4.0145,2.23600000000005,1.77849999999995
1979-3-26,31.74958944,14.6728,3.63080000000002,11.042
1979-3-27,24.23319552,9.08660000000003,3.86960000000005,5.21699999999998
