"Description: ","Heatwave definitions and aspects"
"Station: ","final_1971_2005_Constantinople_rcp85"
"Latitude: ","41.01"
"Longitude: ","28.97"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
time, HWM, HWA, HWN, HWD, HWF
1971, 32.5605166666667, 35.2183, 2, 3, 6
1972, 33.5145933333334, 35.4899, 2, 5, 8
1973, 34.6296083333334, 36.2533, 2, 4, 7
1974, -99.9, -99.9, 0, -99.9, 0
1975, 34.7808666666667, 36.66, 2, 3, 6
1976, -99.9, -99.9, 0, -99.9, 0
1977, 33.7395333333334, 35.0849, 2, 6, 9
1978, 31.2379083333333, 33.9948, 2, 6, 9
1979, 31.83315, 32.1005, 2, 3, 6
1980, 32.5277458333334, 36.2012, 2, 4, 7
1981, -99.9, -99.9, 0, -99.9, 0
1982, 36.17642, 39.0814, 1, 5, 5
1983, 33.5039166666667, 39.373, 2, 6, 9
1984, 33.816, 36.9559, 2, 3, 6
1985, 29.4918666666667, 31.5309, 1, 3, 3
1986, 30.2768, 33.2684, 1, 5, 5
1987, 34.0417111111111, 36.1582, 3, 3, 9
1988, 34.4580833333333, 35.3797, 2, 3, 6
1989, 31.9773333333334, 33.8787, 1, 3, 3
1990, 33.2605833333334, 34.7468, 1, 6, 6
1991, 34.73995, 35.4961, 1, 4, 4
1992, 33.1253111111111, 37.0744, 3, 3, 9
1993, -99.9, -99.9, 0, -99.9, 0
1994, 31.591825, 34.5608, 5, 4, 19
1995, -99.9, -99.9, 0, -99.9, 0
1996, -99.9, -99.9, 0, -99.9, 0
1997, 33.4086510416667, 37.1556, 4, 8, 18
1998, -99.9, -99.9, 0, -99.9, 0
1999, 31.2026833333334, 34.9314, 1, 6, 6
2000, 31.2026880952381, 34.9088, 2, 7, 10
2001, 31.143775, 32.4156, 1, 4, 4
2002, 34.42112, 36.0081, 1, 5, 5
2003, 33.8148041666667, 35.313, 2, 4, 7
2004, 33.56013, 36.0708, 2, 5, 8
2005, -99.9, -99.9, 0, -99.9, 0
2006, 30.80415, 32.9051, 1, 4, 4
2007, 30.6422866666667, 34.3628, 3, 5, 15
2008, 28.6119, 30.1241, 1, 3, 3
2009, 30.4095266666667, 34.8503, 3, 5, 13
2010, 32.9695, 35.4506, 2, 3, 6
2011, 35.9253, 37.3828, 1, 4, 4
2012, 33.0596283333334, 36.5127, 4, 5, 14
2013, 31.1696961111111, 37.2809, 3, 5, 12
2014, 33.7667333333334, 35.0861, 2, 3, 6
2015, 31.7583777777778, 39.5331, 3, 4, 9
2016, 36.0990111111111, 38.5503, 3, 4, 10
2017, 33.9569555555556, 38.0607, 3, 4, 10
2018, -99.9, -99.9, 0, -99.9, 0
2019, 33.2510026666667, 39.7335, 5, 5, 19
2020, 33.5520444444445, 37.2996, 3, 3, 9
2021, 29.2689666666667, 29.8288, 1, 3, 3
2022, 34.27149375, 39.3173, 4, 10, 30
2023, 31.2502761904762, 35.6356, 5, 7, 19
2024, -99.9, -99.9, 0, -99.9, 0
2025, 33.4602155555556, 37.4208, 3, 5, 11
2026, 30.00671875, 35.4912, 4, 4, 11
2027, -99.9, -99.9, 0, -99.9, 0
2028, 33.3150361111111, 37.8785, 3, 4, 10
2029, 30.7552166666667, 32.916, 2, 6, 9
2030, 34.72522, 37.0438, 1, 5, 5
2031, 29.1723, 30.4339000000001, 1, 4, 4
2032, 35.3248833333334, 35.7393, 2, 6, 9
2033, 32.765, 33.9523, 1, 4, 4
2034, 30.9570677083334, 36.8308, 8, 5, 30
2035, 28.6446541666667, 35.0022, 2, 4, 7
2036, 33.4035396666667, 39.2559, 5, 6, 21
2037, 36.3706666666667, 37.6658, 1, 3, 3
2038, 33.1164733333334, 39.3632, 3, 8, 17
2039, 31.3412483333334, 38.0987, 5, 7, 21
2040, -99.9, -99.9, 0, -99.9, 0
2041, 32.4675914285715, 38.3016, 5, 7, 20
2042, 32.02881, 33.8539, 3, 5, 12
2043, 32.8496142857143, 36.965, 7, 7, 32
2044, 32.7113485416667, 36.2977, 4, 8, 20
2045, 31.5110653333334, 36.6197, 5, 15, 29
