"Description: ","Dates where TN>TX"
"Station: ","final_1971_2005_Bucurest_rcp85"
"Latitude: ","44.43"
"Longitude: ","26.1"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
Date,Prec,TX,TN
1973-11-23,0.844883136,12.9411,13.5335
1976-10-16,40.20089184,10.9703,11.2634
1976-10-24,4.490293536,1.83730000000003,3.10180000000003
1983-10-12,15.1957728,12.528,12.5905
1983-11-8,31.09948128,4.92130000000003,6.00650000000002
1989-10-27,52.74491904,-1.83209999999997,-1.34179999999998
1990-11-6,20.60623584,6.30110000000002,7.2799
1990-11-24,8.435339136,7.69540000000001,9.39610000000005
1998-12-3,0.1256991264,8.91130000000004,8.9375
1998-12-13,44.5351824,6.65450000000004,6.94540000000001
2002-12-13,44.5351824,3.80130000000003,4.28980000000001
2003-11-4,20.27240352,1.8888,2.28300000000002
2011-12-19,12.30390432,7.74880000000002,7.84020000000004
2012-11-1,1.605327552,6.70270000000005,6.73150000000004
2014-10-30,59.45540832,11.5289,12.0138
2015-10-20,27.08253792,8.66500000000002,8.90880000000004
2015-12-12,5.355954144,7.62460000000004,8.57330000000002
2019-11-25,0.925452,11.4813,12.2398
2024-4-19,23.45313312,8.86660000000001,9.30760000000004
2024-10-22,27.86830272,6.84050000000002,7.01060000000001
2024-10-23,51.514272,8.10000000000002,8.49950000000001
2027-10-25,56.88954432,8.05100000000004,9.06480000000005
2027-11-2,16.1218944,3.666,3.7072
2029-11-9,10.40700096,10.1562,11.2965
2031-11-5,47.98139328,11.4884,12.0616
2039-11-18,47.98139328,13.0154,13.4043
2039-12-24,7.43207616,9.3569,9.65610000000004
2042-4-13,29.8533168,11.7623,12.0875
2045-12-20,6.716570976,2.59010000000001,2.7423
2049-12-1,2.245045248,2.4169,2.5172
2050-12-10,2.20001184,9.17650000000003,9.32070000000004
2055-11-19,15.35233824,10.4238,11.4219000000001
2056-12-18,22.86824832,8.50080000000003,8.64820000000003
2062-12-22,44.5351824,6.12630000000001,7.41660000000002
2073-4-21,42.49473408,9.55700000000002,9.89930000000004
2080-11-23,0.6875683488,11.3561,11.4153
2084-11-13,11.21383872,8.04390000000001,9.3603
2086-11-18,0.844883136,18.4063,18.5504
2090-11-19,23.5624896,11.5116,12.3363000000001
2092-12-11,28.98626688,10.4392,12.4123
2098-11-17,3.086358336,16.6535,18.713
2099-12-7,11.29552992,7.2303,7.9563
