"Description: ","Heatwave definitions and aspects"
"Station: ","final_1971_2005_Athens_rcp85"
"Latitude: ","37.98"
"Longitude: ","23.73"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
time, CWM, CWA, CWN, CWD, CWF
1971, -7.88125569816946, -19.8064984185445, 2, 3, 6
1972, -9.51645892182818, -18.7769001757557, 3, 9, 16
1973, -5.87855049243312, -17.9494444583278, 6, 7, 28
1974, -4.85476461352941, -12.0523842639444, 3, 7, 17
1975, -5.27420942397116, -16.5086808129445, 5, 5, 20
1976, -6.40780588120999, -36.3423937476002, 5, 7, 22
1977, -12.8831081479358, -45.890109610489, 4, 6, 20
1978, -5.56046010405535, -17.5721118212001, 2, 6, 10
1979, -3.16038785143552, -10.496380014711, 2, 7, 11
1980, -5.21583157765919, -29.37727411175, 3, 15, 22
1981, -4.57032266075469, -15.8155659690166, 3, 12, 21
1982, -25.983553657503, -106.582072869084, 3, 11, 23
1983, -4.73409642440368, -6.69287210581664, 1, 3, 3
1984, -4.83778637192801, -14.7079251746334, 2, 4, 7
1985, -6.1203946609876, -21.3474255747333, 6, 16, 55
1986, -6.23182351298541, -21.3474255747333, 2, 12, 15
1987, -5.64226181613279, -20.0401394292166, 2, 8, 15
1988, -2.99898542568665, -5.36654621080556, 1, 5, 5
1989, -99.9, -99.9, 0, -99.9, 0
1990, -3.16846855972821, -16.4595702588889, 4, 10, 21
1991, -4.9500384754815, -15.1188235172667, 3, 3, 9
1992, -99.9, -99.9, 0, -99.9, 0
1993, -3.58490749558364, -9.34353022706663, 3, 4, 11
1994, -12.8829987261321, -54.8992174126002, 3, 12, 19
1995, -6.53342393831597, -30.4425363409445, 3, 11, 17
1996, -10.6647963972079, -24.7246407866334, 3, 6, 13
1997, -8.77935482932784, -16.2343427603501, 1, 7, 7
1998, -5.13000496288704, -10.1777226360889, 1, 3, 3
1999, -13.5875174542345, -36.0525468503776, 3, 7, 16
2000, -11.6065275280348, -20.1583621474223, 1, 4, 4
2001, -9.02876802511859, -11.971024002489, 1, 6, 6
2002, -7.82664668932755, -19.2561449666, 3, 6, 14
2003, -8.4027345862593, -12.2433626654223, 1, 3, 3
2004, -99.9, -99.9, 0, -99.9, 0
2005, -6.97367141325882, -22.8068031957333, 6, 15, 44
2006, -6.49381784290513, -61.4171015282668, 6, 14, 32
2007, -15.9608971017184, -61.4171015282668, 3, 10, 17
2008, -99.9, -99.9, 0, -99.9, 0
2009, -12.9438439289417, -19.2237798485667, 1, 4, 4
2010, -7.85435305970496, -28.1588345034888, 3, 8, 19
2011, -6.48208243119487, -14.830162358889, 1, 14, 14
2012, -12.8676951447746, -28.3107823001833, 1, 7, 7
2013, -7.19984077388471, -15.0808357049999, 1, 8, 8
2014, -99.9, -99.9, 0, -99.9, 0
2015, -99.9, -99.9, 0, -99.9, 0
2016, -99.9, -99.9, 0, -99.9, 0
2017, -3.16547073331853, -4.33772760243334, 1, 3, 3
2018, -11.3451327179807, -35.6836053034501, 2, 9, 15
2019, -4.79711491864445, -10.42121124, 1, 5, 5
2020, -6.05210582068305, -25.4904866953668, 3, 6, 14
2021, -5.55227045314587, -23.5419074287111, 4, 6, 17
2022, -99.9, -99.9, 0, -99.9, 0
2023, -15.3151922257826, -45.7044091654333, 2, 4, 8
2024, -9.52986400467218, -37.6823201020888, 4, 7, 21
2025, -19.1099389299615, -88.6317873036444, 2, 8, 11
2026, -26.1107912651493, -50.6388080308333, 1, 8, 8
2027, -14.0249689325625, -40.5484354036056, 2, 6, 12
2028, -6.86494490384795, -17.8426717550777, 5, 9, 26
2029, -9.90486535309472, -31.0445586959444, 3, 6, 13
2030, -6.07323327610606, -20.6299969436223, 3, 4, 11
2031, -8.06473227556202, -17.5290893005332, 3, 10, 21
2032, -7.51689388343957, -16.8432487096001, 2, 4, 5
2033, -99.9, -99.9, 0, -99.9, 0
2034, -8.2699241700435, -14.5276396022222, 1, 6, 6
2035, -10.9094939689252, -31.7299407414001, 1, 28, 28
2036, -6.01874447363248, -21.0545062611, 1, 19, 19
2037, -1.56575640324203, -4.01834445211114, 2, 10, 13
2038, -5.19162903793811, -23.41503001845, 5, 7, 20
2039, -5.88020505932998, -14.4981283077334, 2, 5, 9
2040, -6.00663853062963, -11.9764408338667, 1, 3, 3
2041, -9.92241574115916, -32.3162963632057, 2, 8, 11
2042, -8.41377903142502, -16.4964130713778, 2, 5, 8
2043, -2.800128179926, -5.28394946375565, 1, 3, 3
2044, -6.49517274572946, -19.4028092337558, 2, 6, 10
2045, -99.9, -99.9, 0, -99.9, 0
2046, -8.08013784283266, -26.6252866099556, 2, 9, 14
2047, -9.8198006051625, -14.1565173299111, 1, 4, 4
2048, -6.25850701485557, -12.5560628166667, 2, 5, 9
2049, -12.0753418610773, -25.6372175343665, 3, 6, 15
2050, -5.42816487471114, -9.95536656604448, 1, 3, 3
2051, -4.1446012550704, -6.08371527810006, 1, 3, 3
2052, -4.25078280137777, -8.70238127219997, 2, 4, 8
2053, -4.28553483278151, -5.99179724733335, 2, 4, 7
2054, -99.9, -99.9, 0, -99.9, 0
2055, -99.9, -99.9, 0, -99.9, 0
2056, -99.9, -99.9, 0, -99.9, 0
2057, -99.9, -99.9, 0, -99.9, 0
2058, -99.9, -99.9, 0, -99.9, 0
2059, -99.9, -99.9, 0, -99.9, 0
2060, -99.9, -99.9, 0, -99.9, 0
2061, -99.9, -99.9, 0, -99.9, 0
2062, -99.9, -99.9, 0, -99.9, 0
2063, -12.5549928660125, -18.2454312744666, 1, 4, 4
2064, -99.9, -99.9, 0, -99.9, 0
2065, -11.9312974908865, -19.4694454766834, 1, 7, 7
2066, -9.7896501035882, -22.5002906979667, 3, 7, 13
2067, -2.98344242010187, -5.34217383093334, 1, 3, 3
2068, -3.81951057487227, -7.0835473338667, 1, 3, 3
2069, -99.9, -99.9, 0, -99.9, 0
2070, -99.9, -99.9, 0, -99.9, 0
2071, -99.9, -99.9, 0, -99.9, 0
2072, -99.9, -99.9, 0, -99.9, 0
2073, -99.9, -99.9, 0, -99.9, 0
2074, -99.9, -99.9, 0, -99.9, 0
2075, -99.9, -99.9, 0, -99.9, 0
2076, -99.9, -99.9, 0, -99.9, 0
2077, -99.9, -99.9, 0, -99.9, 0
2078, -10.1589831329166, -12.7969927446166, 1, 3, 3
2079, -10.9793091875741, -14.1140361255, 1, 3, 3
2080, -99.9, -99.9, 0, -99.9, 0
2081, -4.87918404491294, -13.0786144362333, 2, 4, 7
2082, -99.9, -99.9, 0, -99.9, 0
2083, -99.9, -99.9, 0, -99.9, 0
2084, -99.9, -99.9, 0, -99.9, 0
2085, -99.9, -99.9, 0, -99.9, 0
2086, -99.9, -99.9, 0, -99.9, 0
2087, -35.8991723041702, -48.6624169822609, 1, 3, 3
2088, -99.9, -99.9, 0, -99.9, 0
2089, -99.9, -99.9, 0, -99.9, 0
2090, -99.9, -99.9, 0, -99.9, 0
2091, -99.9, -99.9, 0, -99.9, 0
2092, -28.7975481692074, -60.4797826521669, 1, 6, 6
2093, -99.9, -99.9, 0, -99.9, 0
2094, -99.9, -99.9, 0, -99.9, 0
2095, -99.9, -99.9, 0, -99.9, 0
2096, -99.9, -99.9, 0, -99.9, 0
2097, -99.9, -99.9, 0, -99.9, 0
2098, -99.9, -99.9, 0, -99.9, 0
2099, -99.9, -99.9, 0, -99.9, 0
2100, -99.9, -99.9, 0, -99.9, 0
