"Description: ","Heatwave definitions and aspects"
"Station: ","final_1971_2005_Athens_rcp85"
"Latitude: ","37.98"
"Longitude: ","23.73"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
time, HWM, HWA, HWN, HWD, HWF
1971, 36.8604, 38.6278, 1, 4, 4
1972, 33.5135804761905, 35.8267, 3, 7, 16
1973, 36.1877041666667, 37.0597, 2, 4, 7
1974, -99.9, -99.9, 0, -99.9, 0
1975, 32.6885666666667, 34.8394, 1, 3, 3
1976, -99.9, -99.9, 0, -99.9, 0
1977, 32.74014, 35.3735, 1, 5, 5
1978, 36.4413, 39.4962000000001, 2, 3, 6
1979, 33.1052375, 36.9118, 2, 4, 7
1980, 35.895545, 37.662, 5, 4, 16
1981, -99.9, -99.9, 0, -99.9, 0
1982, 34.5005375, 38.1623, 2, 4, 8
1983, 35.88016, 36.7866, 2, 5, 9
1984, 34.9069416666667, 39.0975, 3, 4, 10
1985, -99.9, -99.9, 0, -99.9, 0
1986, 35.6805733333334, 38.0571, 4, 6, 18
1987, -99.9, -99.9, 0, -99.9, 0
1988, -99.9, -99.9, 0, -99.9, 0
1989, 32.04998, 33.3211, 1, 5, 5
1990, 36.9169333333334, 37.607, 1, 6, 6
1991, 34.7063566666667, 40.7878, 2, 5, 8
1992, 36.0258333333334, 36.7443, 1, 3, 3
1993, -99.9, -99.9, 0, -99.9, 0
1994, 35.5116818095238, 40.7072, 5, 7, 25
1995, 30.4598166666667, 31.0145, 1, 6, 6
1996, 37.6683, 37.9547, 1, 3, 3
1997, 38.5876166666667, 41.9576, 1, 6, 6
1998, -99.9, -99.9, 0, -99.9, 0
1999, 36.6549511111111, 42.9305, 3, 5, 11
2000, 29.9242714285715, 32.8427, 1, 7, 7
2001, -99.9, -99.9, 0, -99.9, 0
2002, 37.6391, 37.8613, 1, 3, 3
2003, 37.68406, 40.1865, 1, 5, 5
2004, 33.5602666666667, 35.7201, 2, 3, 6
2005, -99.9, -99.9, 0, -99.9, 0
2006, 32.8941322222222, 37.1957, 2, 9, 14
2007, -99.9, -99.9, 0, -99.9, 0
2008, 36.0909175, 39.1993000000001, 2, 10, 14
2009, 34.1268488888889, 38.7275, 3, 5, 11
2010, 32.9285355555556, 39.8328, 3, 5, 13
2011, 36.9264777777778, 38.2281, 2, 9, 12
2012, 32.9272991666667, 37.5807, 4, 5, 15
2013, 37.02443, 40.0102, 4, 5, 16
2014, 32.0239458333334, 36.8739, 4, 5, 15
2015, 34.7977, 36.5307, 1, 5, 5
2016, 33.8769708333334, 40.0522, 3, 8, 17
2017, 34.0638833333334, 36.7685, 4, 3, 12
2018, 37.7419666666667, 38.0136, 1, 3, 3
2019, 35.6561631944445, 38.798, 6, 8, 25
2020, 37.2171861111111, 40.0589000000001, 6, 6, 27
2021, -99.9, -99.9, 0, -99.9, 0
2022, 33.939654, 43.0392000000001, 5, 10, 30
2023, 31.3983098412699, 34.3203, 3, 7, 18
2024, 34.0261333333334, 34.7618000000001, 1, 3, 3
2025, 33.9423277777778, 38.7039, 6, 5, 23
2026, 37.3514208333334, 40.7431, 2, 6, 10
2027, 34.8927625, 36.293, 2, 4, 7
2028, 36.4536979166667, 39.3482, 4, 6, 18
2029, 32.6792083333333, 37.918, 4, 3, 12
2030, -99.9, -99.9, 0, -99.9, 0
2031, 34.6374966666667, 36.2375, 2, 6, 11
2032, 33.9871033333334, 38.6415, 3, 5, 12
2033, 35.4748083333334, 40.4511, 4, 5, 14
2034, 35.5019987445888, 39.7101, 6, 11, 35
2035, 33.6521166666667, 37.9215, 2, 6, 9
2036, 34.9842183333334, 39.3542, 5, 6, 22
