"Description: ","Heatwave definitions and aspects"
"Station: ","final_1971_2005_Paris_rcp85"
"Latitude: ","48.85"
"Longitude: ","2.35"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
time, HWM, HWA, HWN, HWD, HWF
1971, 20.6004333333334, 21.3656, 1, 6, 6
1972, 18.0867, 18.5382, 1, 3, 3
1973, 19.9529, 21.6826, 2, 4, 7
1974, 16.2998166666667, 17.4215, 1, 6, 6
1975, -99.9, -99.9, 0, -99.9, 0
1976, -99.9, -99.9, 0, -99.9, 0
1977, -99.9, -99.9, 0, -99.9, 0
1978, -99.9, -99.9, 0, -99.9, 0
1979, -99.9, -99.9, 0, -99.9, 0
1980, 16.4864, 17.361, 1, 3, 3
1981, -99.9, -99.9, 0, -99.9, 0
1982, -99.9, -99.9, 0, -99.9, 0
1983, 14.15945, 15.3237, 1, 2, 2
1984, 16.0567666666667, 17.0651, 1, 3, 3
1985, 19.2468166666667, 20.3757, 2, 3, 6
1986, -99.9, -99.9, 0, -99.9, 0
1987, 19.6674027777778, 22.6226, 3, 4, 11
1988, 20.5323666666667, 21.2942, 1, 3, 3
1989, -99.9, -99.9, 0, -99.9, 0
1990, 20.9742972222222, 22.3867, 3, 4, 11
1991, 16.5908666666667, 17.9713, 1, 3, 3
1992, 15.7606666666667, 16.0801, 1, 3, 3
1993, 19.6306, 20.5366, 1, 4, 4
1994, 14.5112, 15.4717, 1, 4, 4
1995, 20.4465666666667, 21.8778, 1, 3, 3
1996, 20.8946666666667, 21.2534, 1, 3, 3
1997, 19.718, 21.2602, 1, 4, 4
1998, 17.2740666666667, 19.8852, 4, 4, 14
1999, 17.8421944444445, 21.2619, 3, 4, 10
2000, 20.7608833333333, 22.6489, 1, 6, 6
2001, 17.375225, 18.3974, 1, 4, 4
2002, 18.4351611111111, 20.9521, 3, 4, 10
2003, 20.0964333333334, 20.931, 1, 3, 3
2004, 19.0717638888889, 23.176, 3, 4, 11
2005, 18.8626569444445, 22.8527, 6, 6, 24
2006, 17.4056666666667, 17.8444, 1, 3, 3
2007, 17.9149125, 22.0424, 2, 4, 8
2008, 19.6950333333334, 20.3635, 1, 3, 3
2009, 19.8601920634921, 26.3732, 3, 7, 14
2010, 17.8237022222223, 22.2318, 3, 5, 13
2011, 23.2363666666667, 24.0962, 1, 3, 3
2012, 19.0785472222222, 21.7098, 3, 4, 10
2013, 18.32229, 20.8618, 4, 5, 18
2014, 19.102555, 24.0112, 2, 10, 14
2015, 17.927825, 21.4113, 5, 9, 22
2016, 18.9085416666667, 20.8211, 2, 4, 7
2017, -99.9, -99.9, 0, -99.9, 0
2018, 14.7428, 15.6669, 1, 4, 4
2019, 18.8982, 22.3633, 3, 3, 9
2020, -99.9, -99.9, 0, -99.9, 0
2021, 18.4922233333334, 21.999, 2, 5, 8
2022, 19.5324333333334, 20.4551, 1, 3, 3
2023, 19.4328666666667, 19.951, 1, 3, 3
2024, 17.2266333333334, 17.8289, 1, 3, 3
2025, 20.37702, 22.2254, 1, 15, 15
2026, 19.06187, 22.2978, 3, 6, 15
2027, 18.4290791666667, 21.474, 4, 6, 18
2028, 18.7388333333334, 21.8542, 3, 7, 16
2029, 19.5070580357143, 24.6533, 2, 8, 15
2030, 18.6823883333333, 20.8251, 3, 5, 12
2031, -99.9, -99.9, 0, -99.9, 0
2032, 19.1921775579976, 21.9633, 6, 13, 36
2033, 18.8379233333334, 21.3041, 4, 6, 19
2034, 21.7220428571429, 23.1297, 1, 7, 7
2035, 20.2767, 20.6588, 1, 3, 3
2036, 18.6492279166667, 24.3126, 4, 9, 21
2037, 17.3907333333334, 18.2089, 2, 3, 6
2038, 18.4721433333334, 20.9494, 3, 8, 17
2039, 19.8078666666667, 21.1571, 3, 7, 13
2040, 21.3306875, 24.2227, 2, 4, 8
2041, 17.6090511111111, 21.8762, 6, 5, 22
2042, 19.4325703741497, 24.981, 7, 12, 42
2043, 20.049032, 23.4867, 5, 6, 23
2044, 19.932905, 23.2541000000001, 4, 5, 14
2045, 16.8647444444445, 19.4811, 3, 3, 9
2046, 19.2195444444445, 21.4944, 3, 7, 13
2047, 18.1186110119048, 22.2853, 6, 8, 33
2048, 17.9227583333334, 21.0331, 3, 6, 14
2049, 21.4074566666667, 22.6904, 2, 5, 8
2050, 18.5307083333334, 24.0579, 4, 7, 20
2051, 19.3559225, 22.4111, 2, 5, 9
2052, 20.1016041666667, 22.3482, 2, 4, 7
2053, 19.1748426388889, 23.8149, 6, 20, 43
2054, 18.987859021164, 22.049, 9, 7, 37
2055, 19.51183875, 22.5872, 8, 20, 48
