"Description: ","Heatwave definitions and aspects"
"Station: ","final_1971_2005_Paris_rcp85"
"Latitude: ","48.85"
"Longitude: ","2.35"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
time, CWM, CWA, CWN, CWD, CWF
2025, -15.7679208342863, -42.1252196229, 2, 11, 18
2026, -15.9148474337756, -29.3777575974639, 1, 4, 4
2027, -12.9500843336448, -24.6516340381608, 1, 5, 5
2028, -99.9, -99.9, 0, -99.9, 0
2029, -11.1033425805668, -31.3075874886581, 2, 7, 11
2030, -9.807842204486, -17.5252581801916, 1, 4, 4
2031, -16.3746323814027, -45.5363645090637, 2, 9, 18
2032, -9.13399235318836, -15.6535234720499, 1, 6, 6
2033, -4.01536762379635, -11.7209143710999, 3, 8, 16
2034, -15.0595214924659, -21.923802057408, 1, 5, 5
2035, -5.67698217217179, -12.0418355100693, 2, 7, 12
2036, -12.3222377220781, -38.3468791474999, 2, 9, 12
2037, -21.8816472542718, -38.3468791474999, 1, 8, 8
2038, -31.0077613081716, -63.4029808803109, 1, 13, 13
2039, -99.9, -99.9, 0, -99.9, 0
2040, -14.0956468181666, -30.6090036675498, 3, 10, 18
2041, -11.4205794878593, -27.227774001711, 2, 4, 8
2042, -12.8956505612048, -25.0638408023639, 3, 5, 13
2043, -22.2271697127429, -37.5447976478999, 1, 8, 8
2044, -8.7558115021809, -21.4150828274444, 2, 13, 17
2045, -7.05281269418293, -20.5829900467388, 2, 5, 8
2046, -6.4176252550251, -20.5829900467388, 5, 8, 23
2047, -11.7129786950389, -24.2323289533026, 2, 5, 9
2048, -6.8019400102451, -11.5515216339417, 1, 4, 4
2049, -30.1636232765517, -70.6726803462667, 1, 17, 17
2050, -99.9, -99.9, 0, -99.9, 0
2051, -30.4436689477724, -73.7018585355527, 1, 12, 12
2052, -12.5778809040007, -73.7018585355527, 3, 5, 12
2053, -0.879079044781229, -2.30816368574162, 2, 4, 5
2054, -4.82840436120889, -8.738587130536, 1, 4, 4
2055, -99.9, -99.9, 0, -99.9, 0
2056, -99.9, -99.9, 0, -99.9, 0
2057, -3.4175804044866, -7.75059558558048, 1, 5, 5
2058, -46.8805300092105, -78.8452164261165, 1, 5, 5
2059, -27.5607685156281, -63.1941885060721, 1, 14, 14
2060, -31.0833627318749, -63.1941885060721, 1, 12, 12
2061, -15.8534397479535, -22.5707498015028, 1, 7, 7
2062, -2.63912924356167, -5.43990451037207, 1, 4, 4
2063, -18.7386458903208, -55.9119442054944, 1, 12, 12
2064, -10.1947582770249, -15.7578699146, 1, 3, 3
2065, -11.9927130710193, -43.0047176279472, 2, 20, 37
2066, -7.0387178354204, -67.7082060667804, 2, 34, 40
2067, -99.9, -99.9, 0, -99.9, 0
2068, -4.273384570248, -8.8381352584083, 1, 10, 10
2069, -22.2382543006584, -54.6948413362361, 1, 12, 12
2070, -99.9, -99.9, 0, -99.9, 0
2071, -99.9, -99.9, 0, -99.9, 0
2072, -99.9, -99.9, 0, -99.9, 0
2073, -4.0486715622254, -7.69572370218608, 1, 6, 6
2074, -2.914585124929, -5.41254718955535, 1, 4, 4
2075, -99.9, -99.9, 0, -99.9, 0
2076, -13.9872441513554, -23.6163356780081, 1, 5, 5
2077, -99.9, -99.9, 0, -99.9, 0
2078, -16.8552991339547, -26.3908399132584, 1, 8, 8
2079, -3.42968148563244, -8.36496753089722, 1, 10, 10
2080, -12.1371774060017, -33.6985121256915, 2, 7, 14
2081, -13.673169267988, -33.6985121256915, 3, 6, 15
2082, -17.2497327493162, -31.8264418573747, 1, 9, 9
2083, -13.4584989191692, -31.8264418573747, 2, 5, 8
2084, -99.9, -99.9, 0, -99.9, 0
2085, -99.9, -99.9, 0, -99.9, 0
2086, -4.76256959222878, -6.10523752827484, 1, 5, 5
2087, -7.56315565669232, -11.5360658173222, 1, 4, 4
2088, -99.9, -99.9, 0, -99.9, 0
2089, -99.9, -99.9, 0, -99.9, 0
2090, -11.3009487872629, -38.8382177221998, 2, 10, 13
2091, -99.9, -99.9, 0, -99.9, 0
2092, -24.3975934625477, -45.7108229780943, 1, 18, 18
2093, -99.9, -99.9, 0, -99.9, 0
2094, -99.9, -99.9, 0, -99.9, 0
2095, -99.9, -99.9, 0, -99.9, 0
2096, -99.9, -99.9, 0, -99.9, 0
2097, -99.9, -99.9, 0, -99.9, 0
2098, -99.9, -99.9, 0, -99.9, 0
2099, -99.9, -99.9, 0, -99.9, 0
2100, -99.9, -99.9, 0, -99.9, 0
