"Description: ","Heatwave definitions and aspects"
"Station: ","final_1971_2005_Paris_rcp85"
"Latitude: ","48.85"
"Longitude: ","2.35"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
time, CWM, CWA, CWN, CWD, CWF
1971, -5.8226118388256, -17.4710972142, 5, 8, 23
1972, -15.5711976798075, -65.4426343724082, 3, 11, 22
1973, -1.04642916488489, -2.2388109068722, 1, 7, 7
1974, -22.2783813592838, -47.1329747373333, 1, 21, 21
1975, -17.1774013464505, -44.9287342543997, 4, 13, 30
1976, -99.9, -99.9, 0, -99.9, 0
1977, -14.5269851884751, -28.0199156006332, 4, 21, 39
1978, -29.0683726204668, -66.8186411446445, 1, 13, 13
1979, -8.33737175862522, -25.4371266200333, 3, 4, 11
1980, -28.0734661063014, -69.5708107419304, 1, 13, 13
1981, -10.7307326081433, -40.2872775283526, 4, 6, 19
1982, -9.77972593664575, -23.3271211621499, 3, 4, 11
1983, -3.52144165343607, -5.2844211240972, 2, 3, 6
1984, -18.4671496857284, -77.9010431365832, 2, 31, 55
1985, -1.80233515318609, -3.46036999840001, 2, 3, 6
1986, -28.6612888490867, -59.7774059525053, 1, 12, 12
1987, -21.8179156271844, -60.0597353652333, 3, 9, 21
1988, -99.9, -99.9, 0, -99.9, 0
1989, -6.86342605191244, -21.2586420015333, 2, 6, 12
1990, -21.239089811105, -30.5861524573082, 1, 6, 6
1991, -19.9883564611532, -39.8618321024359, 1, 9, 9
1992, -99.9, -99.9, 0, -99.9, 0
1993, -8.75657438346046, -20.8675315174388, 2, 4, 7
1994, -10.900458832479, -23.3835220068776, 2, 9, 16
1995, -52.5685887916373, -185.879977614806, 2, 7, 10
1996, -3.67675406930697, -9.30194674232767, 5, 3, 15
1997, -2.7227860259869, -5.4948483748444, 2, 8, 11
1998, -99.9, -99.9, 0, -99.9, 0
1999, -13.3013681697308, -27.9660641121694, 3, 6, 12
2000, -5.51088369477474, -20.9501270616305, 4, 11, 23
2001, -9.11334645670135, -24.6857760333887, 4, 9, 19
2002, -99.9, -99.9, 0, -99.9, 0
2003, -4.20808083348679, -15.3880259346249, 2, 12, 17
2004, -8.95841035063828, -23.7195318703083, 4, 9, 27
2005, -19.9741186366899, -118.861583244791, 5, 23, 56
2006, -10.8153306540995, -21.0495073927304, 2, 10, 14
2007, -9.954056827523, -86.6733636713389, 4, 9, 21
2008, -2.41818439833051, -4.3663074445055, 1, 4, 4
2009, -11.0490874221438, -39.0921746886028, 3, 7, 18
2010, -17.6195982631447, -59.2719875926498, 5, 9, 32
2011, -18.0642405280083, -26.1465889925749, 1, 10, 10
2012, -3.59548843656388, -6.54674483944989, 2, 5, 8
2013, -9.70350924176788, -38.9542964368637, 4, 11, 27
2014, -1.53660354090177, -2.31623895818326, 1, 3, 3
2015, -99.9, -99.9, 0, -99.9, 0
2016, -10.6907052544932, -28.4051637391027, 2, 10, 14
2017, -99.9, -99.9, 0, -99.9, 0
2018, -5.84089593415276, -10.3165289523249, 2, 4, 7
2019, -13.9076711868689, -24.6607452653109, 2, 15, 19
2020, -25.1651536233984, -69.7666314012803, 3, 27, 42
2021, -13.6493853810666, -69.7666314012803, 4, 12, 27
2022, -17.0575847073214, -56.1607332439416, 4, 18, 45
2023, -20.0528436667184, -84.2472089287109, 3, 25, 44
2024, -20.5104244977197, -84.2472089287109, 3, 19, 41
