tmax_q5, tmax_q10, tmax_q50, tmax_q90, tmax_q95, tmin_q5, tmin_q10, tmin_q50, tmin_q90, tmin_q95, tavg_q5, tavg_q10, tavg_q50, tavg_q90, tavg_q95, prec_q5, prec_q10, prec_q50, prec_q90, prec_q95, prec_q99, HW_TN90, HW_TX90, HW_TAVG90
2.76134000000002, 4.36912666666671, 10.8641, 14.2566666666667, 14.83911, -0.47431999999996, 0.0377066666666905, 4.83670000000001, 8.72984000000004, 9.37421000000002, 1.63898000000001, 2.71275666666669, 7.89700000000002, 11.2918766666667, 11.74398, 1.1635177824, 1.368815328, 4.263484032, 18.728431488, 27.5699531519999, 44.8925356223999, 9.01292000000001, 14.3272066666667, 11.5869533333334
2.46426000000004, 4.08198000000004, 10.4704, 14.2566666666667, 14.96785, -0.472999999999956, -0.0896666666666458, 4.75940000000003, 8.70739333333334, 9.60103000000004, 0.795470000000031, 2.44964666666668, 7.53825000000003, 11.2808833333333, 12.06551, 1.1635177824, 1.368815328, 4.263484032, 18.728431488, 27.5699531519999, 44.8925356223999, 8.87994666666671, 14.2957266666667, 11.3258133333334
1.74101000000005, 3.83888666666667, 10.2712, 14.2204666666667, 14.96785, -0.651629999999966, -0.200873333333296, 4.35869999999999, 8.52978666666671, 9.74655000000005, 0.709715000000034, 1.96784000000003, 7.46310000000003, 11.0935866666667, 12.116, 1.1635177824, 1.368815328, 4.263484032, 18.728431488, 27.5699531519999, 44.8925356223999, 8.65452000000004, 14.2566666666667, 11.17877
1.33809000000002, 3.21526000000002, 10.0926, 14.0044933333333, 15.00564, -1.07938999999996, -0.350273333333318, 3.9803, 8.58787333333335, 9.75439000000005, 0.555935000000039, 1.58160333333337, 7.04005000000003, 11.2808833333333, 12.116, 1.1635177824, 1.368815328, 4.263484032, 18.728431488, 27.5699531519999, 44.8925356223999, 8.51413333333335, 13.8547333333334, 11.09953
0.988890000000043, 2.5723266666667, 9.79200000000003, 14.0044933333333, 15.1443, -1.46016, -0.407533333333307, 3.85270000000003, 8.69144666666668, 9.69630000000003, 0.555935000000039, 1.36940666666668, 6.74620000000002, 11.3310466666667, 12.280835, 1.1635177824, 1.368815328, 4.263484032, 18.728431488, 27.5699531519999, 44.8925356223999, 8.49254666666669, 13.8456133333334, 11.0686266666667
0.753880000000004, 1.94495333333335, 9.10880000000003, 13.6742266666667, 14.56224, -1.49115, -0.495253333333301, 3.23410000000001, 8.3941, 9.58718000000003, 0.0405700000000306, 0.916930000000023, 5.97840000000002, 11.09953, 11.997085, 1.1635177824, 1.368815328, 4.263484032, 18.728431488, 27.5699531519999, 44.8925356223999, 8.41413333333336, 13.7196266666667, 10.8491833333333
0.753880000000004, 1.92448000000002, 8.89500000000004, 13.4117333333334, 14.30738, -1.51310999999996, -0.495253333333301, 3.00900000000001, 8.27879333333335, 8.89114000000002, 0.00168500000002885, 0.989550000000035, 5.84900000000002, 10.8616433333334, 11.53171, 1.1635177824, 1.368815328, 4.263484032, 18.728431488, 27.5699531519999, 44.8925356223999, 8.29109333333335, 13.6742266666667, 10.8445
0.762520000000035, 1.92182666666668, 8.20480000000003, 13.3515466666667, 14.30144, -1.42670999999996, -0.584926666666669, 3.40210000000002, 8.27879333333335, 8.87045000000004, 0.17570000000002, 1.06529333333337, 5.53910000000002, 10.8479066666667, 11.53171, 1.1635177824, 1.368815328, 4.263484032, 18.728431488, 27.5699531519999, 44.8925356223999, 8.28451333333335, 13.5717466666667, 10.8445
0.794890000000026, 2.16398000000003, 8.20480000000003, 13.3515466666667, 14.30144, -1.61174999999996, -1.02927333333332, 3.28370000000001, 8.12640666666668, 8.36589000000002, 0.279715000000024, 1.0691666666667, 5.38080000000002, 10.58331, 11.165545, 1.1635177824, 1.368815328, 4.263484032, 18.728431488, 27.5699531519999, 44.8925356223999, 8.25430666666669, 13.5675, 10.83766
0.853470000000021, 2.44801333333337, 8.23420000000004, 13.3515466666667, 14.19338, -1.42670999999996, -0.659459999999964, 3.5231, 8.17176000000001, 8.43718000000003, 0.490095000000034, 1.31490333333335, 5.53910000000002, 10.58331, 11.10232, 1.1635177824, 1.368815328, 4.263484032, 18.728431488, 27.5699531519999, 44.8925356223999, 8.29109333333335, 13.5675, 10.81889
1.60803000000004, 2.76821333333337, 8.4531, 13.3173533333333, 13.93313, -1.28442999999997, -0.542846666666666, 3.4889, 7.81275333333334, 8.43718000000003, 0.767315000000025, 1.64821000000002, 5.57965000000004, 10.4661033333334, 10.870945, 1.1635177824, 1.368815328, 4.263484032, 18.728431488, 27.5699531519999, 44.8925356223999, 8.20685333333333, 13.46468, 10.62803
2.34255000000003, 3.21726000000002, 8.61860000000001, 13.3385666666667, 14.00713, -1.08480999999999, -0.542846666666666, 3.19570000000004, 7.95272000000004, 8.43718000000003, 1.03275000000002, 1.93950000000004, 5.53910000000002, 10.3456, 11.111965, 1.1635177824, 1.368815328, 4.263484032, 18.728431488, 27.5699531519999, 44.8925356223999, 8.12640666666669, 13.5352333333334, 10.62803
2.35352000000003, 3.59966666666668, 8.52790000000005, 13.3974666666667, 14.19338, -1.06807999999998, -0.443479999999984, 2.5136, 8.01054666666667, 8.47427000000003, 1.23148000000003, 1.96732000000004, 5.17205000000001, 10.5079633333334, 11.23197, 1.1635177824, 1.368815328, 4.263484032, 18.728431488, 27.5699531519999, 44.8925356223999, 8.08318, 13.46468, 10.5448233333334
