"Description: ","Outliers shown in *boxseries.pdf"
"Station: ","final_1971_2005_Madrid_rcp85"
"Latitude: ","40.38"
"Longitude: ","-3.69"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-02"
Date,Prec,TX,TN,DTR
"Prec up"
1975-1-24,21.43188288,9.673,1.46080000000001,8.21219999999999
1975-1-29,35.87486112,12.5185,0.495000000000004,12.0235
1980-1-25,23.66188416,13.1178,9.34640000000002,3.77139999999998
1987-1-23,22.22446464,12.8163,5.0127,7.8036
1987-1-27,36.01721376,14.6927,10.2157,4.477
1990-1-12,36.01721376,12.4647000000001,8.3476,4.1171000000001
1992-1-19,31.84683264,13.1285,10.8575,2.271
1994-1-28,20.74877856,16.0989,8.25460000000004,7.84429999999996
1994-1-30,17.29257984,11.8368,5.30890000000005,6.52789999999995
2001-1-7,28.19498112,11.941,2.88760000000002,9.05339999999998
2001-1-14,36.01721376,12.72,5.86880000000002,6.85119999999998
2001-1-21,33.60164256,14.2105,6.13130000000001,8.07919999999999
2004-1-1,36.01721376,8.73470000000003,3.02170000000001,5.71300000000002
2008-1-7,19.7053344,12.9425,5.53810000000004,7.40439999999996
2009-1-31,22.17148416,12.8226,4.29540000000003,8.52719999999997
2012-1-13,36.01721376,12.4672,7.33500000000004,5.13219999999996
2013-1-3,22.33035648,13.7089,3.88910000000004,9.81979999999996
2013-1-9,21.8011824,12.4831,5.76770000000005,6.71539999999995
2018-1-11,36.01721376,12.1735,5.57620000000003,6.59729999999997
2019-1-22,36.01721376,12.4641,7.28000000000003,5.18409999999997
2021-1-25,36.01721376,15.0167,11.5335,3.4832
2022-1-10,29.77848576,16.9546,8.77850000000001,8.17609999999999
2022-1-13,36.01721376,16.203,8.57089999999999,7.63210000000001
2025-1-12,24.10549632,11.614,7.09630000000004,4.51769999999996
2027-1-7,19.49782752,15.0117,7.06420000000003,7.94749999999997
2029-1-11,21.53730816,12.5296,2.32430000000005,10.2052999999999
2032-1-7,23.9968656,13.6858,7.34550000000001,6.34029999999999
2032-1-26,20.90622528,13.1059,7.24299999999999,5.86290000000001
2041-1-14,17.8518816,12.9732,9.05240000000003,3.92079999999997
2053-1-6,27.18789408,16.6231,10.9208,5.7023
2053-1-7,25.69212864,14.5798,6.46250000000003,8.11729999999997
2053-1-29,20.43491328,13.3979,5.28730000000002,8.11059999999998
2055-1-3,36.01721376,16.5722,13.883,2.6892
2055-1-14,17.64813312,15.88,9.81510000000003,6.06489999999997
2056-1-17,17.74995552,13.1553,8.78340000000003,4.37189999999997
2058-1-9,32.66204256,13.8033,4.24020000000002,9.56309999999998
2059-1-21,33.83831808,13.381,6.20350000000002,7.17749999999998
2061-1-1,33.54295968,11.4997,5.90640000000002,5.59329999999998
2062-1-1,24.32318976,12.7381,4.7389,7.9992
2063-1-23,20.33032608,14.508,5.06690000000003,9.44109999999997
2066-1-12,28.75823136,11.1034,0.0612000000000421,11.0422
2066-1-25,26.79846336,13.1515,5.87720000000002,7.27429999999998
2070-1-27,31.73093568,13.9792,10.5125,3.4667
2074-1-17,22.86154368,12.0946,9.10490000000004,2.98969999999996
2076-1-1,21.3791184,14.9676,12.4978,2.4698
2077-1-5,20.53932768,12.9912,11.0519,1.9393
2084-1-22,19.913256,12.7916,1.61260000000004,11.179
2086-1-12,34.4320848,14.0328,7.27960000000002,6.75319999999998
2086-1-16,36.01721376,16.1314,12.5394,3.592
2087-1-10,23.88814848,14.171,8.99120000000005,5.17979999999995
2087-1-26,18.67158432,12.6116,8.77960000000002,3.83199999999998
2088-1-26,28.36393632,13.3141,8.71550000000002,4.59859999999998
2089-1-5,23.5015344,15.5254,11.9195,3.6059
2089-1-6,19.65352032,15.9645,12.3722,3.5923
2089-1-27,19.18716768,17.273,11.4413,5.8317
2090-1-6,36.01721376,14.7192,10.6793,4.0399
2090-1-8,22.33035648,17.7719,12.5354,5.2365
2090-1-9,36.01721376,16.7652,12.3419,4.4233
2090-1-20,17.14057632,17.0196,8.54450000000003,8.47509999999997
2091-1-3,36.01721376,12.7559,7.834,4.9219
2093-1-20,17.14057632,16.3437,7.82770000000005,8.51599999999995
2094-1-14,36.01721376,15.6491,11.2293,4.4198
2095-1-18,36.01721376,16.9612,10.2848,6.6764
2099-1-9,18.67158432,14.0188,11.9281,2.0907
2099-1-11,36.01721376,17.8668,12.2453,5.6215
1972-2-13,35.03609856,13.2879,2.80490000000003,10.483
1973-2-3,46.39836384,14.4529,10.5313,3.9216
1975-2-26,41.85314496,17.3029,10.9284,6.3745
1986-2-25,46.39836384,16.7303,11.3617,5.3686
1986-2-27,32.01332544,11.8969,7.19160000000005,4.70529999999995
1989-2-3,24.7732992,7.0299,-3.15279999999996,10.1827
1989-2-16,22.29173568,17.9574,3.64030000000002,14.3171
1991-2-22,27.36652608,14.3899,8.12600000000003,6.26389999999997
1994-2-21,21.96904032,13.8508,9.30720000000002,4.54359999999998
1996-2-24,23.59196064,14.6215,5.4076,9.2139
2004-2-28,45.4709376,17.0614,9.20520000000005,7.85619999999995
2006-2-23,23.98450176,12.4416000000001,7.43520000000001,5.00640000000009
2007-2-27,28.50964992,13.4522,9.10270000000003,4.34949999999997
2008-2-11,43.49715552,14.022,5.99360000000001,8.02839999999999
2009-2-10,34.9650432,12.3225,7.91200000000003,4.41049999999997
2009-2-25,20.8782576,11.3027,1.94280000000003,9.35989999999997
2010-2-7,29.52442656,17.2954,9.44290000000001,7.85249999999999
2012-2-15,26.4307536,15.1177,7.31510000000003,7.80259999999997
2012-2-21,23.91911424,15.45,7.26760000000002,8.18239999999998
2016-2-8,36.46159488,14.6489,7.61680000000001,7.03209999999999
2023-2-13,20.75061024,13.5599,6.22570000000002,7.33419999999998
2024-2-7,28.10545344,12.372,5.34990000000005,7.02209999999995
2024-2-15,46.39836384,17.6527,12.2913,5.3614
2024-2-16,35.1780192,16.2692,11.0752,5.194
2029-2-10,42.22495872,16.1617,7.58790000000005,8.57379999999995
2032-2-15,38.33365824,13.7982,5.28150000000005,8.51669999999995
2041-2-16,21.26185632,14.8338,1.97210000000001,12.8617
2042-2-9,33.693624,12.9294,6.10750000000002,6.82189999999998
2042-2-28,46.39836384,16.9464,7.35340000000002,9.59299999999998
2046-2-13,32.92119936,12.128,6.22200000000004,5.90599999999996
2046-2-15,46.39836384,17.9039,11.024,6.8799
2046-2-19,23.85355392,12.3758,3.27500000000003,9.10079999999997
2049-2-22,20.8143216,17.9898,11.3146,6.6752
2049-2-25,23.59196064,11.427,6.13160000000005,5.29539999999995
2049-2-27,46.39836384,12.0852,3.19170000000003,8.89349999999997
2051-2-9,23.91911424,15.1105,9.24350000000004,5.86699999999996
2052-2-13,40.19239008,9.96470000000005,3.5566,6.40810000000005
2057-2-1,29.05020288,16.2685,3.87810000000002,12.3904
2060-2-24,46.39836384,17.7699,12.2891,5.4808
2063-2-3,46.39836384,18.1302,11.9541,6.1761
2063-2-13,21.96904032,19.6456,13.0431,6.6025
2068-2-4,46.39836384,16.0449,9.4513,6.5936
2068-2-24,22.29173568,16.2066,0.526900000000012,15.6797
2069-2-20,22.8750912,18.4570000000001,7.91590000000002,10.5411000000001
2069-2-22,28.30742208,19.05,11.604,7.446
2080-2-17,42.59805984,20.5255,11.7406,8.7849
2083-2-4,21.1978944,15.264,6.79320000000001,8.47079999999999
2083-2-5,29.3888736,15.9144,6.70920000000001,9.20519999999999
2090-2-1,21.90446496,15.9795,8.49030000000005,7.48919999999995
2090-2-9,28.84749984,13.4344,5.8648,7.5696
2091-2-5,27.03163968,14.5219,10.0084,4.5135
2091-2-21,31.73479776,15.8132,7.41300000000001,8.40019999999999
2092-2-9,35.9609328,14.3855,5.74100000000004,8.64449999999996
