"Description: ","Outliers shown in *boxseries.pdf"
"Station: ","final_1971_2005_Berlin_rcp45"
"Latitude: ","52.51"
"Longitude: ","13.4"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
Date,Prec,TX,TN,DTR
"Prec up"
1979-1-26,20.35953792,12.2719,4.3426,7.9293
1987-1-2,19.39793184,11.6965,3.29360000000003,8.40289999999997
1990-1-30,17.43090624,4.3458,0.316400000000044,4.02939999999996
1995-1-20,21.32911872,10.541,7.37510000000003,3.16589999999997
1995-1-21,23.6508336,8.95600000000002,2.04040000000003,6.91559999999999
2000-1-1,27.2066688,11.8734,1.2885,10.5849
2000-1-3,27.2066688,13.5286,8.72580000000005,4.80279999999995
2000-1-20,21.7473984,8.61950000000002,1.26210000000003,7.35739999999999
2005-1-11,17.76765024,2.7645,0.888100000000009,1.87639999999999
2008-1-17,19.19281824,11.2726,4.25510000000003,7.01749999999997
2009-1-17,27.2066688,9.17660000000001,4.61250000000001,4.5641
2012-1-24,17.76765024,5.06600000000003,1.90680000000003,3.1592
2015-1-7,18.03786624,3.9128,-3.45499999999998,7.36779999999998
2015-1-14,18.58000032,9.60590000000002,1.20120000000003,8.40469999999999
2016-1-25,19.2613248,2.01830000000001,-2.09009999999995,4.10839999999996
2030-1-16,19.32950304,4.94730000000004,3.4402,1.50710000000004
2030-1-21,27.2066688,10.1265,2.43540000000002,7.69109999999998
2034-1-14,27.2066688,14.2721,11.0084,3.2637
2039-1-3,26.25810912,15.3845,6.15800000000002,9.22649999999998
2039-1-4,21.39873984,16.7503,14.441,2.3093
2040-1-10,18.85203072,5.61850000000004,2.53910000000002,3.07940000000002
2040-1-11,18.10538784,2.6189,0.456900000000019,2.16199999999998
2044-1-20,17.49818592,8.95830000000001,-0.0871999999999957,9.04550000000001
2049-1-21,21.4684128,2.9776,0.65100000000001,2.32659999999999
2051-1-24,17.06156352,5.1694,-2.26900000000001,7.43840000000001
2054-1-4,27.2066688,3.36970000000002,-0.791299999999978,4.161
2055-1-13,20.0151648,12.0346,-1.29359999999997,13.3282
2055-1-14,27.2066688,14.9366,7.53980000000001,7.39679999999999
2058-1-14,20.94717024,7.31820000000005,2.69350000000003,4.62470000000002
2061-1-22,17.49818592,9.2704,3.38410000000005,5.88629999999995
2064-1-22,21.6776304,11.2015,4.42970000000003,6.77179999999997
2066-1-30,17.1621936,12.0959,8.4631,3.6328
2067-1-9,16.96099392,11.7998,10.1669,1.6329
2070-1-25,18.30853152,4.0394,0.0164000000000328,4.02299999999997
2074-1-16,17.1621936,9.09500000000003,0.99550000000005,8.09949999999998
2081-1-14,27.2066688,7.71370000000002,4.0299,3.68380000000002
2082-1-12,24.22263744,13.7049,2.87620000000004,10.8287
2083-1-5,16.96099392,1.77210000000002,-0.0175999999999589,1.78969999999998
2092-1-19,17.63283168,12.2203,10.3861,1.8342
2097-1-7,19.80904032,14.1647,6.17040000000003,7.99429999999997
2099-1-16,27.2066688,15.156,4.66000000000003,10.496
2100-1-23,18.92015712,6.79090000000002,1.77390000000003,5.01699999999999
2100-1-24,20.08390464,6.36430000000001,-2.2647,8.62900000000001
1971-2-20,23.14316448,2.55330000000004,-1.90449999999998,4.45780000000002
1974-2-21,25.50001824,9.16680000000002,4.8777,4.28910000000002
1974-2-22,25.50001824,9.7201,6.32670000000002,3.39339999999998
1975-2-8,25.50001824,4.50700000000001,-6.91479999999996,11.4218
1976-2-8,25.50001824,11.538,5.0138,6.5242
1976-2-13,22.252536,9.01220000000001,6.43470000000002,2.57749999999999
1987-2-8,25.33051008,6.34750000000003,3.15660000000003,3.1909
1991-2-18,23.90897952,12.9837,5.13990000000001,7.84379999999999
1996-2-7,25.50001824,6.19650000000002,1.94290000000001,4.25360000000001
2006-2-11,25.50001824,14.285,4.90020000000004,9.38479999999996
2012-2-9,25.50001824,13.9994,8.69920000000002,5.30019999999998
2022-2-12,23.99956128,12.8746,6.22990000000004,6.64469999999996
2028-2-12,25.50001824,2.73010000000005,0.126800000000003,2.60330000000005
2039-2-26,24.86808,13.6359,1.99250000000001,11.6434
2039-2-28,25.50001824,11.0135,6.29130000000004,4.72219999999996
2040-2-6,25.50001824,10.6449,4.83760000000001,5.80729999999999
2043-2-22,23.77315008,7.9819,4.37260000000003,3.60929999999997
2044-2-17,22.6964592,11.3853,5.59780000000001,5.78749999999999
2044-2-18,25.50001824,11.2441,6.4932,4.7509
2045-2-9,22.47413472,11.5531,3.2801,8.273
2054-2-16,25.50001824,14.6282,11.136,3.4922
2054-2-17,25.50001824,13.6875,5.9692,7.7183
2057-2-8,24.22665504,13.5242,4.3329,9.1913
2057-2-17,22.42973376,15.3308,7.48700000000002,7.84379999999998
2060-2-17,22.6964592,9.32340000000005,1.65200000000004,7.67140000000001
2062-2-27,25.50001824,12.2085,4.95930000000004,7.24919999999996
2066-2-3,22.87489248,7.09140000000002,2.11470000000003,4.97669999999999
2077-2-26,22.78568448,12.7356,5.35400000000004,7.38159999999996
2078-2-7,25.50001824,13.1759,8.3476,4.8283
2079-2-15,22.20835968,4.0564,-4.29389999999995,8.35029999999995
2081-2-5,25.50001824,4.76390000000004,0.76400000000001,3.99990000000003
2081-2-13,23.41246464,4.31510000000003,-0.60549999999995,4.92059999999998
2086-2-7,25.50001824,9.37890000000004,2.83460000000002,6.54430000000002
2090-2-7,25.50001824,7.49620000000004,4.13400000000002,3.36220000000002
