"Description: ","Heatwave definitions and aspects"
"Station: ","final_1971_2005_Moscow_rcp45"
"Latitude: ","55.75"
"Longitude: ","37.56"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
time, HWM, HWA, HWN, HWD, HWF
1971, 19.918, 21.7207, 1, 4, 4
1972, 15.98581, 18.6471, 2, 5, 10
1973, -99.9, -99.9, 0, -99.9, 0
1974, -99.9, -99.9, 0, -99.9, 0
1975, 18.0861375, 19.7002, 2, 4, 7
1976, 16.2088190476191, 19.4234, 2, 7, 10
1977, 18.0140666666667, 20.9679, 2, 3, 6
1978, 13.81354, 15.9556, 1, 5, 5
1979, 15.5042666666667, 18.4158, 2, 3, 6
1980, 15.5502666666667, 18.1385, 1, 3, 3
1981, -99.9, -99.9, 0, -99.9, 0
1982, 18.0899555555556, 21.2783, 3, 3, 9
1983, 16.0591666666667, 16.56, 1, 3, 3
1984, -99.9, -99.9, 0, -99.9, 0
1985, -99.9, -99.9, 0, -99.9, 0
1986, -99.9, -99.9, 0, -99.9, 0
1987, 15.9758875, 19.27, 2, 8, 11
1988, 17.1752333333334, 20.8706, 4, 6, 15
1989, 15.97662, 18.4027, 2, 5, 10
1990, 18.1379277777778, 20.691, 2, 9, 12
1991, 15.0229139880953, 17.6325000000001, 4, 7, 17
1992, 17.6683111111111, 21.7732, 3, 5, 12
1993, 16.061075, 16.4707, 1, 4, 4
1994, -99.9, -99.9, 0, -99.9, 0
1995, 14.240025, 16.2663, 2, 4, 8
1996, 17.4005833333334, 19.2073, 2, 3, 6
1997, 12.5323, 13.0111, 1, 3, 3
1998, 20.0181566666667, 21.1106, 2, 5, 8
1999, -99.9, -99.9, 0, -99.9, 0
2000, 17.206775, 18.0326, 1, 4, 4
2001, -99.9, -99.9, 0, -99.9, 0
2002, -99.9, -99.9, 0, -99.9, 0
2003, 19.0109125, 20.1944, 2, 4, 7
2004, 14.37965, 16.3861, 2, 3, 6
2005, 16.751525, 18.4955, 1, 4, 4
2006, 18.5394, 19.3281, 1, 3, 3
2007, 14.3460333333334, 14.4124, 1, 3, 3
2008, 17.055375, 25.6244, 4, 14, 21
2009, 16.5919199546485, 22.5769, 7, 10, 36
2010, 13.4391166666667, 15.1138, 2, 3, 6
2011, 16.8878345238095, 20.3705, 7, 4, 22
2012, 16.802, 17.2571, 1, 3, 3
2013, 18.42455, 21.5648, 5, 8, 22
2014, 16.5999666666667, 19.7401, 6, 14, 32
2015, 18.6921638888889, 22.35, 3, 4, 11
2016, -99.9, -99.9, 0, -99.9, 0
2017, 17.1665380952381, 19.1624, 2, 7, 10
2018, 16.0614222222222, 19.6025, 2, 9, 12
2019, 18.6728888888889, 21.3553, 3, 4, 10
2020, 17.29172, 21.3881, 1, 5, 5
2021, 17.0880666666667, 17.8621, 1, 3, 3
2022, 17.408375, 18.5132, 2, 4, 7
2023, 15.7531622222222, 17.3242, 3, 15, 21
2024, 17.7374, 18.4152, 1, 3, 3
2025, 18.846, 19.9354, 1, 5, 5
2026, 18.8261377777778, 21.5813, 3, 5, 11
