"Description: ","Heatwave definitions and aspects"
"Station: ","final_1971_2005_Moscow_rcp45"
"Latitude: ","55.75"
"Longitude: ","37.56"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
time, HWM, HWA, HWN, HWD, HWF
1971, -99.9, -99.9, 0, -99.9, 0
1972, 17.460011472449, 42.522512348089, 2, 6, 10
1973, -99.9, -99.9, 0, -99.9, 0
1974, 1.56740693633331, 2.13387300972219, 1, 3, 3
1975, -99.9, -99.9, 0, -99.9, 0
1976, 11.205312597203, 35.0008292000886, 3, 6, 13
1977, -99.9, -99.9, 0, -99.9, 0
1978, 7.15210390018382, 18.9020622530999, 1, 11, 11
1979, 3.08386131525923, 8.81727848955546, 1, 9, 9
1980, 9.90299361798443, 19.5982996532166, 1, 5, 5
1981, 1.90394334741905, 3.94338435046111, 1, 7, 7
1982, 11.0596064012403, 33.5745053607777, 3, 4, 10
1983, 13.3812348016276, 25.4978982669498, 1, 4, 4
1984, -99.9, -99.9, 0, -99.9, 0
1985, 0.662213182074034, 1.89298520749996, 1, 3, 3
1986, -99.9, -99.9, 0, -99.9, 0
1987, 3.88648489675473, 6.62825621422214, 1, 7, 7
1988, 11.7764228137834, 20.0012947152946, 1, 4, 4
1989, 2.9110994429148, 7.27819869786667, 2, 4, 7
1990, 21.706168711009, 58.8045221653334, 2, 12, 15
1991, 4.37465981820686, 14.4645393952501, 2, 7, 11
1992, 4.35341262974643, 23.0815720289778, 5, 13, 29
1993, 2.30941963830374, 4.89408008505007, 1, 3, 3
1994, -99.9, -99.9, 0, -99.9, 0
1995, 5.40130717108327, 14.2752886411778, 2, 4, 7
1996, 8.31935105559872, 35.901482256539, 3, 5, 13
1997, -99.9, -99.9, 0, -99.9, 0
1998, 12.2152285950005, 35.5656443486611, 4, 9, 19
1999, -99.9, -99.9, 0, -99.9, 0
2000, 0.848171614287165, 2.07104039010569, 1, 3, 3
2001, 4.25306170921825, 6.74838122588891, 1, 7, 7
2002, -99.9, -99.9, 0, -99.9, 0
2003, 19.0859371543921, 39.9082093538887, 1, 5, 5
2004, 1.40123267957845, 6.26763932058327, 2, 4, 7
2005, -99.9, -99.9, 0, -99.9, 0
2006, 2.91829064172776, 10.2912764876999, 2, 4, 8
2007, -99.9, -99.9, 0, -99.9, 0
2008, 25.4881981534311, 108.179495943644, 3, 15, 25
2009, 16.284124672183, 60.2683209684, 7, 11, 53
2010, 2.95984051329215, 4.94884351266664, 2, 4, 7
2011, 10.1533095793454, 53.6052787348831, 4, 11, 22
2012, 4.89163745667969, 9.01221179088907, 1, 3, 3
2013, 6.88977774314799, 20.2398026409332, 3, 5, 12
2014, 6.59892595343989, 20.210627993389, 5, 14, 28
2015, 9.49403359867533, 32.1586126428114, 4, 6, 17
2016, -99.9, -99.9, 0, -99.9, 0
2017, 7.18350078178008, 33.6501991112, 4, 6, 18
2018, 21.0090356464855, 47.3194231696834, 2, 8, 11
2019, 13.2362665059185, 46.9895058046667, 3, 4, 11
2020, 15.8006839371222, 19.2607670046944, 1, 3, 3
2021, 16.4061732409906, 35.4580190231499, 1, 3, 3
2022, 7.34128609938405, 12.9056729868888, 2, 4, 7
2023, 16.4868883344124, 66.2037496354497, 2, 19, 24
2024, 10.5067578555462, 23.0690705415554, 1, 3, 3
2025, 25.9660717291676, 67.1138165279997, 2, 5, 8
2026, 11.3280233563576, 22.2703405194334, 3, 5, 12
2027, 10.650498662867, 17.4764808969166, 2, 7, 14
2028, 10.2774318617833, 40.0704661513224, 2, 11, 14
2029, 9.32332268901296, 35.744919768, 3, 6, 14
2030, 8.88643348070452, 34.8571739930168, 4, 8, 21
2031, 7.83602432412933, 18.1637219112557, 2, 5, 8
2032, 0.766090288253693, 1.10789445989999, 1, 3, 3
2033, 14.0220960481589, 42.3229565703722, 3, 10, 23
2034, 8.93664632040002, 29.066672541, 2, 4, 5
2035, 20.8820067575442, 34.8359723357498, 1, 4, 4
2036, 12.1499151021403, 37.0309272667611, 3, 12, 25
2037, -99.9, -99.9, 0, -99.9, 0
2038, 23.7564075593023, 72.4339398052444, 3, 7, 18
2039, 9.50006340963952, 54.9909959282665, 4, 19, 30
2040, 5.8435754871185, 13.9386708660555, 2, 5, 8
2041, 10.2155892845701, 58.9823812971554, 3, 19, 36
2042, 10.6910235698343, 28.1245770980999, 2, 5, 9
2043, 15.8063189259275, 42.7588827063444, 4, 18, 34
2044, 19.9634163668026, 60.5219537774223, 2, 10, 18
2045, 5.12696142010558, 7.29529197658333, 1, 3, 3
2046, 9.18974118098156, 16.4542220865001, 1, 3, 3
2047, 7.07435156080362, 14.6611322524831, 1, 3, 3
2048, 15.3929887048181, 52.1316474643, 6, 8, 35
2049, 14.3392812659455, 38.483127774078, 2, 7, 10
2050, 12.4340217140221, 25.312410746239, 3, 11, 20
2051, 0.448699803548136, 0.682447324533294, 1, 3, 3
2052, 4.77335938483929, 24.9588998015722, 3, 9, 18
2053, 29.3329564473006, 99.5525982803613, 2, 10, 13
2054, 5.43711334140898, 23.261845176639, 3, 20, 26
2055, 6.38993146286292, 7.46890636188875, 3, 4, 8
2056, 13.7338462193885, 31.3316670054167, 3, 5, 13
2057, 10.1525722659673, 18.2600904783666, 2, 4, 8
2058, 5.73969480154706, 19.9693152365222, 3, 6, 13
2059, 12.8140305295389, 38.9716244171779, 4, 8, 22
2060, 4.28167248897983, 33.3029257113332, 5, 13, 32
2061, 3.71934850677226, 13.3082719744001, 2, 6, 9
2062, 15.5159546608029, 104.259985755211, 5, 20, 45
2063, 7.11964050208235, 15.6859593858166, 2, 5, 8
2064, 9.42953750513417, 26.8054622605, 8, 16, 48
2065, 25.3293213950249, 96.7386798264664, 2, 4, 7
2066, 6.13801985161692, 14.3954889289499, 5, 9, 23
2067, 19.3410865683881, 42.7569775685999, 2, 6, 10
2068, 5.19912389035711, 19.2341994506668, 6, 5, 21
2069, 12.9705886224962, 51.2552284131775, 3, 3, 9
2070, 10.3065580786524, 33.5137112406388, 3, 9, 17
2071, 0.257026666666648, 0.579233333333299, 1, 3, 3
2072, 12.603548700413, 13.9824088456, 1, 3, 3
2073, 7.1119737372194, 14.2538810804501, 2, 3, 6
2074, 13.3240408316995, 38.9414296393, 4, 12, 25
2075, 9.20092246542799, 24.2009518199999, 6, 4, 18
2076, 8.70809274414919, 46.941448844311, 5, 11, 37
2077, 12.2030310430215, 35.2297710074001, 3, 8, 14
2078, 18.4243947276828, 68.9963657219558, 4, 5, 18
2079, 34.907219626713, 51.8559717451947, 1, 12, 12
2080, 11.4165587009027, 31.5085952783999, 3, 6, 12
2081, 3.74111911796105, 6.20873269763877, 1, 3, 3
2082, 15.1355173128842, 42.7211902235277, 4, 6, 15
2083, 4.04481533235276, 9.73721161303332, 1, 4, 4
2084, 13.2655502981279, 30.8663821131335, 2, 9, 13
2085, 17.4555439729194, 32.7060686952498, 1, 6, 6
2086, 10.9115044153592, 35.1250279208998, 5, 8, 23
2087, 17.6046905115467, 59.6350340174167, 2, 6, 12
2088, 12.9571334361709, 34.3806874403168, 3, 13, 36
2089, 20.8025510258562, 46.48694483895, 3, 7, 17
2090, 13.7894880168383, 38.3995429063889, 2, 5, 8
2091, 19.3500905872001, 51.7644919079165, 5, 9, 22
2092, 3.08965191134071, 5.30081872289437, 2, 3, 6
2093, 6.53454495425596, 24.431971780611, 4, 7, 22
2094, 6.19438484166917, 22.3734194234998, 5, 6, 24
2095, 21.1085711289708, 55.6670833610667, 5, 8, 26
2096, 11.5730588310887, 57.0895867015998, 4, 7, 23
2097, 12.7841796908475, 85.6065236247555, 10, 20, 76
2098, 6.30740792423524, 27.2272402803997, 7, 13, 41
2099, 6.19909452682204, 16.2479468781502, 3, 8, 15
2100, 14.4990423553969, 124.496712661222, 5, 9, 27
