"Description: ","Heatwave definitions and aspects"
"Station: ","final_1971_2005_Berlin_rcp45"
"Latitude: ","52.51"
"Longitude: ","13.4"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
time, HWM, HWA, HWN, HWD, HWF
2039, 17.70235, 24.7309, 6, 6, 24
2040, 17.3158777777778, 21.1544, 3, 4, 10
2041, 19.402845, 22.5247, 5, 5, 18
2042, 19.3037653333334, 24.2712, 5, 5, 19
2043, 19.9504066666667, 24.1855, 4, 9, 20
2044, 16.8419275, 19.908, 4, 5, 16
2045, 17.3851444444445, 21.7958, 3, 3, 9
2046, 20.34555, 21.3577, 1, 4, 4
2047, 17.3260722222222, 22.3349, 6, 6, 21
2048, 18.5721988095238, 25.1621, 4, 14, 31
2049, 19.7232583333334, 22.9069, 3, 8, 16
2050, 18.387105, 23.164, 4, 5, 14
2051, 20.41206, 22.7904, 2, 5, 10
2052, 19.7535153571429, 26.404, 4, 10, 27
2053, 17.3129303571429, 19.75, 2, 7, 11
2054, 18.492530952381, 22.6383, 4, 7, 17
2055, 19.6130833333333, 21.2002, 2, 3, 6
2056, 18.5661375, 21.7247, 2, 4, 7
2057, 17.2796645833334, 22.3729, 4, 4, 13
2058, 17.5589072222222, 21.4145, 6, 6, 25
2059, 19.1121946428572, 24.5582, 3, 8, 19
2060, 18.0539541666667, 22.0835, 5, 8, 24
2061, 16.1717285714286, 17.6524, 1, 7, 7
2062, 20.7560555238095, 26.4475, 5, 28, 49
2063, 21.1918493506494, 26.7848, 3, 15, 33
2064, 18.6141370370371, 23.2247, 6, 12, 45
2065, 15.1402125, 18.5674, 4, 4, 12
2066, -99.9, -99.9, 0, -99.9, 0
2067, 20.0890333333334, 21.2072, 2, 5, 8
2068, 18.32067, 21.5084, 5, 4, 18
2069, 17.3232833333334, 22.7779, 3, 6, 13
2070, 16.6255333333333, 20.9477, 4, 6, 16
2071, 19.0307694444445, 21.9579, 3, 10, 21
2072, 16.7506711111111, 21.1281, 2, 9, 14
2073, 18.2456337301588, 22.1414, 3, 7, 14
2074, 18.3188673809524, 26.4396, 7, 5, 25
2075, 15.0592166666667, 16.6421, 2, 3, 6
2076, 21.1119625, 23.9766, 2, 4, 8
2077, 14.1073244444445, 19.0364, 3, 5, 9
2078, 18.23265, 22.4698, 2, 6, 9
2079, 19.74955625, 25.5182, 4, 9, 19
2080, 18.4277666666667, 22.2107, 4, 9, 18
2081, 14.6872, 14.9999, 1, 3, 3
2082, 17.9494444444445, 20.7624, 5, 9, 22
2083, 18.270195, 21.6952, 4, 5, 15
2084, 17.5230016666667, 19.9994, 5, 6, 19
2085, 17.6237705555556, 22.4255, 3, 12, 21
2086, 19.8251402857143, 28.5892, 10, 10, 48
2087, 17.075285, 21.9267, 4, 12, 29
2088, 13.3927791666667, 14.6386, 2, 6, 10
2089, 18.170514375, 25.2703, 8, 6, 31
2090, 18.3015333333333, 22.5312, 4, 4, 14
2091, 16.668076984127, 24.4341, 3, 12, 23
2092, 19.6894316287879, 25.5572, 4, 20, 37
2093, 17.5429756944445, 22.3283, 6, 24, 44
2094, 19.8726041666667, 22.14, 2, 4, 7
2095, 18.8936546666667, 21.4625, 5, 9, 28
2096, 19.7524555555556, 24.9737, 7, 9, 34
2097, 19.2064226480263, 23.3654, 8, 19, 47
2098, 17.4423395833334, 21.9944, 4, 6, 18
2099, 17.8418776984127, 24.5482, 8, 9, 40
2100, 18.7049506666667, 25.3231, 5, 5, 21
