"Description: ","Heatwave definitions and aspects"
"Station: ","final_1971_2005_Berlin_rcp45"
"Latitude: ","52.51"
"Longitude: ","13.4"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
time, HWM, HWA, HWN, HWD, HWF
1971, 20.6919, 21.8348, 1, 4, 4
1972, 19.1031583333334, 21.493, 3, 4, 11
1973, 21.3504666666667, 23.2058, 1, 3, 3
1974, 17.7263166666667, 20.7956, 3, 4, 10
1975, -99.9, -99.9, 0, -99.9, 0
1976, 16.32998, 18.6064, 2, 5, 8
1977, -99.9, -99.9, 0, -99.9, 0
1978, -99.9, -99.9, 0, -99.9, 0
1979, 18.6763666666667, 19.3456, 2, 5, 8
1980, 14.2196625, 15.5037, 2, 5, 9
1981, -99.9, -99.9, 0, -99.9, 0
1982, -99.9, -99.9, 0, -99.9, 0
1983, -99.9, -99.9, 0, -99.9, 0
1984, -99.9, -99.9, 0, -99.9, 0
1985, 17.4183833333334, 19.8686, 2, 3, 6
1986, 19.4068, 20.6501, 1, 5, 5
1987, 20.0077777777778, 22.7683, 3, 5, 12
1988, 18.64965, 23.7582, 2, 4, 8
1989, 20.2011666666667, 21.003, 1, 3, 3
1990, -99.9, -99.9, 0, -99.9, 0
1991, 18.84152, 19.6264, 1, 5, 5
1992, 17.5456125, 20.5079, 2, 4, 7
1993, 16.6077805555556, 20.4097, 3, 4, 10
1994, 14.1639333333334, 14.5387, 1, 3, 3
1995, 12.506025, 13.4725, 1, 4, 4
1996, 20.0758666666667, 20.6129, 1, 3, 3
1997, -99.9, -99.9, 0, -99.9, 0
1998, 16.725596875, 20.4195, 4, 8, 18
1999, 13.71065, 15.5261, 1, 4, 4
2000, -99.9, -99.9, 0, -99.9, 0
2001, -99.9, -99.9, 0, -99.9, 0
2002, 15.76745, 17.1657, 2, 4, 8
2003, 16.3136166666667, 17.6246, 2, 4, 7
2004, 16.9194, 19.0631, 2, 3, 6
2005, 16.4106, 18.2184, 1, 5, 5
2006, 17.4429111111111, 21.0565, 3, 3, 9
2007, 18.1584166666667, 21.7141, 3, 5, 12
2008, 17.8271777777778, 20.6338, 3, 6, 13
2009, -99.9, -99.9, 0, -99.9, 0
2010, 20.74427, 21.8474000000001, 1, 10, 10
2011, 17.0363694444445, 21.8516, 3, 9, 19
2012, 18.0034225, 22.6934, 4, 5, 16
2013, 20.4393222222222, 27.4436, 3, 7, 13
2014, 15.8689708333334, 18.5585, 4, 4, 15
2015, 19.1844857142857, 20.5674, 1, 7, 7
2016, 20.0905125, 22.8439, 2, 4, 7
2017, 14.469, 15.1115, 1, 4, 4
2018, 14.0241366666667, 15.7897, 2, 5, 8
2019, 15.9763410714286, 17.5435, 2, 7, 11
2020, 19.7653333333333, 20.9591, 1, 3, 3
2021, 18.2056666666667, 18.6335, 1, 3, 3
2022, 17.8051833333333, 22.4952, 3, 4, 9
2023, 18.0970776666667, 21.9969, 5, 5, 19
2024, -99.9, -99.9, 0, -99.9, 0
2025, 15.22826, 17.9505, 1, 5, 5
2026, 15.9877, 16.4245, 1, 3, 3
2027, 17.642925, 22.6092, 2, 4, 8
2028, 18.8373777777778, 20.4224, 3, 4, 10
2029, 17.10863625, 19.9855, 4, 8, 19
2030, 18.2309455952381, 21.2153, 6, 7, 25
2031, 17.6376588888889, 23.3471, 3, 6, 14
2032, 17.6799708333333, 20.8008, 2, 6, 10
2033, 19.4708844444445, 24.4831, 3, 15, 26
2034, 18.4136519047619, 22.8403, 4, 7, 22
2035, -99.9, -99.9, 0, -99.9, 0
2036, 19.415825, 21.2493, 5, 4, 17
2037, 15.7550016666667, 17.7711, 3, 5, 12
2038, 18.5012444444445, 20.1954, 3, 6, 13
