"Description: ","Heatwave definitions and aspects"
"Station: ","final_1971_2005_Berlin_rcp45"
"Latitude: ","52.51"
"Longitude: ","13.4"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
time, HWM, HWA, HWN, HWD, HWF
1971, 33.961725, 35.0945, 1, 4, 4
1972, 33.5717525, 41.1562, 2, 5, 9
1973, 35.52525, 38.4095, 1, 4, 4
1974, 30.14856, 31.4979, 1, 5, 5
1975, -99.9, -99.9, 0, -99.9, 0
1976, 30.955575, 35.0276, 2, 5, 9
1977, -99.9, -99.9, 0, -99.9, 0
1978, -99.9, -99.9, 0, -99.9, 0
1979, 32.1010111111111, 34.7815000000001, 3, 3, 9
1980, 29.016275, 30.8602, 1, 8, 8
1981, 30.3326666666667, 31.4849, 1, 3, 3
1982, 26.3409266666667, 28.8724, 2, 5, 8
1983, -99.9, -99.9, 0, -99.9, 0
1984, 25.8037666666667, 26.2675, 1, 3, 3
1985, 34.557225, 35.8616, 1, 4, 4
1986, 32.6408916666667, 35.2556, 2, 4, 7
1987, 32.6241033333334, 38.8066, 5, 6, 22
1988, 36.760225, 40.963, 1, 4, 4
1989, 32.6258333333334, 32.9456, 1, 3, 3
1990, -99.9, -99.9, 0, -99.9, 0
1991, 30.0443333333333, 30.545, 1, 3, 3
1992, 31.4078766666667, 35.2226, 2, 5, 8
1993, 29.541157, 33.1497, 5, 5, 18
1994, -99.9, -99.9, 0, -99.9, 0
1995, -99.9, -99.9, 0, -99.9, 0
1996, 36.44808, 42.6786, 1, 5, 5
1997, 35.5412, 37.3748000000001, 1, 3, 3
1998, 29.5459875, 32.1656, 2, 4, 5
1999, 26.8228055555556, 29.5772, 3, 4, 11
2000, 28.8958253333334, 36.6392, 5, 5, 18
2001, 32.6804333333333, 33.0127, 1, 3, 3
2002, 32.5622333333334, 37.5884, 2, 4, 7
2003, 30.671825, 31.7822, 1, 4, 4
2004, 34.2153129166667, 38.5335, 4, 5, 15
2005, 30.8542711111111, 33.2181, 3, 6, 14
