"Description: ","Heatwave definitions and aspects"
"Station: ","final_1971_2005_Madrid_rcp85"
"Latitude: ","40.38"
"Longitude: ","-3.69"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-02"
time, CWM, CWA, CWN, CWD, CWF
1971, -7.81437247359157, -19.9600931492222, 2, 4, 7
1972, -5.40563490001302, -14.9611708857084, 4, 12, 26
1973, -0.572304089840291, -1.0934965130139, 1, 2, 2
1974, -2.6393277045454, -13.4577876284584, 4, 23, 37
1975, -6.03589600073563, -22.1581736139917, 5, 7, 25
1976, -5.97019099466761, -8.86564678159163, 1, 6, 6
1977, -7.08344032117536, -23.5233854489277, 5, 8, 27
1978, -10.1833386124486, -36.110450988189, 2, 6, 10
1979, -10.1340084529454, -18.6738198862305, 1, 6, 6
1980, -6.07649693841558, -12.6855875668806, 1, 5, 5
1981, -4.82630640162302, -13.0412045058278, 3, 6, 12
1982, -3.76049470624795, -12.3329004411167, 2, 12, 15
1983, -5.79975517481282, -12.3329004411167, 2, 5, 10
1984, -9.40360082352283, -50.8174024917056, 4, 11, 31
1985, -0.979396721269857, -2.13425414316115, 3, 5, 12
1986, -1.0598453423042, -1.8246903819056, 1, 2, 2
1987, -3.73650845303523, -9.1311943496667, 3, 6, 15
1988, -1.35630216788986, -2.47342689072505, 5, 5, 17
1989, -5.55852593316162, -10.39884741845, 2, 15, 19
1990, -4.68297182709697, -11.0373635907696, 3, 6, 15
1991, -99.9, -99.9, 0, -99.9, 0
1992, -99.9, -99.9, 0, -99.9, 0
1993, -99.9, -99.9, 0, -99.9, 0
1994, -16.6211134755079, -32.3919510549002, 2, 6, 9
1995, -10.6551771599533, -23.0841974077001, 1, 6, 6
1996, -3.89402093225382, -9.46544566687499, 3, 7, 13
1997, -2.88121888918572, -6.36111577167502, 3, 5, 11
1998, -3.34288513998186, -6.47130907647508, 1, 13, 13
1999, -4.01002070595869, -13.4836603284307, 3, 10, 21
2000, -2.30740826103483, -7.55685140338339, 4, 7, 21
2001, -1.09340719537372, -4.98680303184999, 2, 7, 9
2002, -99.9, -99.9, 0, -99.9, 0
2003, -2.92546452103891, -9.35088692451663, 2, 14, 21
2004, -6.80101965015796, -20.4705566882583, 4, 8, 26
2005, -8.19515901037062, -70.6250765480167, 5, 12, 27
2006, -2.37654080844141, -6.28556803166667, 2, 13, 17
2007, -8.70289394329556, -57.1291822620555, 3, 10, 19
2008, -2.48109782093093, -5.93962344214725, 2, 10, 18
2009, -6.65256471756951, -23.8676652384778, 5, 8, 36
2010, -6.67433323522175, -18.179777827089, 3, 11, 24
2011, -7.1297324450424, -10.3556447618251, 1, 4, 4
2012, -99.9, -99.9, 0, -99.9, 0
2013, -5.3181609435653, -9.95186985576671, 1, 4, 4
2014, -99.9, -99.9, 0, -99.9, 0
2015, -99.9, -99.9, 0, -99.9, 0
2016, -2.70373842384169, -5.0076198264278, 1, 4, 4
2017, -0.755742406211128, -1.42077513435003, 1, 3, 3
2018, -4.84461435496539, -7.15376074742503, 3, 4, 10
2019, -2.5998683892667, -4.34289486181394, 1, 6, 6
2020, -1.56492884282131, -3.56371672997503, 1, 3, 3
2021, -2.71331514395879, -6.75942205718336, 2, 5, 9
2022, -7.51359867264121, -14.8145281231639, 1, 11, 11
2023, -17.3500483576401, -50.9480623182807, 2, 17, 24
2024, -9.71960369678183, -50.9480623182807, 3, 20, 35
2025, -3.74269145008196, -7.51355598052503, 2, 8, 12
2026, -99.9, -99.9, 0, -99.9, 0
2027, -99.9, -99.9, 0, -99.9, 0
