"Description: ","Heatwave definitions and aspects"
"Station: ","final_1971_2005_Madrid_rcp85"
"Latitude: ","40.38"
"Longitude: ","-3.69"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-02"
time, HWM, HWA, HWN, HWD, HWF
1971, 38.014635, 39.3781, 2, 5, 9
1972, 33.6144, 37.8898, 2, 3, 6
1973, 37.1678528174603, 38.7236, 6, 7, 27
1974, -99.9, -99.9, 0, -99.9, 0
1975, 28.12545, 28.6349, 1, 2, 2
1976, 27.9596, 27.9596, 1, 1, 1
1977, 38.8649333333334, 40.1117, 1, 3, 3
1978, 36.466775, 37.6328, 1, 4, 4
1979, 35.00693125, 37.9197, 2, 8, 11
1980, 36.7037555555556, 39.248, 3, 4, 10
1981, 34.8184, 35.2156, 1, 3, 3
1982, 35.2100333333333, 36.5482, 2, 3, 6
1983, -99.9, -99.9, 0, -99.9, 0
1984, 36.6116272727273, 37.8728, 1, 11, 11
1985, 35.5944333333334, 40.1166, 3, 3, 9
1986, 32.4787557142857, 37.9541, 2, 7, 12
1987, 35.1276166666667, 36.7564, 2, 4, 7
1988, 36.9692722222222, 37.5441, 3, 4, 10
1989, 38.50328, 39.1215, 1, 5, 5
1990, 34.6053, 36.3504, 1, 5, 5
1991, 33.2792330808081, 38.6949, 3, 11, 18
1992, 30.5621666666667, 30.8592, 1, 3, 3
1993, -99.9, -99.9, 0, -99.9, 0
1994, -99.9, -99.9, 0, -99.9, 0
1995, 37.5528916666667, 39.4791, 4, 5, 14
1996, 29.756725, 30.0013, 1, 4, 4
1997, 35.1450333333333, 35.9218, 1, 3, 3
1998, -99.9, -99.9, 0, -99.9, 0
1999, 36.325505, 39.2014, 5, 6, 26
2000, 36.2906744973545, 40.9237, 6, 9, 35
2001, 34.854447, 36.8303, 5, 5, 21
2002, 37.1318166666667, 40.1493, 4, 12, 23
2003, -99.9, -99.9, 0, -99.9, 0
2004, -99.9, -99.9, 0, -99.9, 0
2005, 36.8506333333334, 38.5523, 3, 3, 9
2006, 35.76149, 38.8661, 2, 10, 13
2007, 34.3362666666667, 38.4645000000001, 4, 4, 13
2008, -99.9, -99.9, 0, -99.9, 0
2009, 35.673285625, 39.7275, 8, 10, 40
2010, -99.9, -99.9, 0, -99.9, 0
2011, 32.94515, 34.3406, 1, 4, 4
2012, 37.522075, 38.5455, 1, 4, 4
2013, 38.733975, 39.2623, 1, 4, 4
2014, 37.7489214285714, 39.107, 2, 7, 11
2015, 37.3292369607843, 41.2663, 5, 17, 31
2016, 30.8531485714286, 33.7872, 2, 7, 12
2017, 38.1951642857143, 41.3836, 2, 7, 11
2018, 35.2058895833334, 39.0652, 4, 4, 13
2019, 35.083361007326, 39.7882, 7, 13, 38
2020, 34.7841116666667, 39.5591, 3, 10, 19
2021, 36.5205134502924, 40.0361, 3, 19, 29
2022, 35.3391804166667, 39.1929, 4, 10, 19
2023, 35.9533099047619, 40.5887, 5, 10, 31
2024, -99.9, -99.9, 0, -99.9, 0
2025, 33.2318625, 36.9239, 2, 8, 12
2026, 32.5511777777778, 39.918, 3, 6, 13
2027, 34.3741033333334, 40.12, 5, 6, 20
2028, 36.95787, 39.9428, 1, 20, 20
2029, 35.5472041666667, 37.6473, 4, 6, 15
2030, 37.0585608333334, 41.9127, 4, 9, 21
2031, 36.3297611904762, 40.3316, 7, 6, 28
2032, 34.68564, 39.6089, 3, 5, 13
2033, 37.816805, 40.7308, 4, 9, 22
2034, 35.9467473809524, 41.613, 6, 7, 31
2035, 36.4660520833334, 38.4404, 2, 8, 11
2036, 34.5515013095238, 40.4454, 6, 14, 40
2037, 34.0323772321429, 39.991, 8, 7, 39
2038, 36.155330925926, 40.1435, 9, 9, 43
2039, 36.9813430555556, 41.0236, 9, 8, 42
2040, 37.0139770370371, 41.779, 6, 9, 31
2041, 35.8329881515152, 41.1931, 5, 11, 31
2042, 36.516269659864, 44.1304, 7, 10, 38
2043, 37.1807145833334, 40.9646, 6, 8, 28
2044, 36.2477146780303, 41.9798, 8, 22, 64
2045, 36.0327138095238, 40.6422, 5, 8, 30
2046, 36.6937757575758, 41.0156, 4, 11, 23
2047, 35.5274016666667, 42.8468, 5, 12, 28
2048, 36.3996724074074, 40.0249, 9, 6, 38
2049, 35.5357474386725, 39.2927, 6, 12, 42
2050, 36.5212981423339, 40.2712, 7, 13, 47
2051, 36.2785424537037, 41.0718, 9, 16, 45
2052, 36.261619949495, 40.9065000000001, 6, 11, 41
2053, 35.5687417092732, 41.0002, 10, 19, 68
2054, 37.3100610416667, 41.1317, 8, 15, 56
2055, 35.8768316666667, 39.7909, 5, 16, 29
2056, 35.8121881313132, 40.2851, 9, 14, 66
2057, 35.6228781944445, 39.8422, 8, 9, 41
2058, 36.5793061904762, 41.2794, 7, 14, 43
2059, 36.2271236958875, 41.5656, 10, 16, 66
2060, 36.7761016666667, 42.2711, 8, 12, 44
2061, 36.3647294047619, 42.1516, 8, 15, 59
2062, 36.8311592087542, 40.4779, 9, 11, 40
2063, 35.8386347295168, 38.7337, 8, 17, 56
2064, 37.0900822916667, 40.6234, 8, 9, 58
2065, 36.6384112599522, 42.7761, 11, 15, 94
2066, 36.6108216111111, 40.0921, 10, 10, 60
2067, 37.4503145454546, 40.2522, 5, 11, 23
2068, 33.8407195833334, 39.9049, 4, 20, 39
2069, 36.9696397727273, 43.8503, 7, 22, 62
2070, 37.562515, 41.6137, 7, 15, 49
2071, 37.2998658333334, 41.835, 7, 20, 52
2072, 37.1103685955962, 41.0806, 7, 19, 57
2073, 37.0703907878788, 42.7034, 10, 11, 51
2074, 35.8129428703704, 42.4675, 9, 15, 65
2075, 35.7311511021143, 41.5865, 6, 19, 54
2076, 36.675502452381, 43.7579, 10, 12, 56
2077, 37.3520583934584, 43.2695000000001, 6, 22, 59
2078, 36.8367512087912, 43.3714000000001, 13, 16, 96
2079, 38.051695508658, 45.3428, 11, 28, 109
2080, 36.2764458712121, 42.8135, 8, 22, 78
2081, 37.1215044871795, 43.8564, 13, 10, 71
2082, 36.160110676407, 44.7057, 14, 30, 97
2083, 38.925581015873, 44.8963, 3, 25, 38
2084, 36.7134063838745, 44.0469000000001, 10, 25, 91
2085, 37.2480938514033, 43.6364, 12, 44, 122
2086, 36.1112728272018, 43.5137, 10, 23, 81
2087, 37.6978488145763, 41.2495, 5, 29, 56
2088, 36.6410067348485, 43.8528, 10, 40, 98
2089, 38.293978716602, 44.8337, 8, 26, 85
2090, 36.6564708126722, 43.1233, 11, 24, 99
2091, 37.6373323902895, 43.1337, 13, 18, 89
2092, 35.4632546019014, 45.4322, 11, 19, 90
2093, 37.5518634170274, 43.5453, 10, 21, 102
2094, 38.287042867258, 43.2604, 9, 17, 96
2095, 37.8994597777778, 44.6995, 10, 35, 105
2096, 36.9309260798778, 45.2559, 11, 38, 110
2097, 36.4251691969795, 44.0961, 13, 17, 114
2098, 35.7388196735589, 45.2903, 10, 38, 128
2099, 37.4829538271605, 46.7606, 9, 24, 86
2100, 37.9870300423222, 45.6786, 7, 45, 137
