"Description: ","Standardised Precipitation Index"
"Station: ","final_1971_2005_Vienna_rcp45"
"Latitude: ","48.2"
"Longitude: ","16.37"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
time, spi
1971-01, -99.9
1971-02, -99.9
1971-03, -99.9
1971-04, -99.9
1971-05, -99.9
1971-06, -99.9
1971-07, -99.9
1971-08, -99.9
1971-09, -99.9
1971-10, -99.9
1971-11, -99.9
1971-12, 0.119140591584001
1972-01, 0.256893423839803
1972-02, 0.145355112327262
1972-03, 0.457872514167485
1972-04, 0.907392252375664
1972-05, 1.29598262089288
1972-06, 1.0295971370186
1972-07, 1.33414404324717
1972-08, 1.34351229267817
1972-09, 0.886007372366097
1972-10, 0.493619706709235
1972-11, 0.0371603804637034
1972-12, 0.0759287019552742
1973-01, -0.0144459098287186
1973-02, -0.23927677546156
1973-03, -0.469497394742422
1973-04, -0.848974120520971
1973-05, -0.13174397919306
1973-06, -0.0379978164261202
1973-07, -0.809100719712992
1973-08, -1.2852233193492
1973-09, -1.0188254924596
1973-10, -0.486689705252305
1973-11, -0.0184312958184973
1973-12, -0.141219159986441
1974-01, -0.428599701404323
1974-02, -0.682536334739021
1974-03, -0.160745119784378
1974-04, -0.121279899596954
1974-05, -0.143630475345081
1974-06, 0.0781212467941078
1974-07, 1.28875280381238
1974-08, 1.15243833258774
1974-09, 1.12041319856873
1974-10, 1.24670993670557
1974-11, 1.12398091218573
1974-12, 1.89707054341122
1975-01, 2.36585147818816
1975-02, 2.27394797232708
1975-03, 1.99078222298904
1975-04, 2.01862429364668
1975-05, 1.27153041840911
1975-06, 0.970349435282408
1975-07, 0.132822790442487
1975-08, 0.255030739380444
1975-09, 0.630698116911968
1975-10, 0.264261459764062
1975-11, 0.140149697210261
1975-12, -0.49101816896975
1976-01, -0.458439442040174
1976-02, -0.25539193287808
1976-03, -0.236132835816758
1976-04, -0.222517865138989
1976-05, -0.37747022699131
1976-06, 0.0079200353418419
1976-07, -0.397208049304488
1976-08, -0.625175145109547
1976-09, -1.27753233505663
1976-10, -1.562249760331
1976-11, -1.17138834956615
1976-12, -1.16408154788485
1977-01, -1.37468726366097
1977-02, -1.36476910350183
1977-03, -1.85389490940608
1977-04, -1.74830596262227
1977-05, -0.815145968429473
1977-06, -0.979044120109264
1977-07, -0.760041041173073
1977-08, 0.729266089687378
1977-09, 0.693451873817988
1977-10, 1.27090297584687
1977-11, 1.03772274729742
1977-12, 0.67130201833418
1978-01, 1.03992382518218
1978-02, 0.87587225554282
1978-03, 0.907010479352463
1978-04, 0.772516404844862
1978-05, 0.276411341189093
1978-06, 0.0389548774477719
1978-07, 0.6022515815197
1978-08, 0.0677872846607975
1978-09, 0.329628602986898
1978-10, -0.286115398787105
1978-11, -0.240391409983865
1978-12, -0.193777718470131
1979-01, -0.420299709329141
1979-02, -0.443399317546527
1979-03, -0.546366299979933
1979-04, -0.604750002705174
1979-05, -1.11251288319195
1979-06, -1.10743027631427
1979-07, -1.62824202595811
1979-08, -2.5631938073256
1979-09, -2.45897506256411
1979-10, -2.67031317974776
1979-11, -2.89485107005911
1979-12, -2.692248031507
1980-01, -2.65288120419352
1980-02, -2.62687367254171
1980-03, -2.96162369291166
1980-04, -2.57648554579503
1980-05, -1.78198224102905
1980-06, -0.793524757680343
1980-07, -0.840917772853903
1980-08, -0.834020224603743
1980-09, -0.214078753117351
1980-10, -0.117373256429242
1980-11, 0.947867550588735
1980-12, 1.11589008935579
1981-01, 1.09716558901925
1981-02, 1.17315495684904
1981-03, 1.23418313184124
1981-04, 1.18663803592903
1981-05, 0.964118228252115
1981-06, 0.681381335295244
1981-07, 0.516187867883774
1981-08, 0.265326265592113
1981-09, -0.271800404730872
1981-10, -0.593505429863438
1981-11, -1.91475823286526
1981-12, -2.74700060202323
1982-01, -3.35302082400938
1982-02, -3.51401058172797
1982-03, -3.91027027678228
1982-04, -4.29245375958399
1982-05, -3.72413099784744
1982-06, -3.1986177488057
1982-07, -2.70219677870418
1982-08, -2.42500434990278
1982-09, -2.19260353951056
1982-10, -2.38898367296228
1982-11, -1.55287940722866
1982-12, -0.914624616789972
1983-01, -1.19653183648069
1983-02, -1.06080480763742
1983-03, -1.22866212650995
1983-04, -1.3837541518133
1983-05, -1.43335868968484
1983-06, -1.46005351780667
1983-07, -2.1086563892721
1983-08, -2.22540586070003
1983-09, -1.31447216391355
1983-10, -1.23918451506237
1983-11, -1.22048129255424
1983-12, -1.23552198216146
1984-01, -0.57094346282716
1984-02, -0.616589989111713
1984-03, -0.829373317513775
1984-04, -0.544507683833359
1984-05, -0.316619688296949
1984-06, -0.689504890009047
1984-07, -0.493285550192365
1984-08, -0.285307561853601
1984-09, -0.421885176799785
1984-10, -0.73298779935537
1984-11, -0.687188274374063
1984-12, -0.744603693394396
1985-01, -1.49215069553451
1985-02, -1.47053494408451
1985-03, -1.71698626306327
1985-04, -2.00728078569691
1985-05, -1.1989735802596
1985-06, -0.78690703200699
1985-07, -0.847291630192811
1985-08, -0.436226001098311
1985-09, -0.593152319622494
1985-10, -0.145878308229385
1985-11, -0.0151205979995701
1985-12, -0.197768415440256
1986-01, -0.342410162631168
1986-02, -0.278262833780814
1986-03, 0.249641870414156
1986-04, 0.320342987541296
1986-05, 0.375576148714353
1986-06, 0.333466460915107
1986-07, 0.66129317426937
1986-08, 0.242051389754592
1986-09, 0.425455459630403
1986-10, 0.213895377177549
1986-11, -0.124506565324992
1986-12, -0.0557993494481927
1987-01, 0.150254244844387
1987-02, 0.146964914171602
1987-03, 0.00913669817711103
1987-04, -0.0902290083356125
1987-05, -0.507211078473277
1987-06, -0.682548357590234
1987-07, -1.02517743526094
1987-08, -0.636056035352009
