"Description: ","Heatwave definitions and aspects"
"Station: ","final_1971_2005_Vienna_rcp45"
"Latitude: ","48.2"
"Longitude: ","16.37"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
time, HWM, HWA, HWN, HWD, HWF
1971, -99.9, -99.9, 0, -99.9, 0
1972, 5.59524295739721, 12.4793212435888, 2, 5, 10
1973, 9.49736555553226, 19.3490053146001, 2, 5, 10
1974, 6.70712044989993, 11.5163158064444, 1, 5, 5
1975, 0.238815555555549, 0.381616666666673, 1, 3, 3
1976, 11.6195365019852, 17.5412560809444, 1, 6, 6
1977, -99.9, -99.9, 0, -99.9, 0
1978, 10.397416175438, 18.135972181111, 1, 6, 6
1979, 15.4382648827104, 48.8448135297832, 3, 11, 19
1980, 12.1374872142315, 17.3087213780168, 1, 3, 3
1981, 2.91439500480059, 5.81554291249996, 2, 9, 12
1982, 6.06030777571625, 16.2528097109445, 3, 9, 16
1983, 9.42196474617867, 23.7775588871943, 3, 6, 12
1984, 2.65568514969526, 6.78263049533321, 1, 6, 6
1985, 3.83902030499072, 6.92058250155547, 1, 3, 3
1986, 4.61489047839326, 15.8399356570001, 2, 7, 10
1987, -99.9, -99.9, 0, -99.9, 0
1988, 0.624448198178707, 1.60366056000003, 2, 5, 8
1989, -99.9, -99.9, 0, -99.9, 0
1990, -99.9, -99.9, 0, -99.9, 0
1991, 12.7235769834878, 21.0963464132278, 1, 5, 5
1992, -99.9, -99.9, 0, -99.9, 0
1993, 2.45163031893374, 7.04952088365543, 3, 4, 10
1994, 5.24214293864164, 9.2394439044111, 1, 4, 4
1995, 10.1532428088634, 22.5002942055001, 2, 4, 7
1996, -99.9, -99.9, 0, -99.9, 0
1997, 3.28106106224369, 12.7930367218555, 3, 7, 14
1998, -99.9, -99.9, 0, -99.9, 0
1999, 5.60913824338575, 23.2536870998667, 3, 5, 14
2000, 8.19311487222035, 17.5499483795999, 3, 8, 17
2001, 8.14690218047845, 17.9960677543778, 2, 4, 7
2002, 13.4406965540463, 44.3301466259168, 2, 4, 7
2003, 6.43791599449876, 19.4385973878055, 2, 9, 12
2004, 14.1763204741481, 24.6057578858666, 1, 6, 6
2005, 6.27422840156204, 10.2795217930666, 2, 4, 7
2006, 8.30117498975464, 43.1297253185556, 4, 10, 26
2007, 7.150774799509, 20.4736099104837, 4, 13, 30
2008, 6.24205291758052, 12.9435580360333, 1, 4, 4
2009, 12.8757569122222, 17.0445770517333, 1, 4, 4
2010, -99.9, -99.9, 0, -99.9, 0
2011, 4.72088344558297, 22.825326475911, 4, 7, 19
2012, 13.1496776237496, 61.1409428281668, 5, 9, 36
2013, 3.38116101613962, 11.4867353783109, 2, 7, 11
2014, -99.9, -99.9, 0, -99.9, 0
2015, 1.67065748293774, 2.62818551807783, 1, 5, 5
2016, 8.2256414892743, 18.099380214061, 5, 4, 15
2017, 5.09783668557866, 12.098761899961, 2, 4, 7
2018, -99.9, -99.9, 0, -99.9, 0
2019, 7.27157866589864, 13.7961856006945, 2, 4, 8
2020, 7.71542528004279, 17.7326031657332, 2, 4, 7
2021, -99.9, -99.9, 0, -99.9, 0
2022, 19.2391245513084, 59.7583961141723, 2, 14, 22
2023, 9.55452693457039, 15.551504529489, 1, 3, 3
2024, 10.0278227356889, 21.0416221918946, 2, 3, 6
2025, 14.0610965286615, 46.0003299114668, 3, 14, 24
2026, 14.6561654218317, 38.9395268485832, 2, 5, 9
2027, 6.8670243988698, 59.4917137186167, 7, 12, 35
2028, 2.86954780628332, 6.09664131591662, 1, 3, 3
2029, 11.8890233509974, 42.0523632787666, 9, 9, 42
2030, 7.2065034457495, 29.8160502306667, 5, 7, 26
2031, 6.27161937899889, 16.6082584817334, 6, 11, 32
2032, 7.00182004363728, 14.1799115712667, 1, 7, 7
2033, 2.57705482107596, 4.67692645958889, 3, 5, 12
2034, 8.63639044247741, 27.3965350258112, 5, 24, 46
2035, 12.7981178463111, 20.769908351111, 1, 3, 3
2036, 5.5616793002414, 25.1104574333334, 7, 11, 34
2037, 7.48658180380822, 21.5883796513668, 2, 9, 16
2038, 28.1334002402721, 47.6710342770331, 1, 7, 7
2039, 9.70132524170764, 37.8940961685, 5, 19, 46
2040, 18.1359323661574, 25.5811381953945, 1, 3, 3
2041, 10.004628445586, 34.3261037465998, 4, 6, 17
2042, 6.34798452323473, 14.79396559065, 7, 6, 31
2043, 6.12844784726243, 13.5676012160723, 5, 8, 23
2044, 9.8088478693847, 38.9527581464391, 2, 12, 18
2045, 11.7669206790769, 21.6139463887556, 2, 6, 9
2046, 10.5270646624088, 63.9859350286663, 5, 7, 32
2047, 8.48339660095109, 32.9608513751111, 6, 13, 41
2048, 9.18404301517246, 62.132502882222, 8, 11, 48
2049, 14.5045280722786, 38.0031800822499, 2, 8, 13
2050, 7.99557040770504, 65.0562810800947, 5, 19, 39
2051, 13.2666527369042, 19.28103035355, 1, 4, 4
2052, 6.77064941156328, 29.3611012926002, 5, 4, 17
2053, 5.30935082805183, 11.1748575040666, 1, 3, 3
2054, 14.8070034459281, 35.1739479038948, 4, 9, 21
2055, 13.6661040959692, 60.5857776629277, 6, 6, 26
2056, 10.8996306233195, 26.8403839287998, 3, 4, 11
2057, 11.0905235643317, 60.4105825257388, 3, 9, 18
2058, 19.3760130416411, 119.239836041017, 2, 40, 44
2059, 9.99257670320833, 17.8032741163778, 2, 6, 11
2060, 4.99328191638716, 14.0000894390165, 6, 7, 26
2061, 16.3729789948354, 32.6484902016389, 1, 8, 8
2062, 8.63056025225914, 57.1345056803334, 4, 26, 49
2063, 12.9144941087368, 69.9992603490833, 4, 19, 50
2064, 9.575753139623, 34.1487168850667, 4, 14, 28
2065, 10.290766357606, 33.1698342837001, 2, 6, 9
2066, 10.7529438108452, 30.3022942390668, 3, 5, 12
2067, 10.7939432828799, 31.5159867278667, 7, 14, 37
2068, 5.33576918896278, 37.2759754889333, 6, 6, 27
2069, 19.860509316049, 66.1438925813776, 3, 21, 34
2070, 10.1889562767087, 28.4451781449111, 2, 5, 9
2071, 9.79307369017345, 26.1530473989333, 6, 8, 34
2072, 4.55772988026279, 16.4926197804167, 4, 19, 34
2073, 5.95524122967227, 11.7443314540001, 1, 5, 5
2074, 19.1118863447726, 113.386935163178, 5, 11, 32
2075, 5.01490577949357, 16.7025047604445, 8, 5, 30
2076, 9.48140452138611, 13.1188517759111, 1, 4, 4
2077, 10.9960877181509, 36.5404568118777, 6, 15, 43
2078, 11.5644910277029, 26.2966434826, 2, 11, 17
2079, 18.6043037109905, 32.9579587653335, 1, 7, 7
2080, 10.1847903535953, 45.7957376536332, 4, 10, 26
2081, 10.7634989822055, 34.8047719862331, 2, 5, 8
2082, 7.75399549628853, 18.9902691275001, 4, 9, 18
2083, 19.3813472992252, 62.4542423046221, 3, 9, 20
2084, 10.2594937009549, 27.7490662202443, 5, 8, 29
2085, 14.2167318788497, 75.3153716053276, 5, 13, 39
2086, 9.11075084532681, 35.1190971911997, 10, 20, 88
2087, 7.08243474947917, 16.3917134319445, 2, 5, 7
2088, 2.98931702007124, 8.93472491906666, 3, 7, 17
2089, 6.4135745623652, 24.3528633392, 6, 7, 25
2090, 12.504330908462, 39.2857525605558, 3, 6, 14
2091, 8.05889716300365, 25.8805962867498, 8, 18, 47
