"Description: ","Standardised Precipitation-Evapotranspiration Index"
"Station: ","final_1971_2005_Vienna_rcp45"
"Latitude: ","48.2"
"Longitude: ","16.37"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
time, spei
1971-01, -99.9
1971-02, -99.9
1971-03, -99.9
1971-04, -99.9
1971-05, -99.9
1971-06, -0.419941959144875
1971-07, -0.640271598666764
1971-08, -0.693317246282911
1971-09, -0.417415756033041
1971-10, -0.0411761218765196
1971-11, 0.740253201258771
1971-12, 0.735497046077008
1972-01, 1.36107987011163
1972-02, 1.31211930904321
1972-03, 1.21576043740954
1972-04, 1.0412427948944
1972-05, 0.96447435883451
1972-06, 0.589557045083285
1972-07, 0.800449288015777
1972-08, 0.827235934286376
1972-09, 0.481206903744794
1972-10, -0.188545900124223
1972-11, -0.828185850548458
1972-12, -0.585627004477243
1973-01, -1.12343773980787
1973-02, -1.64813233019126
1973-03, -1.28117235863616
1973-04, -0.758344549671254
1973-05, 1.01699200620389
1973-06, 0.834749518291294
1973-07, 0.0821215976602777
1973-08, -0.200058448830358
1973-09, -0.445256358597068
1973-10, 0.0155551030349257
1973-11, -0.971032469404441
1973-12, -1.17166348233646
1974-01, -0.652698015457652
1974-02, -0.609453256398269
1974-03, 0.700954674378373
1974-04, -0.0898380142603752
1974-05, 0.596275894050206
1974-06, 0.635655397571926
1974-07, 1.62357061780163
1974-08, 1.29781310968648
1974-09, 0.808614023793375
1974-10, 1.35607243897196
1974-11, 0.832984235920321
1974-12, 2.02362526862685
1975-01, 0.361598389900665
1975-02, 1.2305819327077
1975-03, 1.36467539286258
1975-04, 0.858976386842798
1975-05, 0.772328642501449
1975-06, -0.359780581884957
1975-07, 0.00948767084785234
1975-08, -0.164773072968966
1975-09, 0.269495869870074
1975-10, 0.218434165327545
1975-11, 0.128263941954685
1975-12, 0.460649236103992
1976-01, 0.182523180617545
1976-02, 0.685843319370239
1976-03, 0.233036445199725
1976-04, 0.336799316122602
1976-05, -0.178288327533291
1976-06, 0.0679063936609698
1976-07, -0.248000682567672
1976-08, -0.804978244673903
1976-09, -1.37700616411357
1976-10, -1.79085055346052
1976-11, -1.35322593165065
1976-12, -1.47718332285659
1977-01, -1.25252814465837
1977-02, -0.583824852549309
1977-03, 0.0221896019919028
1977-04, 0.450285764178823
1977-05, 0.95033338226028
1977-06, 0.657203594328432
1977-07, 0.601856587810459
1977-08, 1.44052764512685
1977-09, 1.38385616514978
1977-10, 1.83608833099154
1977-11, 1.25917608750614
1977-12, 1.26157902110184
1978-01, 1.80334332645597
1978-02, -0.0598212559042732
1978-03, 0.262201383488165
1978-04, -0.463969552906704
1978-05, -0.597544425331222
1978-06, -0.476664232572678
1978-07, 0.0306829361940995
1978-08, 0.481175588720396
1978-09, 0.571514498108085
1978-10, 0.236257512204751
1978-11, 0.412016562757369
1978-12, 0.511603453837691
1979-01, -0.423133767652679
1979-02, -1.29912220540992
1979-03, -1.60972488660777
1979-04, -0.930449477824326
1979-05, -1.63850804321362
1979-06, -2.09930250707581
1979-07, -1.7944550578142
1979-08, -1.63013521957858
1979-09, -1.73764701109312
1979-10, -2.05017557174079
1979-11, -2.03170801283749
1979-12, -1.21668179663722
1980-01, -1.06580816942533
1980-02, -1.17164507549694
1980-03, -1.21261592642886
1980-04, -0.717711257706847
1980-05, -0.51988465650129
1980-06, 0.15445110470096
1980-07, -0.216536190307356
1980-08, -0.259120245492397
1980-09, 0.258574513731898
1980-10, 0.254178809615597
1980-11, 1.30370660134521
1980-12, 1.3339112776963
1981-01, 1.60292955270751
1981-02, 1.78178056534709
1981-03, 1.14175982330046
1981-04, 0.985421921993398
1981-05, -0.50184986679551
1981-06, -0.527056007579814
1981-07, -0.505823707052844
1981-08, -1.12126743413098
1981-09, -1.32977802728968
1981-10, -1.77565484281045
1981-11, -2.23740040987802
1981-12, -2.2989370367619
1982-01, -2.25856837701911
1982-02, -2.42745661411449
1982-03, -2.67052665320679
1982-04, -2.20382199210269
1982-05, -1.87349470018374
1982-06, -1.15202056289959
1982-07, -0.775318174066099
1982-08, -0.742854084243481
1982-09, -1.07214142110878
1982-10, -1.29219855175008
1982-11, -0.82758933588131
1982-12, -0.888274602266322
1983-01, -1.32088700225814
1983-02, -1.40341513827189
1983-03, -1.04675875098327
1983-04, -1.1284577051168
1983-05, -1.55681323855659
1983-06, -1.47114941455048
1983-07, -1.54701076032328
1983-08, -1.68443268878991
1983-09, -1.35939399265998
1983-10, -0.97818501182699
1983-11, -0.569227928172535
1983-12, -0.558180918601198
1984-01, 0.675917084032861
1984-02, 1.27504608972152
1984-03, 0.730022273356327
1984-04, 0.42196686226752
1984-05, 0.0196408032740165
1984-06, -0.552405658988883
1984-07, -1.20305858465269
1984-08, -1.08107139700942
1984-09, -1.0365940313749
1984-10, -1.29807212778155
1984-11, -1.17771514917283
1984-12, -0.636414623060622
1985-01, -0.507899739896924
1985-02, -0.382427890745219
1985-03, -0.509720972219295
1985-04, -0.731723128289418
1985-05, -0.130094620774283
1985-06, -0.167752052158177
1985-07, -0.491011208253692
1985-08, -0.0227429139970376
1985-09, -0.140833725968576
1985-10, 0.610264920016923
1985-11, 0.27754600389177
1985-12, 0.146890355881772
1986-01, 0.476706245798638
1986-02, -0.140593843832674
1986-03, 0.82635170378082
1986-04, -0.0963253646818116
1986-05, 0.445020019355043
1986-06, 0.246700977078622
1986-07, 0.500434962400811
1986-08, 0.293902276448608
1986-09, 0.0679223561551666
1986-10, 0.359497397857092
1986-11, -0.567247074152595
