"Description: ","Heatwave definitions and aspects"
"Station: ","final_1971_2005_Vienna_rcp45"
"Latitude: ","48.2"
"Longitude: ","16.37"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
time, HWM, HWA, HWN, HWD, HWF
2047, 32.9521708333334, 38.8714000000001, 6, 9, 27
2048, 32.028178125, 39.5884, 8, 6, 37
2049, 34.1620095238095, 34.8572, 3, 7, 13
2050, 32.1465865740741, 40.9331, 6, 9, 25
2051, 31.9692416666667, 38.2225, 2, 4, 7
2052, 35.265175, 37.2136, 2, 4, 7
2053, 31.3466666666667, 32.2195, 1, 3, 3
2054, 33.3604219444445, 37.5643, 4, 9, 22
2055, 30.9003690079365, 39.0854, 6, 7, 25
2056, 35.2006166666667, 36.8403, 1, 6, 6
2057, 34.29090625, 36.5576, 4, 4, 13
2058, 33.2551643849207, 43.4361, 4, 21, 38
2059, 34.06572, 36.7264, 2, 5, 10
2060, 32.669777, 38.1107, 5, 5, 19
2061, 34.8596, 39.0081, 3, 3, 9
2062, 33.7816184166667, 37.8285, 3, 25, 44
2063, 33.6990490740741, 39.956, 6, 16, 41
2064, 35.1027203703704, 39.0979, 3, 9, 16
2065, 31.5601333333334, 34.5138, 2, 5, 8
2066, 31.8215333333334, 36.2915, 3, 4, 10
2067, 33.9132869047619, 39.8068, 7, 8, 33
2068, 35.7215525, 39.9616, 4, 5, 15
2069, 33.349369198718, 38.6142, 4, 13, 28
2070, 28.884875, 32.7889, 2, 4, 8
2071, 34.2698277777778, 39.2869, 4, 9, 24
2072, 29.5831876068376, 34.3216, 3, 13, 20
2073, 33.5665333333333, 34.0786, 1, 3, 3
2074, 33.0835053333334, 38.063, 5, 10, 24
2075, 31.2089010416667, 38.2768, 8, 6, 30
2076, 35.28735, 36.0528, 1, 4, 4
2077, 32.4487436507937, 39.9574, 9, 7, 39
2078, 30.9043333333334, 37.3009, 3, 9, 16
2079, 34.6218428571429, 37.3334, 1, 7, 7
2080, 33.1378366666667, 37.7161, 4, 6, 19
2081, 34.8491133333333, 37.5658, 2, 5, 8
2082, 31.8195233333334, 38.0183, 4, 5, 14
2083, 31.6408962962963, 38.1324, 3, 9, 19
2084, 33.8734688888889, 37.5172, 6, 12, 32
2085, 28.9194282264957, 42.6424, 6, 13, 35
2086, 34.2562645767196, 42.0227, 9, 12, 62
2087, 30.77776, 32.8153, 1, 5, 5
2088, 25.62922, 26.4651, 1, 5, 5
2089, 33.546925, 37.7566, 3, 8, 16
2090, 33.0676277777778, 38.8422, 3, 4, 11
2091, 33.6631738217338, 37.5583, 6, 13, 38
2092, 34.5728876344086, 42.6818, 3, 31, 45
2093, 29.9587478968254, 39.0348, 6, 8, 32
2094, 31.7636155555556, 38.0526, 3, 5, 11
2095, 27.0533, 30.5469000000001, 2, 3, 6
2096, 34.1076816666667, 43.5534, 10, 8, 47
2097, 34.3742017307693, 41.1543, 10, 13, 51
2098, 32.7531708333334, 40.8625, 4, 8, 19
2099, 31.6392994444445, 36.9279, 6, 6, 25
2100, 31.4910875, 40.0254, 4, 5, 17
