"Description: ","Heatwave definitions and aspects"
"Station: ","final_1971_2005_Madrid_rcp45"
"Latitude: ","40.38"
"Longitude: ","-3.69"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-02"
time, CWM, CWA, CWN, CWD, CWF
2075, -10.5834646648112, -21.4760096614835, 2, 4, 8
2076, -2.476413267039, -3.72198691930008, 1, 6, 6
2077, -99.9, -99.9, 0, -99.9, 0
2078, -5.2531293934357, -12.8271074267612, 2, 4, 7
2079, -3.00699911735707, -4.90147383623346, 1, 4, 4
2080, -18.0993788638927, -28.7133604399001, 1, 3, 3
2081, -99.9, -99.9, 0, -99.9, 0
2082, -99.9, -99.9, 0, -99.9, 0
2083, -99.9, -99.9, 0, -99.9, 0
2084, -99.9, -99.9, 0, -99.9, 0
2085, -6.51541188226132, -34.9754158457333, 4, 16, 26
2086, -5.64432394329356, -21.9211495672001, 3, 4, 11
2087, -99.9, -99.9, 0, -99.9, 0
2088, -99.9, -99.9, 0, -99.9, 0
2089, -99.9, -99.9, 0, -99.9, 0
2090, -99.9, -99.9, 0, -99.9, 0
2091, -99.9, -99.9, 0, -99.9, 0
2092, -5.36805568409124, -17.1988917125001, 3, 8, 19
2093, -3.31101212775982, -7.75425881306672, 2, 7, 10
2094, -6.11152733977995, -13.3204394466501, 2, 4, 7
2095, -99.9, -99.9, 0, -99.9, 0
2096, -99.9, -99.9, 0, -99.9, 0
2097, -5.11116735012468, -8.85472356813341, 1, 7, 7
2098, -4.09819238420283, -12.879073790489, 2, 4, 7
2099, -0.992828026680299, -3.05395627771671, 3, 4, 9
2100, -99.9, -99.9, 0, -99.9, 0
