"Description: ","Heatwave definitions and aspects"
"Station: ","final_1971_2005_Madrid_rcp45"
"Latitude: ","40.38"
"Longitude: ","-3.69"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-02"
time, CWM, CWA, CWN, CWD, CWF
1971, -7.39138912607325, -19.0596828078002, 2, 3, 6
1972, -6.05301161232967, -15.6480383959001, 4, 12, 28
1973, -0.367222703655578, -1.67544766623338, 3, 5, 11
1974, -2.66590325312886, -14.2402100588002, 4, 27, 43
1975, -6.48988201698467, -20.0903592789612, 4, 8, 26
1976, -6.86925101999826, -9.90406938543349, 1, 6, 6
1977, -7.59084011903319, -22.9112776327114, 5, 8, 27
1978, -9.95171341722854, -34.6221100932002, 2, 6, 10
1979, -11.5171624336704, -20.6693760242667, 1, 6, 6
1980, -6.95776285339338, -14.1205479721334, 1, 5, 5
1981, -4.46266704030423, -11.1258725728501, 3, 8, 14
1982, -4.32930127665818, -14.5643946618668, 2, 13, 17
1983, -5.40512829128225, -14.5643946618668, 2, 6, 10
1984, -7.34763720857662, -54.2347764416335, 6, 11, 38
1985, -1.61222540967365, -3.34069760190005, 2, 6, 9
1986, -0.952472066051431, -2.63534233115006, 1, 4, 4
1987, -4.99343391631949, -11.1597448105778, 3, 6, 15
1988, -1.7007731564825, -3.89033562784452, 5, 5, 17
1989, -4.2915597709256, -11.8959344362834, 3, 15, 23
1990, -5.24727472890794, -15.0891051073333, 3, 6, 15
1991, -2.99750117081256, -7.5850133345334, 1, 4, 4
1992, -99.9, -99.9, 0, -99.9, 0
1993, -3.65930237545931, -7.3843410867334, 1, 3, 3
1994, -18.2946256977223, -36.7976257411334, 2, 6, 9
1995, -9.53644500436393, -26.0279506638002, 1, 8, 8
1996, -3.89951944962911, -11.1928536710667, 4, 14, 23
1997, -3.52887754021638, -7.9237268007945, 2, 10, 13
1998, -2.89017784269195, -8.06045939385003, 2, 13, 16
1999, -3.90411274543436, -14.7334289844168, 3, 12, 25
2000, -2.70543342341668, -9.0390391039667, 4, 8, 24
2001, -1.28630142260953, -5.14128188773337, 2, 7, 11
2002, -99.9, -99.9, 0, -99.9, 0
2003, -2.51937955586972, -9.8245352491834, 3, 15, 25
2004, -7.25698708275694, -23.6694798226001, 4, 8, 26
2005, -8.54505583163883, -71.1768183950999, 5, 12, 27
2006, -1.76085450654542, -3.40905077336117, 2, 4, 7
2007, -8.96935761959857, -27.3083848585944, 1, 15, 15
2008, -6.99899263119499, -23.0157993459336, 4, 13, 33
2009, -10.9416742319839, -21.5650739706334, 1, 10, 10
2010, -11.7769866703251, -25.085793301428, 1, 8, 8
2011, -4.23301041928617, -8.6193304797001, 2, 12, 16
2012, -2.46877760827596, -8.44018303520007, 2, 8, 14
2013, -4.83664394384836, -12.6259450718334, 4, 9, 27
2014, -8.18431955398322, -29.5813350130668, 2, 16, 24
2015, -7.41459493889852, -42.2361319880501, 3, 12, 18
2016, -6.91804047116663, -17.9307406009501, 3, 9, 20
2017, -2.43213159983063, -7.11367534968339, 1, 14, 14
2018, -2.22176870278477, -5.07957027050004, 2, 9, 13
2019, -0.398843612704172, -1.22688275148889, 1, 4, 4
2020, -5.75832777554309, -11.1346155120667, 1, 4, 4
2021, -8.14637121342596, -21.5448654807222, 3, 6, 14
2022, -3.08587234392287, -18.6151858742447, 3, 12, 18
2023, -4.93691660992442, -18.6151858742447, 3, 9, 21
2024, -2.06071857348341, -5.01450953316678, 2, 4, 8
2025, -3.80535440572302, -17.8528958241668, 3, 5, 12
2026, -3.77432711589811, -7.35110686190008, 4, 17, 32
2027, -3.87243826632145, -18.8499660829334, 3, 18, 28
2028, -2.64870369424079, -5.7981018406167, 2, 3, 6
2029, -3.72807779077411, -5.4738364414556, 1, 3, 3
2030, -99.9, -99.9, 0, -99.9, 0
2031, -5.86588858131767, -25.6723502643556, 2, 8, 11
2032, -99.9, -99.9, 0, -99.9, 0
2033, -3.69120187582603, -9.44419270777792, 1, 3, 3
2034, -2.26867600647225, -5.27272119305559, 1, 6, 6
2035, -1.2759256959869, -2.5310058431111, 3, 4, 11
2036, -12.0631431432545, -20.7084509190834, 1, 5, 5
2037, -99.9, -99.9, 0, -99.9, 0
2038, -5.39998255792715, -15.1278479941168, 1, 8, 8
2039, -99.9, -99.9, 0, -99.9, 0
2040, -7.89900207777228, -11.4905553500056, 1, 3, 3
2041, -4.97500181167788, -7.85655964958899, 1, 3, 3
2042, -1.46023746811675, -2.48088564092786, 1, 4, 4
2043, -2.40139277412235, -4.50620844196681, 1, 3, 3
2044, -99.9, -99.9, 0, -99.9, 0
2045, -99.9, -99.9, 0, -99.9, 0
2046, -99.9, -99.9, 0, -99.9, 0
2047, -99.9, -99.9, 0, -99.9, 0
2048, -5.19827627138758, -8.82897520108347, 1, 8, 8
2049, -2.55579884419025, -6.1378830253334, 3, 7, 13
2050, -8.09302410254312, -12.221962408589, 1, 4, 4
2051, -6.42518284438491, -12.221962408589, 3, 7, 13
2052, -4.88412533456605, -19.0079975896889, 2, 8, 9
2053, -99.9, -99.9, 0, -99.9, 0
2054, -2.20580201951339, -4.54447385866673, 1, 5, 5
2055, -99.9, -99.9, 0, -99.9, 0
2056, -4.19537800467786, -9.77593075016121, 1, 3, 3
2057, -3.42212016131382, -8.33028155201682, 2, 9, 13
2058, -7.06286388127329, -18.7724159743002, 2, 6, 7
2059, -7.56843452393384, -16.7774482376889, 1, 12, 12
2060, -16.4591982935459, -30.1121984412168, 1, 8, 8
2061, -3.15077010676116, -4.53464887306668, 1, 5, 5
2062, -8.44199590433463, -21.5194365504501, 3, 4, 11
2063, -99.9, -99.9, 0, -99.9, 0
2064, -4.35304762587364, -17.7644016921779, 3, 5, 11
2065, -2.16063273291208, -6.46479270165565, 1, 6, 6
2066, -99.9, -99.9, 0, -99.9, 0
2067, -99.9, -99.9, 0, -99.9, 0
2068, -99.9, -99.9, 0, -99.9, 0
2069, -4.02830339556896, -6.30998442995568, 1, 5, 5
2070, -99.9, -99.9, 0, -99.9, 0
2071, -3.19339159189821, -4.71464440517786, 1, 3, 3
2072, -2.4391124581181, -3.12149067131671, 1, 4, 4
2073, -3.27781529526002, -7.8370937313557, 2, 8, 13
2074, -4.38506362245482, -8.78560581973898, 1, 7, 7
