"Description: ","Standardised Precipitation Index"
"Station: ","final_1971_2005_Madrid_rcp45"
"Latitude: ","40.38"
"Longitude: ","-3.69"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-02"
time, spi
1971-01, -99.9
1971-02, -99.9
1971-03, -99.9
1971-04, -99.9
1971-05, -99.9
1971-06, 0.920615036028946
1971-07, 1.23494011788371
1971-08, 1.42010577374858
1971-09, 0.559705635872558
1971-10, 1.46737219129657
1971-11, 1.42379332735399
1971-12, 1.11875486919532
1972-01, 0.845254102791016
1972-02, 1.63340184513605
1972-03, 1.77567789202104
1972-04, 1.31991256225253
1972-05, 0.661799134488738
1972-06, 0.482824410955006
1972-07, 0.800459873048242
1972-08, -0.603570273385695
1972-09, -0.996146182939774
1972-10, 0.982113957777524
1972-11, 1.68008864785933
1972-12, 1.33916493693933
1973-01, 1.04674005807401
1973-02, 1.31706213099118
1973-03, 1.52183554706388
1973-04, 0.672436937871402
1973-05, 0.0467562326711786
1973-06, 0.361719281308577
1973-07, 0.637736801885284
1973-08, 0.177021312910316
1973-09, -0.79402932612546
1973-10, -0.947302733226519
1973-11, -0.577540624928747
1973-12, -0.628028128121324
1974-01, -0.811854662619325
1974-02, -1.02399075137442
1974-03, -0.854961434398978
1974-04, -1.24181477883895
1974-05, -0.83365789512463
1974-06, -0.56016269734224
1974-07, -0.492262490617913
1974-08, -0.409236915009027
1974-09, -0.288417992797981
1974-10, 1.08959298584974
1974-11, 0.269504733400792
1974-12, 0.224929258588275
1975-01, 0.758946758963681
1975-02, 1.29610710042287
1975-03, 1.17649889585871
1975-04, 0.335546373288083
1975-05, 1.0118089715816
1975-06, 1.05210017967399
1975-07, 0.576464180588819
1975-08, -0.337725112949465
1975-09, -0.320349504650748
1975-10, 0.894897052867801
1975-11, 0.925244244608037
1975-12, 0.828249469518649
1976-01, 0.710952147221823
1976-02, 0.758703255187828
1976-03, 0.936467798311698
1976-04, 0.2022673896332
1976-05, 0.40685506802805
1976-06, 0.949930962591638
1976-07, 1.146228621035
1976-08, 1.359192176287
1976-09, 1.26265076415236
1976-10, 2.55157718917846
1976-11, 2.04348589270878
1976-12, 1.66290093688429
1977-01, 1.3754527602703
1977-02, 1.51840705541439
1977-03, 1.37723545243715
1977-04, 0.0972343677893219
1977-05, -0.442861361439445
1977-06, -1.05463507772096
1977-07, -0.852174980824803
1977-08, -1.56162167320206
1977-09, -1.14720433669643
1977-10, 0.201217567104622
1977-11, 0.2570329896781
1977-12, 0.489036513289456
1978-01, 0.321481330321412
1978-02, 0.0556679842812974
1978-03, 0.15942844579375
1978-04, -0.565390575630438
1978-05, -0.576211351500039
1978-06, -0.811990111200042
1978-07, -0.49608266185881
1978-08, -0.221893226758417
1978-09, -0.905661980638294
1978-10, 0.920212686429491
1978-11, 2.20390081794779
1978-12, 1.91664202606538
1979-01, 1.61859587312592
1979-02, 1.48639303207622
1979-03, 1.64074305509729
1979-04, 0.856657622587752
1979-05, -1.07767996916112
1979-06, -0.56727598443352
1979-07, -0.485333953039409
1979-08, -0.118631864184539
1979-09, 0.250661208789882
1979-10, 0.319138734839717
1979-11, 0.828777721437283
1979-12, 1.14863235536488
1980-01, 1.06596500845748
1980-02, 1.14386146203373
1980-03, 0.806322113488773
1980-04, 0.634741474961787
1980-05, 0.308292212133709
1980-06, -0.36221135515108
1980-07, -0.439872396401362
1980-08, -0.839554654749661
1980-09, -0.0446148599842565
1980-10, 0.509043845504742
1980-11, 1.67737945055995
1980-12, 1.74148111595038
1981-01, 1.45573031777266
1981-02, 1.30975899884153
1981-03, 1.05265062491211
1981-04, 1.91942452381499
1981-05, 1.25519416746396
1981-06, 0.828369308669404
1981-07, 1.18390365564412
1981-08, 1.64676927885625
1981-09, 1.87152252239452
1981-10, -0.696753426949523
1981-11, -1.11315164390443
1981-12, -1.13254705735969
1982-01, -0.720146571161798
1982-02, -1.04555480884669
1982-03, -0.849498849103244
1982-04, -0.230742592440002
1982-05, 1.00588201600591
1982-06, 1.16893484488652
1982-07, 1.04282151944702
1982-08, 1.44122726280526
1982-09, 1.43918420469858
1982-10, 1.55795162778237
1982-11, 0.0649565012724075
1982-12, 0.497203674966243
1983-01, 0.485385863127105
1983-02, 0.332378954019553
1983-03, 0.157772038509684
1983-04, 0.209859485805184
1983-05, 0.677683993781078
1983-06, 0.856302554705632
1983-07, 0.897728874173747
1983-08, 1.33078592569799
1983-09, 1.61492610561065
1983-10, 0.720585297378334
1983-11, -0.404146594751431
1983-12, 0.107738409376795
1984-01, -0.0289236622130054
1984-02, -0.164738647151587
1984-03, -0.386924313069865
1984-04, -0.0530426018451432
1984-05, 0.0982744558902307
1984-06, -1.14531381389771
1984-07, -1.10591149602731
1984-08, -1.32175485466626
1984-09, -1.17991792921314
1984-10, -1.62581363377358
1984-11, -0.43236275286151
1984-12, -0.066686652285109
1985-01, -0.396747384341585
1985-02, -0.766387322777276
1985-03, -0.82424796072348
1985-04, -0.679095751481936
1985-05, -1.14997591127317
1985-06, -1.20556209872232
1985-07, -1.09263520168105
1985-08, -0.875645486384878
1985-09, -1.05506638870494
1985-10, -1.22942952664533
1985-11, -1.6274909922153
1985-12, -2.53734730888589
1986-01, -2.37971527972147
1986-02, -0.734534035780056
1986-03, -0.182504120658541
1986-04, 0.255378251039165
1986-05, 0.372973768801632
1986-06, 1.03856800359046
1986-07, 1.23565316215294
1986-08, 0.516749529855659
1986-09, -0.38634242832497
1986-10, 0.957832917882042
1986-11, 1.08232346875752
1986-12, 0.986500674199309
