"Description: ","Heatwave definitions and aspects"
"Station: ","final_1971_2005_Berlin_rcp85"
"Latitude: ","52.51"
"Longitude: ","13.4"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
time, HWM, HWA, HWN, HWD, HWF
1971, 7.87995526955832, 16.7541967711056, 2, 3, 6
1972, 22.4837327352372, 62.6834798538665, 2, 7, 11
1973, 25.076997556023, 65.0104396364496, 1, 6, 6
1974, 10.5061217242665, 24.8247645127112, 3, 6, 13
1975, -99.9, -99.9, 0, -99.9, 0
1976, 9.16747601802851, 27.2331596638667, 2, 5, 8
1977, -99.9, -99.9, 0, -99.9, 0
1978, -99.9, -99.9, 0, -99.9, 0
1979, 9.40653008135284, 19.9039311788889, 2, 4, 8
1980, 8.39138932352178, 19.4602087028887, 2, 9, 13
1981, -99.9, -99.9, 0, -99.9, 0
1982, 4.82244830860003, 10.3569145691778, 1, 3, 3
1983, -99.9, -99.9, 0, -99.9, 0
1984, 7.65040615219427, 12.4243510563663, 1, 4, 4
1985, 11.7092735027773, 40.2134760262668, 2, 4, 7
1986, 5.06394950624071, 27.777559542, 3, 6, 12
1987, 13.9649876867237, 66.8710438919445, 4, 6, 18
1988, 17.0344486256053, 70.0547089349555, 2, 6, 10
1989, 15.0635524405653, 30.8644028785, 1, 4, 4
1990, -99.9, -99.9, 0, -99.9, 0
1991, 4.31066798636449, 8.9774543544, 1, 5, 5
1992, 16.8622453783216, 34.6282425995001, 2, 4, 8
1993, 10.731738383808, 40.7457345890834, 5, 4, 18
1994, -99.9, -99.9, 0, -99.9, 0
1995, -99.9, -99.9, 0, -99.9, 0
1996, 12.9190439647511, 22.1415922674999, 2, 4, 7
1997, 5.76682898357917, 16.9710370829056, 1, 4, 4
1998, 8.78991709831698, 12.99326601905, 2, 8, 10
1999, 8.26461892294579, 12.7996069783998, 1, 4, 4
2000, 9.57887928329454, 33.3162841550001, 3, 9, 17
2001, 2.3394574130537, 9.58657945040004, 2, 3, 6
2002, 9.21686105909344, 17.9999616480889, 2, 3, 6
2003, 19.007710432377, 31.716166353861, 2, 4, 8
2004, 7.30896925045941, 23.0490469349998, 4, 5, 15
2005, 8.16131795919103, 28.5820530104, 3, 9, 17
2006, 11.5112659035259, 18.2345236071055, 1, 3, 3
2007, 2.64550063640649, 4.75749973569446, 1, 6, 6
2008, 13.3752837689306, 40.3017969962223, 2, 4, 8
2009, 12.272589651935, 18.3284607204834, 3, 13, 24
2010, 14.5638868074796, 24.1205369045333, 1, 3, 3
2011, 15.8498366210711, 48.4082797699723, 2, 5, 8
2012, 11.7098340536965, 59.398902563, 6, 7, 28
2013, 8.81797737037546, 25.0135027381667, 2, 5, 9
2014, 18.556450077081, 60.0904075881274, 4, 9, 27
2015, 10.8967134286701, 30.211780468, 5, 4, 16
2016, 13.1192665694798, 32.9662971767777, 3, 4, 11
2017, 12.2566309891783, 47.0461596342223, 5, 7, 24
2018, 15.230433604021, 85.2312545756331, 2, 7, 10
2019, 22.2209102401951, 40.2686749725776, 1, 8, 8
2020, -99.9, -99.9, 0, -99.9, 0
2021, 16.2302815356913, 48.5522988387999, 3, 5, 12
2022, 8.35582583370876, 20.3650740362221, 4, 4, 13
2023, 9.19637066782361, 15.048696876789, 1, 4, 4
2024, 12.4585142455173, 17.9460202510223, 2, 5, 9
2025, 31.2754009100988, 69.9303756405444, 1, 14, 14
2026, 8.24364840737978, 34.5840397046445, 3, 6, 14
2027, 16.5353062999166, 73.1427870418665, 4, 12, 29
2028, 9.73570659058203, 24.5297287431777, 2, 7, 11
2029, 21.7086015727429, 71.6737162624997, 3, 10, 21
2030, 5.68390363001567, 11.0363878071999, 1, 6, 6
2031, 3.52502297430385, 9.76798272892222, 2, 5, 8
2032, 23.1681808791657, 94.9077976241892, 6, 8, 33
2033, 10.0156331749852, 44.1364709287999, 5, 5, 22
2034, 20.1674078496228, 64.5800233073055, 4, 8, 21
2035, 21.1666023681868, 63.7266205189557, 2, 4, 8
2036, 18.8830681529146, 27.2441886325278, 2, 4, 7
2037, 8.35498979294623, 14.8770339303666, 1, 3, 3
2038, 12.4408832030315, 29.1072304709112, 3, 4, 12
2039, 26.6676138012639, 42.2858246831945, 1, 2, 2
2040, -99.9, -99.9, 0, -99.9, 0
2041, 24.187277199568, 89.5115181970832, 2, 8, 11
2042, 10.8376518082015, 45.5070839076389, 6, 12, 42
2043, 10.0537061091016, 30.2888258238777, 5, 5, 20
2044, 14.7332828044189, 85.4635085510608, 5, 6, 20
2045, 9.69431504843069, 39.7433154855, 5, 5, 20
2046, 10.1038681487949, 46.9140333187557, 6, 8, 28
2047, 10.1382354442988, 50.3644366768663, 11, 10, 49
2048, 13.6839539851949, 34.6977623774166, 2, 5, 9
2049, 18.4703219471351, 32.4464214805831, 1, 3, 3
2050, 17.684819571294, 70.419175925817, 4, 8, 22
2051, 0.987677883544427, 1.79967913393328, 1, 3, 3
2052, -99.9, -99.9, 0, -99.9, 0
2053, 27.3097412490704, 207.7878199936, 5, 12, 33
2054, 11.707379876543, 40.7674311204166, 7, 10, 47
2055, 11.8796335010295, 97.5588850896668, 3, 37, 44
2056, 21.2928758397101, 124.537337122116, 4, 12, 26
2057, 8.72675058615481, 33.2276672381331, 3, 8, 16
2058, 8.69906496470624, 20.8456809432, 3, 10, 16
2059, 10.878560055636, 129.996278735111, 6, 20, 46
2060, 9.31302608381348, 50.7222862851111, 8, 14, 51
2061, 13.093311868171, 71.7128932850221, 7, 9, 36
2062, 10.9457654044206, 18.2928681735109, 2, 18, 21
2063, 24.1964005306191, 81.1266246655498, 3, 11, 22
2064, 12.3930461231789, 55.6190718770221, 7, 13, 62
2065, 13.8037613390088, 41.7570308118666, 2, 7, 10
2066, 12.5177893098939, 37.8261779401998, 2, 5, 8
2067, 2.21024208040092, 4.53962566043891, 2, 3, 6
2068, 11.2208141955785, 20.9791628388667, 5, 9, 26
2069, 11.7540171506892, 85.7975003579998, 4, 20, 45
2070, 15.5433404921547, 73.4448822621108, 5, 14, 34
2071, 16.6162835013667, 136.940763496778, 9, 16, 68
2072, 20.3273924410152, 170.571388555322, 6, 17, 50
2073, 5.70447824748817, 20.4912452824057, 3, 6, 15
2074, 7.74584721812253, 17.766229527, 3, 4, 11
2075, 12.5380922410652, 71.0947972863331, 10, 8, 45
2076, 11.6299967706639, 58.6217418700558, 9, 20, 65
2077, 12.261123049083, 135.2771308834, 8, 16, 61
2078, 12.7207207782554, 55.2711834041999, 5, 8, 27
2079, 14.0602594411027, 102.162870811533, 9, 10, 47
2080, 18.214568989559, 121.819466035533, 5, 10, 32
2081, 3.75085618473514, 6.22956071847216, 1, 3, 3
2082, 25.2813888562296, 60.9500579027998, 5, 25, 43
2083, 19.9481273898082, 110.384944410067, 8, 21, 76
2084, 13.5517271132991, 66.3128996557668, 7, 10, 40
2085, 14.4574337837432, 66.0703396808001, 7, 12, 64
2086, 11.335672996758, 73.2291228115, 7, 7, 28
2087, 6.58865281863106, 22.9449908193001, 7, 11, 39
2088, 19.2009339971571, 80.5651292833331, 6, 13, 39
2089, 21.8085332843454, 75.4303163335498, 4, 9, 21
2090, 19.8143124769193, 64.7762491683608, 5, 15, 42
2091, 24.3312167840957, 189.321236688194, 8, 19, 51
2092, 19.2610848847834, 181.041990865145, 10, 18, 78
2093, 10.9422613850688, 52.0556439570998, 9, 9, 49
2094, 4.63614627180851, 21.94438804, 5, 7, 24
2095, 26.0677327749178, 59.0211449006667, 7, 14, 41
2096, 20.2273690296525, 140.472964864833, 8, 9, 46
2097, 24.6977380724986, 109.527538100356, 4, 11, 24
2098, 3.96683846714729, 20.0122838307778, 3, 7, 17
2099, 14.1579811376956, 69.8843923226166, 6, 13, 37
2100, 11.1988397910403, 47.1688762883334, 4, 19, 41
