"Description: ","Heatwave definitions and aspects"
"Station: ","final_1971_2005_Berlin_rcp85"
"Latitude: ","52.51"
"Longitude: ","13.4"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
time, CWM, CWA, CWN, CWD, CWF
1971, -12.8594637757541, -37.2625347488334, 4, 7, 21
1972, -18.9616886517344, -41.8667663623, 3, 14, 32
1973, -4.3003972628231, -6.0109162972805, 1, 3, 3
1974, -36.7102148433954, -148.535991328997, 1, 24, 24
1975, -36.5957172746872, -176.2560056929, 5, 21, 71
1976, -21.2183489060296, -176.2560056929, 4, 17, 34
1977, -15.9728296932348, -64.2716330969222, 5, 14, 51
1978, -17.3015550449697, -234.339715091911, 4, 18, 37
1979, -3.15895871634167, -5.14017267434998, 1, 3, 3
1980, -34.0089523020332, -63.995130995725, 1, 17, 17
1981, -14.5296527535353, -39.0884823132527, 2, 5, 9
1982, -6.99984218430204, -14.3222648125918, 1, 7, 7
1983, -8.57529559556851, -24.9779962258361, 2, 4, 7
1984, -17.9171217695547, -120.170335854525, 3, 25, 51
1985, -3.92097680831899, -7.27065191889166, 2, 4, 7
1986, -29.8310551723234, -66.6407023948918, 2, 14, 18
1987, -71.659003914452, -314.235888820514, 1, 27, 27
1988, -99.9, -99.9, 0, -99.9, 0
1989, -11.2150330960636, -40.6691481039334, 2, 6, 10
1990, -12.4865971998736, -29.5744343524529, 3, 4, 10
1991, -35.909593836029, -62.2246140753251, 1, 7, 7
1992, -24.7317851637603, -69.3620684532054, 4, 12, 23
1993, -10.1050845494859, -51.3997321587971, 3, 15, 25
1994, -15.383173472061, -67.0687521019248, 2, 13, 14
1995, -45.0636202169964, -83.4467733070499, 1, 7, 7
1996, -15.2264530313253, -58.7659543059027, 4, 10, 24
1997, -12.2913956163426, -29.7625738539527, 2, 5, 9
1998, -99.9, -99.9, 0, -99.9, 0
1999, -12.9824095121801, -42.4126511582584, 2, 9, 14
2000, -17.0751405481348, -30.460808661589, 1, 4, 4
2001, -11.5533209861148, -22.2111387715166, 1, 9, 9
2002, -5.48288505064352, -7.91513480338055, 1, 3, 3
2003, -8.51532317014607, -21.6030228686667, 3, 10, 18
2004, -15.2115016092603, -75.7499988669196, 2, 11, 14
2005, -15.6472011621955, -193.334755936092, 5, 51, 71
2006, -51.8104363846797, -385.642137795933, 2, 23, 32
2007, -27.1473902986415, -385.642137795933, 4, 17, 28
2008, -11.8908487307735, -44.8892144027555, 2, 5, 9
2009, -4.98734457725367, -11.8403337339833, 1, 3, 3
2010, -17.9222794689891, -51.3762750044584, 3, 16, 37
2011, -43.3304903211352, -92.7141649528722, 1, 13, 13
2012, -58.9362816924687, -180.751903043659, 1, 14, 14
