"Description: ","Heatwave definitions and aspects"
"Station: ","final_1971_2005_Berlin_rcp85"
"Latitude: ","52.51"
"Longitude: ","13.4"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
time, CWM, CWA, CWN, CWD, CWF
2013, -17.5499454525708, -143.84556725625, 3, 30, 34
2014, -10.9706570369755, -79.1973426633861, 4, 9, 26
2015, -99.9, -99.9, 0, -99.9, 0
2016, -7.11912033782995, -29.088387347964, 3, 6, 14
2017, -14.2039402269602, -21.1656710704111, 1, 3, 3
2018, -4.5080859329983, -11.838989230675, 1, 13, 13
2019, -45.5245062352551, -101.753113333142, 1, 6, 6
2020, -16.1542703268956, -41.65937556895, 5, 15, 37
2021, -17.7437191565932, -151.511512357353, 4, 27, 43
2022, -41.2273024508872, -175.076798602308, 5, 19, 51
2023, -35.7106002519597, -208.215009302428, 4, 23, 57
2024, -41.1057158923749, -208.215009302428, 4, 15, 45
2025, -28.8237345119904, -113.043653020436, 3, 10, 20
2026, -23.5334778898523, -75.1183219523834, 4, 8, 21
2027, -4.53638613068611, -7.55139914546665, 2, 3, 6
2028, -99.9, -99.9, 0, -99.9, 0
2029, -7.39643693706786, -13.3382107729889, 2, 4, 7
2030, -99.9, -99.9, 0, -99.9, 0
2031, -15.6081554884493, -46.7978024515415, 5, 11, 36
2032, -4.06404135047566, -7.35663605407495, 1, 4, 4
2033, -6.26523770800752, -61.9807509026612, 4, 16, 25
2034, -99.9, -99.9, 0, -99.9, 0
2035, -6.42015830104163, -10.9414245044139, 1, 4, 4
2036, -31.2861724828945, -57.5689308686918, 1, 6, 6
2037, -18.9913610480246, -57.5689308686918, 4, 9, 22
2038, -18.5146775497467, -43.15872428655, 2, 8, 12
2039, -99.9, -99.9, 0, -99.9, 0
2040, -10.3390970195605, -28.0989112595973, 2, 8, 11
2041, -8.61956708721336, -28.0989112595973, 3, 7, 17
2042, -33.2165608006866, -164.121563596103, 3, 14, 26
2043, -48.019026679131, -164.121563596103, 1, 13, 13
2044, -8.12650847528527, -16.0176142429418, 1, 3, 3
2045, -37.5053933037969, -113.342084698066, 3, 12, 32
2046, -19.0179701389377, -111.738475457236, 3, 10, 21
2047, -22.9811395972348, -44.7382495275251, 1, 15, 15
2048, -99.9, -99.9, 0, -99.9, 0
2049, -48.4604487403512, -95.1742222737111, 2, 18, 24
2050, -12.846571364329, -44.9386709841723, 3, 12, 19
2051, -25.8788563692984, -95.6140151907889, 3, 11, 21
2052, -43.5345902794631, -95.6140151907889, 2, 5, 9
2053, -27.4312490268035, -39.527826422975, 1, 4, 4
2054, -99.9, -99.9, 0, -99.9, 0
2055, -20.7923205793084, -30.3824548339861, 1, 5, 5
2056, -99.9, -99.9, 0, -99.9, 0
2057, -10.3240479994194, -14.2201445641361, 1, 3, 3
2058, -23.1031590253683, -169.388139290992, 4, 12, 21
2059, -10.890986835825, -15.6235556514667, 1, 2, 2
2060, -29.0683652431722, -66.6979206827166, 1, 7, 7
2061, -7.39828452441114, -16.3621309951278, 1, 5, 5
2062, -99.9, -99.9, 0, -99.9, 0
2063, -10.849185750929, -43.1923712103249, 3, 6, 13
2064, -9.44724442033701, -12.7509311644749, 1, 3, 3
2065, -9.99538591056948, -26.2452310951751, 1, 18, 18
2066, -6.62827132929318, -23.9245825304138, 3, 5, 12
2067, -99.9, -99.9, 0, -99.9, 0
2068, -10.5987068677183, -14.0444575923916, 1, 5, 5
2069, -34.4554578890212, -113.186753597672, 1, 14, 14
2070, -4.93987094747965, -8.98727303348338, 1, 3, 3
2071, -9.2539018614263, -13.7450997701776, 1, 4, 4
2072, -99.9, -99.9, 0, -99.9, 0
2073, -99.9, -99.9, 0, -99.9, 0
2074, -28.5109582979327, -48.2974855441972, 1, 4, 4
2075, -99.9, -99.9, 0, -99.9, 0
2076, -32.4824341581838, -66.1521887594055, 1, 6, 6
2077, -99.9, -99.9, 0, -99.9, 0
2078, -22.7296318087058, -38.6732053698831, 1, 7, 7
2079, -11.1132644013378, -19.5915154254417, 1, 5, 5
2080, -99.9, -99.9, 0, -99.9, 0
2081, -15.4251747270367, -49.5050047942527, 2, 4, 7
2082, -99.9, -99.9, 0, -99.9, 0
2083, -0.882500661708368, -1.15679727759722, 1, 4, 4
2084, -99.9, -99.9, 0, -99.9, 0
2085, -99.9, -99.9, 0, -99.9, 0
2086, -99.9, -99.9, 0, -99.9, 0
2087, -99.9, -99.9, 0, -99.9, 0
2088, -99.9, -99.9, 0, -99.9, 0
2089, -13.6122356722981, -26.2719447388916, 1, 6, 6
2090, -12.4037183694495, -47.0808411919112, 3, 7, 15
2091, -17.7056030176263, -54.5271655255666, 1, 15, 15
2092, -21.5002718779921, -50.0974094744748, 2, 19, 26
2093, -99.9, -99.9, 0, -99.9, 0
2094, -99.9, -99.9, 0, -99.9, 0
2095, -99.9, -99.9, 0, -99.9, 0
2096, -99.9, -99.9, 0, -99.9, 0
2097, -99.9, -99.9, 0, -99.9, 0
2098, -99.9, -99.9, 0, -99.9, 0
2099, -99.9, -99.9, 0, -99.9, 0
2100, -99.9, -99.9, 0, -99.9, 0
