"Description: ","Heatwave definitions and aspects"
"Station: ","final_1971_2005_Bucurest_rcp45"
"Latitude: ","44.43"
"Longitude: ","26.1"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
time, HWM, HWA, HWN, HWD, HWF
1971, -99.9, -99.9, 0, -99.9, 0
1972, 16.4798833333334, 17.9335, 2, 3, 6
1973, -99.9, -99.9, 0, -99.9, 0
1974, 18.3926291666667, 22.9396, 4, 4, 13
1975, 14.363, 14.7359, 1, 3, 3
1976, 14.991475, 15.3782, 1, 4, 4
1977, -99.9, -99.9, 0, -99.9, 0
1978, 18.1359, 19.6212, 1, 4, 4
1979, 18.4754305555556, 21.7388, 3, 4, 11
1980, -99.9, -99.9, 0, -99.9, 0
1981, -99.9, -99.9, 0, -99.9, 0
1982, 17.8641383333334, 21.301, 5, 8, 22
1983, 19.5924, 20.1665, 2, 6, 9
1984, -99.9, -99.9, 0, -99.9, 0
1985, 16.0598666666667, 17.4109, 1, 3, 3
1986, 15.5973, 15.8033, 1, 3, 3
1987, 12.85725, 12.8911, 1, 2, 2
1988, -99.9, -99.9, 0, -99.9, 0
1989, -99.9, -99.9, 0, -99.9, 0
1990, 19.818375, 21.3245, 1, 4, 4
1991, -99.9, -99.9, 0, -99.9, 0
1992, 20.1005777777778, 20.5885, 3, 3, 9
1993, 16.2069666666667, 16.4899, 1, 3, 3
1994, 19.97796, 20.8326, 1, 5, 5
1995, 18.184328125, 21.0125, 4, 8, 20
1996, 17.1445666666667, 17.5735, 1, 3, 3
1997, -99.9, -99.9, 0, -99.9, 0
1998, 17.00534, 19.6877, 2, 5, 8
1999, -99.9, -99.9, 0, -99.9, 0
2000, 19.00555, 20.6353, 5, 4, 16
2001, 20.3822666666667, 21.3955, 1, 6, 6
2002, 18.0810291666667, 21.822, 2, 4, 7
2003, 18.1720027777778, 22.1158, 3, 4, 10
2004, 19.8730666666667, 19.9435, 1, 3, 3
2005, 18.61318, 19.3156, 1, 5, 5
2006, 18.0255884920635, 21.1494, 3, 7, 14
2007, 17.8692257142857, 21.1117, 3, 7, 16
2008, 18.5562640476191, 24.4888, 7, 6, 27
2009, 18.5124333333333, 20.9492, 2, 3, 6
2010, -99.9, -99.9, 0, -99.9, 0
2011, 18.11657, 22.3332, 5, 6, 22
2012, 19.1712733333334, 22.4505, 4, 7, 22
2013, 15.90241, 19.7206, 2, 5, 8
2014, 19.7058716666667, 22.7342, 4, 10, 20
2015, 19.6869688888889, 21.3527, 3, 5, 11
2016, 18.14681875, 21.1623, 4, 6, 16
2017, 19.39235, 21.8475, 4, 6, 17
2018, 18.2062, 18.2458, 1, 3, 3
2019, 15.03847, 17.5626, 2, 5, 10
2020, 20.2292363636364, 22.2835, 1, 11, 11
2021, 18.3427222222222, 21.1896, 3, 4, 11
2022, 19.8518533333334, 24.0034, 5, 8, 28
2023, 20.110875, 21.428, 1, 4, 4
2024, 19.8696266666667, 21.5304, 5, 4, 17
2025, 17.8164865079365, 21.9932, 6, 21, 42
2026, 18.8090188333334, 20.7017, 5, 8, 27
2027, 17.4441933333334, 21.7903, 5, 6, 18
2028, 17.2553, 17.7726, 1, 3, 3
2029, 19.4256998095238, 23.5862, 5, 7, 24
2030, 17.4634433333334, 21.6572, 5, 4, 16
2031, 18.90875, 22.1828, 2, 4, 7
2032, 16.8153666666667, 18.3614, 2, 3, 6
2033, 19.7335847530864, 23.114, 6, 27, 48
2034, 18.5266861111111, 20.7719, 3, 8, 15
2035, 20.3875636666667, 23.563, 5, 5, 18
2036, 20.2379564285714, 23.3034, 7, 10, 35
