"Description: ","Standardised Precipitation Index"
"Station: ","final_1971_2005_Athens_rcp45"
"Latitude: ","37.98"
"Longitude: ","23.73"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
time, spi
1971-01, -99.9
1971-02, -99.9
1971-03, -99.9
1971-04, -99.9
1971-05, -99.9
1971-06, 1.40019996066447
1971-07, 0.940331292007746
1971-08, 0.513277200928166
1971-09, -1.70006792950777
1971-10, 0.261586503330113
1971-11, 0.0240184086809778
1971-12, -0.257447275808339
1972-01, -0.827220836808165
1972-02, -1.02487441658268
1972-03, -0.118307312919317
1972-04, -0.782650731271196
1972-05, -0.657322628625119
1972-06, -0.532032281003234
1972-07, 0.13046804515037
1972-08, 0.524625214825647
1972-09, -1.36838621258062
1972-10, -0.754419383072713
1972-11, -2.44925034837749
1972-12, -2.64430042257418
1973-01, -3.35059978615048
1973-02, -3.2686585297123
1973-03, -2.70935948709253
1973-04, -3.11854620818536
1973-05, -2.01348121375888
1973-06, -1.79618954657314
1973-07, -1.07973550785732
1973-08, -0.979544166475183
1973-09, -0.10949339996739
1973-10, 1.66139125715201
1973-11, 0.605328639132543
1973-12, 1.16262061048037
1974-01, 1.26677626339556
1974-02, 1.25958728911136
1974-03, 1.46332101993056
1974-04, 1.45041412528541
1974-05, 2.21718211097928
1974-06, 1.9415277464989
1974-07, 2.03823920900099
1974-08, 2.29455334514617
1974-09, 1.79851913139298
1974-10, -0.0639279569674365
1974-11, -1.21042413719138
1974-12, -1.30969061814493
1975-01, -1.82706603840692
1975-02, -2.16448997837707
1975-03, -1.14814209784518
1975-04, -1.01059815523108
1975-05, -0.597288906656885
1975-06, -0.494478095446825
1975-07, 0.0988813954383158
1975-08, 0.740318968773417
1975-09, -1.03516037235063
1975-10, 1.19625752985759
1975-11, 2.06064822675544
1975-12, 1.97098430415641
1976-01, 1.94975136264293
1976-02, 1.60994664996303
1976-03, 1.72562448595678
1976-04, 1.04704513724266
1976-05, 0.0091842803499946
1976-06, 0.0633512704936027
1976-07, 0.122083691840785
1976-08, 0.514939513621307
1976-09, 0.281373596829405
1976-10, 1.44646469376464
1976-11, 0.69001252844075
1976-12, 0.0741506228662382
1977-01, -0.423814905394581
1977-02, -0.742458873517797
1977-03, -1.05351270601478
1977-04, -1.8090630062626
1977-05, -1.47175764363463
1977-06, -1.10295090653093
1977-07, -0.513812485256654
1977-08, -0.101665742758114
1977-09, 1.04228039967943
1977-10, 0.813337173152846
1977-11, -0.281712973514468
1977-12, 0.56610188333392
1978-01, 0.856740901078493
1978-02, 1.07302786187418
1978-03, 0.828939507179084
1978-04, 0.456027670589891
1978-05, 1.03162195711463
1978-06, 0.420526509278592
1978-07, 0.156024567120017
1978-08, -0.472691196264633
1978-09, -1.2164031343117
1978-10, -1.59289852800017
1978-11, 0.342298297934385
1978-12, -0.0101662276665565
1979-01, -0.59907757963974
1979-02, -0.155744208325886
1979-03, -0.332983845363768
1979-04, -0.25039993302104
1979-05, -1.35782760237078
1979-06, -1.29567364594573
1979-07, -0.577551934934305
1979-08, -1.56245651060888
1979-09, 1.21106586174933
1979-10, 2.04895738777334
1979-11, 1.2100886802845
1979-12, 0.515735590201738
1980-01, 0.852602676589925
1980-02, 0.389943245957608
1980-03, -0.0355647629336432
1980-04, -0.85236597798889
1980-05, -0.670754944938441
1980-06, 0.0514158680021101
1980-07, -0.520429427822121
1980-08, -0.0331814292737448
1980-09, -2.41870256698287
1980-10, 0.939792151018823
1980-11, 1.86131769560855
1980-12, 1.53891010825133
1981-01, 1.0072467256901
1981-02, 0.844538772714644
1981-03, 0.763576215546151
1981-04, 0.331485971384687
1981-05, -0.945071479410051
1981-06, -0.779045440265673
1981-07, 0.101314716921198
1981-08, 0.271798219155582
1981-09, 0.429812844400568
1981-10, -0.80259755539449
1981-11, 0.0603507100335255
1981-12, 0.0453593868889838
1982-01, 0.406567714625985
1982-02, 0.103925118080904
1982-03, 0.401080115644171
1982-04, 0.452330893077726
1982-05, 0.329169578795746
1982-06, 0.345211378610754
1982-07, -0.0503553214113152
1982-08, 0.862953655062795
1982-09, 0.405172522222199
1982-10, -0.335635001665043
1982-11, -0.784157350322364
1982-12, -0.399635415996208
1983-01, 0.709448229810519
1983-02, 0.711103770796389
1983-03, 0.778702691646105
1983-04, 1.04408510284111
1983-05, 1.41056302667741
1983-06, 1.40671505166945
1983-07, 0.423428158564509
1983-08, -0.0246354914195233
1983-09, -0.29161171296593
1983-10, -1.00404389694669
1983-11, 0.832657603909412
1983-12, 0.302609670951222
1984-01, 0.752721940970497
1984-02, 0.669874620891567
1984-03, 1.19968902794125
1984-04, 1.54818311209955
1984-05, 0.715628130476055
1984-06, 1.28610451339911
1984-07, 0.952283517656262
1984-08, 1.10095470322494
1984-09, -0.105894100128814
1984-10, -1.82931432317802
1984-11, -1.30140177783879
1984-12, -0.341128530753961
1985-01, -0.21377571744376
1985-02, -0.0610845747613522
1985-03, 0.928381885177829
1985-04, 0.971166939603924
1985-05, 1.41366093049132
1985-06, 1.20717192419216
1985-07, 1.25142424776978
1985-08, 1.46248640684275
1985-09, 0.406098107685569
1985-10, 1.14211469688208
1985-11, 0.213273276061634
1985-12, 0.571924569331636
1986-01, 0.614631031436257
1986-02, 0.416907241347291
1986-03, 0.216098273857083
1986-04, 0.0295664503347797
1986-05, 0.366890875164091
1986-06, -0.148025513436296
1986-07, -0.216857048321006
1986-08, -0.0407672342866518
1986-09, -0.31726541873296
1986-10, -0.840168099317046
1986-11, -0.836427552558157
1986-12, -0.747112263778783
