"Description: ","Heatwave definitions and aspects"
"Station: ","final_1971_2005_Athens_rcp45"
"Latitude: ","37.98"
"Longitude: ","23.73"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
time, HWM, HWA, HWN, HWD, HWF
1971, 25.444325, 25.8463, 1, 4, 4
1972, 23.8281, 25.9689, 3, 5, 11
1973, 26.9277, 27.7469, 1, 3, 3
1974, 21.39775, 22.2021, 2, 4, 7
1975, 22.2717295454546, 24.247, 4, 11, 20
1976, -99.9, -99.9, 0, -99.9, 0
1977, -99.9, -99.9, 0, -99.9, 0
1978, -99.9, -99.9, 0, -99.9, 0
1979, 23.1193690476191, 28.4413, 4, 7, 17
1980, 23.5335333333334, 27.3091, 2, 5, 8
1981, -99.9, -99.9, 0, -99.9, 0
1982, 23.5717, 28.0226, 3, 4, 10
1983, -99.9, -99.9, 0, -99.9, 0
1984, 26.2467833333334, 27.4402, 2, 3, 6
1985, 25.8280333333334, 26.2608, 1, 3, 3
1986, 23.2736666666667, 25.794, 3, 8, 17
1987, -99.9, -99.9, 0, -99.9, 0
1988, -99.9, -99.9, 0, -99.9, 0
1989, -99.9, -99.9, 0, -99.9, 0
1990, 22.9815333333334, 25.8495, 2, 5, 8
1991, 21.73665, 22.8597, 1, 6, 6
1992, 25.4356888888889, 26.4467, 3, 3, 9
1993, -99.9, -99.9, 0, -99.9, 0
1994, 24.8418305555556, 28.9726, 3, 4, 10
1995, 22.6520226666667, 25.2787, 5, 5, 19
1996, 24.0828866666667, 26.0593, 2, 5, 8
1997, 26.49506, 27.3307, 1, 5, 5
1998, -99.9, -99.9, 0, -99.9, 0
1999, 26.6306666666667, 27.3169, 2, 5, 8
2000, -99.9, -99.9, 0, -99.9, 0
2001, 25.5867544444445, 27.8598, 3, 10, 18
2002, 27.406575, 27.9092, 1, 4, 4
2003, 20.75195, 23.295, 2, 4, 7
2004, 21.49565, 22.4613000000001, 1, 4, 4
2005, 23.477575, 24.0254, 1, 4, 4
2006, 23.0060900340136, 27.2231, 7, 7, 30
2007, 23.278930952381, 28.3006, 2, 7, 10
2008, 24.8638483333334, 26.8729, 2, 10, 13
2009, 23.6797138888889, 27.431, 4, 9, 18
2010, 23.3743533333334, 28.3196, 2, 6, 11
2011, 21.9622891666667, 28.769, 4, 5, 15
2012, 22.0116587301588, 25.9549, 3, 14, 25
2013, 19.4331428571429, 21.8812, 2, 7, 12
2014, 24.6002745238095, 27.5721, 5, 7, 25
2015, 26.2836333333334, 27.0041000000001, 1, 3, 3
2016, 21.1363787878788, 24.6892, 3, 11, 20
2017, 25.9355541666667, 27.4125, 3, 8, 15
2018, 24.7612833333334, 26.9, 2, 3, 6
2019, 22.698355, 27.2431, 5, 4, 20
2020, 23.2175154761905, 28.1354, 4, 7, 16
2021, 26.0390880808081, 30.7505, 3, 11, 19
2022, 23.5183944444445, 25.5129, 3, 6, 14
2023, 25.9206, 26.7984, 1, 3, 3
2024, 24.0340954409171, 28.9467, 9, 9, 46
2025, 22.7178181607143, 28.9208, 10, 16, 64
2026, 23.6359666666667, 27.0486, 3, 3, 9
2027, 22.3523634285715, 26.3781, 5, 10, 28
2028, 24.5142575, 26.6058, 2, 10, 14
2029, 22.4985542857143, 28.1138, 3, 7, 17
2030, 22.0069966666667, 23.6923, 3, 10, 17
2031, 25.3727222222223, 27.2874, 3, 6, 12
2032, 22.89340625, 25.2927, 4, 4, 13
2033, 22.5043467460318, 26.4192, 6, 7, 28
2034, 21.2520815064103, 24.7259, 4, 13, 36
2035, 25.5434128787879, 29.3581, 2, 11, 17
2036, 24.7787753333334, 30.9596, 4, 25, 37
2037, 24.3941783333334, 29.0872, 4, 5, 14
2038, 24.5131724404762, 29.0903, 8, 7, 32
2039, 23.2803890740741, 30.0919, 9, 5, 34
2040, 22.8733539880953, 29.5888, 8, 15, 53
2041, 24.2185009090909, 27.9278, 5, 11, 32
2042, 23.9848791666667, 29.1941, 4, 5, 15
2043, 22.8305916666667, 26.2487, 6, 6, 25
2044, 27.3919183333334, 29.1585, 2, 6, 11
2045, 24.8367381944445, 27.9196, 4, 9, 23
2046, 25.4618389583334, 30.1498, 8, 6, 39
2047, 24.9786715740741, 30.7248, 6, 9, 27
2048, 23.0222293650794, 29.4344, 7, 10, 44
2049, 26.0752388888889, 27.1609, 3, 6, 13
2050, 24.5355784866368, 30.6009, 9, 13, 65
2051, 22.7225546666667, 26.2305, 5, 5, 20
2052, 23.6776944444445, 29.7022, 8, 9, 47
2053, 23.6383582142857, 28.2206, 6, 10, 37
2054, 23.5750839423077, 28.1386, 8, 26, 73
2055, 24.4989840740741, 29.048, 9, 15, 67
2056, 25.6082120354809, 31.2352, 6, 17, 44
2057, 26.1629045238095, 28.6777, 4, 7, 24
2058, 24.2643773936848, 28.6659, 6, 17, 49
2059, 23.523765925926, 28.7478, 9, 7, 33
2060, 24.6834032589286, 27.6268, 8, 14, 55
2061, 26.2719216666667, 28.3768, 5, 4, 17
2062, 25.3205056190476, 30.3229, 5, 21, 38
2063, 24.4071640921116, 31.173, 6, 11, 44
2064, 24.9180148148148, 28.8519, 9, 7, 40
2065, 24.1297459183674, 29.4493000000001, 7, 14, 43
2066, 24.2110123328524, 27.4704, 7, 27, 60
2067, 24.2334319345238, 27.8851, 8, 11, 41
2068, 24.7788875, 26.79, 2, 4, 7
2069, 24.2870313368056, 29.3873, 8, 16, 46
2070, 24.4964733333334, 25.3206, 2, 10, 13
2071, 25.1844484567901, 28.9097, 9, 9, 43
2072, 23.4129879414683, 29.5757, 8, 18, 61
2073, 24.5624166666667, 27.3098, 4, 6, 15
2074, 23.987378030303, 28.5725, 10, 12, 55
2075, 24.5325383760684, 28.0475, 9, 13, 51
2076, 24.80412, 25.5577, 1, 5, 5
2077, 23.6822075170068, 29.2504, 7, 21, 61
2078, 23.4597901785715, 30.852, 12, 12, 57
2079, 23.1113736111111, 25.6846, 3, 12, 23
2080, 23.7746526961233, 28.0216, 12, 13, 72
2081, 24.6331702380953, 28.3865, 8, 14, 41
2082, 24.3216430952381, 31.5575, 5, 18, 38
2083, 22.4944242857143, 28.1239, 5, 15, 47
