"Description: ","Heatwave definitions and aspects"
"Station: ","final_1971_2005_Paris_rcp45"
"Latitude: ","48.85"
"Longitude: ","2.35"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
time, HWM, HWA, HWN, HWD, HWF
1971, 11.0861113613411, 17.9644071397332, 1, 10, 10
1972, -99.9, -99.9, 0, -99.9, 0
1973, 13.2269460452903, 33.3898311500443, 3, 9, 18
1974, 9.41156796716665, 16.656946245611, 1, 5, 5
1975, 12.4759476473388, 21.4550477882221, 1, 4, 4
1976, 2.16387203793968, 6.43011636256668, 2, 7, 10
1977, -99.9, -99.9, 0, -99.9, 0
1978, -99.9, -99.9, 0, -99.9, 0
1979, 6.01611495329235, 10.5149765728222, 2, 4, 7
1980, 5.33589676831105, 8.29459557764442, 1, 3, 3
1981, -99.9, -99.9, 0, -99.9, 0
1982, 5.89479799467051, 17.0235345166443, 2, 5, 8
1983, 9.12538189503703, 25.2524858500279, 2, 3, 6
1984, 3.87225195229607, 10.6095445283334, 2, 4, 7
1985, 8.82059522681326, 18.1040218889888, 2, 5, 9
1986, 5.65525148876288, 9.92495882096664, 1, 3, 3
1987, 10.5977781768825, 28.8766935623444, 3, 4, 10
1988, 6.96959233301711, 10.9942578003999, 3, 9, 17
1989, 3.52787731038698, 5.78805098104979, 1, 3, 3
1990, 3.93861359695742, 7.51055688469999, 1, 9, 9
1991, 1.55154423130266, 3.47350128385556, 2, 7, 10
1992, -99.9, -99.9, 0, -99.9, 0
1993, 7.94251592948045, 29.4697518354002, 3, 9, 21
1994, 4.98354249285913, 11.3684869712444, 1, 3, 3
1995, 5.10932446275414, 9.9230715287167, 2, 4, 8
1996, 6.94835726126778, 12.2073689646999, 1, 5, 5
1997, 20.8050377599978, 52.8596460902222, 1, 8, 8
1998, 1.33198458652035, 1.93597210513883, 1, 3, 3
1999, 6.84460972176756, 19.8078315926111, 4, 5, 16
2000, 13.0829701560211, 58.6391671941336, 3, 11, 19
2001, 9.77037667922359, 16.4716694841725, 1, 4, 4
2002, 7.60184818224296, 15.3620220803333, 3, 5, 13
2003, 15.9842106916014, 27.2373817382, 1, 4, 4
2004, 9.03625323145816, 28.688407159611, 5, 6, 26
2005, 5.45009759322284, 20.6119783516167, 6, 10, 28
2006, 7.88001807705274, 25.3170986737777, 2, 7, 13
2007, 23.0118668868059, 47.7646567198888, 1, 12, 12
2008, 10.3860010157753, 27.3427669305555, 3, 9, 18
2009, 2.70088244659026, 4.59256215733325, 1, 4, 4
2010, -99.9, -99.9, 0, -99.9, 0
2011, 12.117410866885, 29.9204636316002, 4, 6, 18
2012, 11.0736780515667, 42.2846566187224, 5, 18, 37
2013, 8.6928752634573, 37.827119017678, 4, 16, 34
2014, 5.75183783006113, 10.2159603180111, 1, 4, 4
2015, 8.19076889376196, 16.4766005588167, 2, 6, 9
2016, 5.55803634340742, 36.8816188145776, 6, 12, 28
2017, 8.74258504196674, 13.4723999923335, 1, 4, 4
2018, 5.15223581565322, 7.35386004080002, 1, 7, 7
2019, 10.7990477388898, 31.6776631477331, 3, 8, 16
2020, 11.3308463786719, 35.0577978307502, 4, 5, 18
2021, 11.1248134581705, 26.1187146504112, 4, 6, 17
2022, 12.3633162542161, 49.0505875706669, 2, 18, 24
2023, 12.4032764700489, 65.4843841793165, 5, 14, 39
2024, 12.640493351116, 36.5185237072554, 2, 9, 12
2025, 20.7261847442471, 33.760126680561, 1, 8, 8
2026, -99.9, -99.9, 0, -99.9, 0
2027, 9.36563757862657, 39.7126068129001, 3, 9, 14
2028, 16.3899112569956, 62.4859221311113, 3, 6, 13
2029, 11.298815511661, 45.4005995212778, 4, 14, 25
2030, 10.4357386080963, 21.1960399694221, 3, 7, 14
2031, 4.98311295258919, 17.2237287973332, 2, 9, 12
2032, 11.1866677620835, 36.2148575051111, 2, 8, 13
2033, 11.6025017302913, 52.4369360417443, 3, 14, 24
2034, 12.8791014507229, 52.2746157691333, 4, 9, 19
2035, 9.61144528716962, 24.0592902791666, 1, 11, 11
2036, 1.95475253902501, 5.51931169350002, 1, 4, 4
2037, 3.99849568016572, 14.6590849699668, 2, 7, 10
2038, 17.7367643395734, 27.9514755165002, 1, 5, 5
2039, 6.10333730492205, 24.1174302880277, 3, 7, 14
2040, 2.850424174071, 8.72371654597222, 3, 3, 9
2041, 15.8365472562597, 50.7491073314499, 4, 8, 23
2042, 18.4309783746991, 59.3561927542, 3, 17, 23
2043, 13.7622554086294, 52.2923476813331, 4, 10, 25
2044, 19.1575310446499, 33.4578272563775, 1, 4, 4
2045, 5.21570488936045, 14.462199799778, 3, 13, 20
2046, -99.9, -99.9, 0, -99.9, 0
2047, 7.93674848562984, 22.2405947738331, 7, 9, 41
2048, 13.5874205229357, 39.4066664489499, 5, 8, 22
