"Description: ","Heatwave definitions and aspects"
"Station: ","final_1971_2005_Paris_rcp45"
"Latitude: ","48.85"
"Longitude: ","2.35"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
time, HWM, HWA, HWN, HWD, HWF
1971, 35.65653, 39.0387, 1, 10, 10
1972, -99.9, -99.9, 0, -99.9, 0
1973, 34.9887422222222, 45.6608, 3, 9, 18
1974, 30.5427, 32.5473, 1, 3, 3
1975, 28.452225, 30.7089, 1, 4, 4
1976, 26.2425777777778, 28.6645, 1, 9, 9
1977, -99.9, -99.9, 0, -99.9, 0
1978, -99.9, -99.9, 0, -99.9, 0
1979, 28.719325, 29.903, 2, 3, 5
1980, 27.7992, 28.999, 1, 3, 3
1981, 29.9282, 31.4228, 1, 3, 3
1982, 29.6539666666667, 31.976, 1, 6, 6
1983, 28.453075, 29.3894, 2, 4, 6
1984, 29.0197866666667, 31.4416000000001, 2, 5, 8
1985, 32.9821416666667, 35.1193, 2, 4, 7
1986, -99.9, -99.9, 0, -99.9, 0
1987, 33.2506541666667, 35.8913, 2, 4, 7
1988, 29.3216541666667, 30.6911, 2, 4, 7
1989, -99.9, -99.9, 0, -99.9, 0
1990, 34.3625666666667, 35.6146, 1, 3, 3
1991, 30.21155, 31.6688, 1, 4, 4
1992, -99.9, -99.9, 0, -99.9, 0
1993, 32.00736375, 36.9049, 4, 5, 15
1994, -99.9, -99.9, 0, -99.9, 0
1995, 31.47135, 32.6268, 1, 4, 4
1996, 34.55258, 36.0688, 1, 5, 5
1997, 35.38632, 40.5645, 1, 5, 5
1998, -99.9, -99.9, 0, -99.9, 0
1999, 30.9654354166667, 36.1284, 4, 6, 17
2000, 32.3582433333334, 41.9104, 3, 10, 19
2001, 30.491875, 32.9836, 1, 4, 4
2002, 29.92246875, 38.0064, 4, 4, 13
2003, 33.89198, 34.7627, 1, 5, 5
2004, 32.58320625, 40.3696, 4, 6, 19
2005, 32.7804621428572, 36.1568, 7, 10, 32
2006, 33.02212, 36.0552, 2, 5, 9
2007, 29.6759916666667, 33.059, 1, 12, 12
2008, 31.7351041666667, 36.9673, 4, 6, 18
2009, 31.84616, 33.9261, 1, 5, 5
2010, 27.2830333333334, 27.6652, 1, 3, 3
2011, 31.6018063492064, 33.4522, 3, 7, 13
2012, 32.8099570256411, 37.3232, 5, 13, 29
2013, 32.520383, 34.4452, 5, 5, 22
2014, 30.0900333333334, 30.8901, 1, 3, 3
2015, 31.09175, 32.4948, 1, 4, 4
2016, 30.7089583333334, 34.4698, 3, 8, 15
2017, 28.3810233333334, 33.0757, 2, 5, 8
2018, 26.4110666666667, 27.5802, 1, 3, 3
2019, 31.9285375, 36.7237, 4, 4, 13
2020, 31.6734104166667, 33.9178, 4, 6, 18
2021, 33.9202619047619, 37.7189, 2, 7, 10
2022, 31.7570333333334, 40.0372, 5, 16, 32
2023, 32.6623458333334, 41.1418, 7, 8, 33
2024, 31.95905, 34.693, 1, 6, 6
2025, 31.0658714285714, 33.1529, 1, 7, 7
2026, -99.9, -99.9, 0, -99.9, 0
2027, 31.740382962963, 36.6781, 3, 9, 19
2028, 35.04865, 40.066, 2, 6, 9
2029, 35.0207283333334, 40.4949, 4, 14, 25
2030, 35.440275, 40.4456, 2, 8, 12
2031, 31.1025880952381, 34.6574, 2, 7, 10
2032, 30.2014047619048, 37.4923, 3, 7, 13
2033, 32.0507097222222, 34.6116, 3, 8, 18
2034, 34.0920433333334, 42.6726, 5, 4, 17
2035, 31.3472166666667, 35.6148, 2, 3, 6
2036, 26.4456875, 26.5554, 2, 4, 7
2037, -99.9, -99.9, 0, -99.9, 0
2038, 31.9406, 32.5096, 1, 4, 4
2039, 35.8011333333333, 37.4735, 1, 3, 3
2040, 30.347, 30.8793, 1, 3, 3
2041, 31.4218855, 36.5163, 5, 9, 28
2042, 31.0357527272728, 40.8785, 5, 11, 25
2043, 33.60316, 35.8766, 3, 9, 18
2044, 30.2321458333334, 31.6215, 2, 4, 7
2045, 31.63344, 34.1219, 2, 10, 15
2046, -99.9, -99.9, 0, -99.9, 0
2047, 33.4770878571429, 40.3474000000001, 7, 5, 28
2048, 32.518222962963, 40.1676, 3, 9, 17
2049, 31.1565333333334, 37.0278, 2, 3, 6
2050, 32.16724, 34.6339, 1, 5, 5
2051, 34.9230444444445, 37.1331, 1, 9, 9
2052, 34.297935, 40.2505, 4, 10, 24
2053, 31.2830166666667, 35.0479, 2, 4, 7
2054, 34.0892, 35.9924, 2, 3, 6
2055, 34.4867833333334, 43.3396, 4, 4, 13
2056, -99.9, -99.9, 0, -99.9, 0
2057, 31.9422544444445, 34.217, 6, 5, 20
2058, 31.92465, 35.9929, 2, 7, 10
2059, -99.9, -99.9, 0, -99.9, 0
2060, 31.6036335416667, 37.6681, 8, 5, 32
2061, 31.1134854166667, 34.7748, 4, 8, 21
2062, 32.38384, 38.7954, 5, 10, 36
2063, 34.6049853333334, 44.3441, 5, 15, 40
2064, 32.0920316666667, 36.8739, 4, 5, 16
2065, 32.3411916666667, 35.3440000000001, 2, 6, 10
2066, -99.9, -99.9, 0, -99.9, 0
2067, 25.6255333333334, 26.5501, 1, 6, 6
2068, 34.7781066666667, 38.7763, 5, 8, 21
2069, 30.3583366666667, 35.7696, 4, 5, 16
2070, 32.7569566666667, 37.4637, 3, 5, 13
2071, 34.2468642857143, 37.6381, 2, 7, 14
2072, 31.94357, 37.1839000000001, 4, 5, 18
2073, 33.5281481904762, 39.9546, 5, 7, 21
2074, 33.2749966666667, 39.7134, 3, 6, 14
2075, 34.1973187619048, 40.7935, 5, 7, 23
2076, 35.980375, 38.0621000000001, 2, 4, 7
2077, 32.3817555555556, 36.795, 3, 4, 11
2078, 32.7746, 41.1555, 5, 6, 22
2079, 34.84016, 37.4817, 1, 5, 5
2080, 32.46036, 33.4572, 1, 5, 5
2081, 30.5325375, 37.7202, 4, 6, 16
2082, 31.9259125, 36.7659, 4, 8, 22
2083, 32.1667638888889, 37.9103, 3, 4, 11
2084, 30.4204425925926, 36.8436, 3, 9, 18
2085, 29.1677488888889, 33.5201, 3, 5, 13
2086, 33.0257983333334, 40.0771, 8, 12, 49
2087, 27.21, 29.0911, 2, 3, 6
2088, 29.5853944444445, 33.4798, 3, 4, 10
2089, 30.6293885582011, 37.1520000000001, 6, 9, 28
2090, 35.5317155555556, 40.0422, 3, 10, 17
2091, 33.5237819444445, 42.0053, 6, 7, 30
2092, 35.2671955128205, 47.2291, 4, 26, 45
2093, 32.8802506666667, 39.8487, 5, 5, 17
2094, 33.106878125, 40.7445, 6, 16, 32
2095, 31.5146833333333, 37.7867, 5, 9, 23
2096, 35.0795818888889, 44.1263, 5, 12, 40
2097, 32.5307862585034, 40.2436, 7, 15, 42
2098, 32.0796834285715, 40.2217, 5, 14, 31
2099, 32.3238178571429, 41.3693, 6, 12, 33
2100, 32.2096975091575, 40.0758, 3, 13, 25
