"Description: ","Standardised Precipitation-Evapotranspiration Index"
"Station: ","final_1971_2005_Paris_rcp45"
"Latitude: ","48.85"
"Longitude: ","2.35"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
time, spei
1971-01, -99.9
1971-02, -99.9
1971-03, 0.208219829677487
1971-04, -1.37246897234551
1971-05, -1.04224241860799
1971-06, -1.08343990622041
1971-07, -1.07063100489826
1971-08, -0.652546120822806
1971-09, 0.222994737740238
1971-10, 0.730883354442054
1971-11, 1.24290518434831
1971-12, -0.218735525016253
1972-01, 0.595976553156115
1972-02, -0.242821017392621
1972-03, 1.27844602251186
1972-04, 0.632722766659904
1972-05, 1.32816322540034
1972-06, 0.598787901448633
1972-07, 0.740925273907621
1972-08, 0.538238597314166
1972-09, 0.279724269564881
1972-10, -0.286685504295081
1972-11, -1.01164503264134
1972-12, -1.1238235661007
1973-01, -1.54146648936008
1973-02, -1.65190975678575
1973-03, -0.0631052648313842
1973-04, -0.769059753638511
1973-05, -0.90983824738445
1973-06, -2.16008187898204
1973-07, -2.28880122309328
1973-08, -1.63029762626899
1973-09, -1.09000843382239
1973-10, 0.724575099870877
1973-11, 1.75437020364445
1973-12, 1.57973215583119
1974-01, 1.00584091912579
1974-02, -0.842357775890709
1974-03, -0.866103823035459
1974-04, -1.26486657814121
1974-05, -0.451208459752819
1974-06, -1.63818497766696
1974-07, -0.379381930745951
1974-08, 0.391003495674458
1974-09, 1.63340324068469
1974-10, 2.6166589186669
1974-11, 2.29121773132603
1974-12, 0.620824288267045
1975-01, 0.881589646009524
1975-02, -0.501745415911825
1975-03, 1.38080126274001
1975-04, -0.44727898835517
1975-05, -0.19487072927404
1975-06, -0.586377769057317
1975-07, -0.730161415176083
1975-08, -0.230704595127919
1975-09, 0.80638952107704
1975-10, 2.07021078280132
1975-11, 1.8758447224639
1975-12, 0.572794483692184
1976-01, 0.0191814142402192
1976-02, -0.634828046273361
1976-03, -1.24002479340671
1976-04, -1.47061185859887
1976-05, -1.22169974639415
1976-06, -1.44902314115016
1976-07, 0.223652466452758
1976-08, -0.10598497070318
1976-09, -0.232273040549272
1976-10, -1.1930840552945
1976-11, -0.0814030904060312
1976-12, 0.943117603150663
1977-01, 0.633699226478079
1977-02, -0.43874063844542
1977-03, -1.40091692109556
1977-04, -0.241181537894687
1977-05, 1.00642524866236
1977-06, 1.61784430572384
1977-07, 0.919384117796128
1977-08, 0.310876071450986
1977-09, -0.079495361352722
1977-10, 0.247634193494454
1977-11, 0.996898092934208
1977-12, 0.56909021800628
1978-01, 0.631683357531819
1978-02, -0.354652304519038
1978-03, 0.0166864032320564
1978-04, -1.30122945582934
1978-05, -0.88730462447382
1978-06, 0.163902206581678
1978-07, 0.745156120949939
1978-08, -0.0724709899805124
1978-09, -0.436292806115253
1978-10, -0.523947187125935
1978-11, 0.927664129591113
1978-12, 0.485320352002229
1979-01, 0.728462453898108
1979-02, -1.00270357850416
1979-03, -0.861848254773639
1979-04, -2.63932647695903
1979-05, -1.13272665334253
1979-06, -0.0662682869551659
1979-07, 0.72888064638932
1979-08, -0.341312435464793
1979-09, -0.966337804524562
1979-10, -0.449716819121297
1979-11, 0.635346862172656
1979-12, 1.84017577643381
1980-01, 0.604281127904015
1980-02, 0.0418521663988213
1980-03, -1.48550806384611
1980-04, -1.55246760878467
1980-05, -0.966400238615992
1980-06, -0.153433182597401
1980-07, 0.311515108655913
1980-08, 0.994973464380591
1980-09, 0.936416548502289
1980-10, 0.819496872607494
1980-11, -0.299896725277149
1980-12, 0.0773857818542905
1981-01, 0.639244104596231
1981-02, 1.06701063213188
1981-03, -0.842656115017301
1981-04, -0.337235513020631
1981-05, -1.64725911395258
1981-06, -1.30200821543734
1981-07, -0.713964700592099
1981-08, -0.633848591757663
1981-09, -0.213240780357653
1981-10, -0.954740534882974
1981-11, -0.737084570305547
1981-12, -1.64970460226981
1982-01, -1.05505696370361
1982-02, -1.15484203080182
1982-03, 0.0790768056807798
1982-04, -0.645651403714838
