"Description: ","Linear trend statistics"
"Station: ","final_1971_2005_Berlin_rcp85"
"Latitude: ","52.51"
"Longitude: ","13.4"
"Climpact_version: ","3.1.6"
"Date_of_calculation: ","2024-01-01"
Index,Frequency,StartYear,EndYear,Lower bound,Slope,Upper bound
fd,annual,1971,2100,-0.58,-0.5,-0.424242424242424
fd,monthly,1971,2100,0,0,0
fd,DJF,1971,2100,-0.126666666666667,-0.104938271604938,-0.0819209039548023
fd,MAM,1971,2100,-0.0427350427350427,-0.0352941176470588,-0.0277777777777778
fd,JJA,1971,2100,0,0,0
fd,SON,1971,2100,-0.032258064516129,-0.0232558139534884,-0.0158730158730159
tnlt2,annual,1971,2100,-0.738095238095238,-0.660377358490566,-0.584
tnlt2,monthly,1971,2100,0,0,0
tnlt2,DJF,1971,2100,-0.130081300813008,-0.111111111111111,-0.0897435897435897
tnlt2,MAM,1971,2100,-0.0807017543859649,-0.0694444444444444,-0.0582010582010582
tnlt2,JJA,1971,2100,0,0,0
tnlt2,SON,1971,2100,-0.0555555555555557,-0.0444444444444445,-0.0333333333333333
tnltm2,annual,1971,2100,-0.352941176470588,-0.285714285714286,-0.231481481481481
tnltm2,monthly,1971,2100,0,0,0
tnltm2,DJF,1971,2100,-0.1,-0.0791313559322034,-0.0579710144927536
tnltm2,MAM,1971,2100,0,0,0
tnltm2,JJA,1971,2100,0,0,0
tnltm2,SON,1971,2100,-0.00740740740740741,-0.00387596899224806,0
tnltm20,annual,1971,2100,0,0,0
tnltm20,monthly,1971,2100,0,0,0
tnltm20,DJF,1971,2100,0,0,0
tnltm20,MAM,1971,2100,0,0,0
tnltm20,JJA,1971,2100,0,0,0
tnltm20,SON,1971,2100,0,0,0
id,annual,1971,2100,-0.159420289855072,-0.118181818181818,-0.0869565217391304
id,monthly,1971,2100,0,0,0
id,DJF,1971,2100,-0.0533333333333333,-0.0384615384615385,-0.0238095238095238
id,MAM,1971,2100,0,0,0
id,JJA,1971,2100,0,0,0
id,SON,1971,2100,0,0,0
su,annual,1971,2100,0.245614035087719,0.324675324675325,0.404255319148936
su,monthly,1971,2100,0,0,0
su,DJF,1971,2100,0,0,0
su,MAM,1971,2100,0.0238095238095238,0.046875,0.07
su,JJA,1971,2100,0.158730158730159,0.214285714285714,0.27027027027027
su,SON,1971,2100,0.0252100840336134,0.0428571428571429,0.0625
tr,annual,1971,2100,0.119402985074627,0.153846153846154,0.181818181818182
tr,monthly,1971,2100,0,0,0
tr,DJF,1971,2100,0,0,0
tr,MAM,1971,2100,0,0,0
tr,JJA,1971,2100,0.112903225806452,0.142857142857143,0.171717171717172
tr,SON,1971,2100,0,0,0
gsl,annual,1971,2100,0.521276595744681,0.678571428571429,0.822222222222222
txx,annual,1971,2100,0.0481948051948054,0.0685553191489358,0.0900363636363635
txx,monthly,1971,2100,0.00234912641315521,0.00338372303224279,0.00440777576853526
txx,DJF,1971,2100,0.035797368421054,0.0439503571428576,0.0519621621621626
txx,MAM,1971,2100,0.0247948717948714,0.0368786666666665,0.048005555555556
txx,JJA,1971,2100,0.0481948051948054,0.0685553191489358,0.0900363636363635
txx,SON,1971,2100,0.0216526315789481,0.035971717171717,0.0513159999999993
tnn,annual,1971,2100,0.0628314285714282,0.0822000000000003,0.105809900990099
tnn,monthly,1971,2100,0.00197988826815642,0.00264337434778246,0.00333652173913045
tnn,DJF,1971,2100,0.0547205479452054,0.0795412293853071,0.104352542372881
tnn,MAM,1971,2100,0.0131703125000007,0.0189383561643835,0.0244096774193556
tnn,JJA,1971,2100,0.0256074999999996,0.0319263157894734,0.039055172413794
tnn,SON,1971,2100,0.0209325301204824,0.029935294117647,0.0395598214285714
tnx,annual,1971,2100,0.0389200000000001,0.0477933333333341,0.0575500000000015
tnx,monthly,1971,2100,0.00228760563380278,0.00296524685249319,0.00364808853118716
tnx,DJF,1971,2100,0.0303638554216866,0.0403737068965519,0.050714516129032
tnx,MAM,1971,2100,0.0185061224489791,0.0270199999999997,0.0353666666666691
tnx,JJA,1971,2100,0.0389200000000001,0.0477933333333341,0.0575500000000015
tnx,SON,1971,2100,0.0314616666666666,0.0386543689320389,0.0453466666666676
txn,annual,1971,2100,0.0405939759036146,0.0589404761904765,0.0774444444444448
txn,monthly,1971,2100,0.00186805194805195,0.00277091222361009,0.0036967032967033
txn,DJF,1971,2100,0.0361119047619051,0.0567809031838856,0.0763327586206897
txn,MAM,1971,2100,0.0260099999999994,0.0359544444444446,0.0455946428571425
txn,JJA,1971,2100,0.0107521739130433,0.0185508928571428,0.02638947368421
txn,SON,1971,2100,0.0277241379310346,0.0409190476190478,0.0533575342465755
dtr,annual,1971,2100,-0.00312223425756482,-0.000650145699528402,0.00182180762358546
dtr,monthly,1971,2100,-0.000376009501187648,-0.000105784357325277,0.000159227053140095
dtr,DJF,1971,2100,6.61999291034057e-06,0.00169719335732068,0.0033730259994246
dtr,MAM,1971,2100,-0.00351891682479436,-0.000451667056256838,0.00263935569209762
dtr,JJA,1971,2100,-0.00696552890359347,-0.00110199641577064,0.00487239263032127
dtr,SON,1971,2100,-0.00582193226209167,-0.0032030182625021,-0.000362351083802659
wsdi,annual,1971,2100,0.266666666666667,0.329787234042553,0.390625
wsdi3,annual,1971,2100,0.456521739130435,0.541666666666667,0.622222222222222
csdi,annual,1971,2100,0,0,0
csdi3,annual,1971,2100,-0.233644859813084,-0.192982456140351,-0.155963302752294
txgt50p,annual,1971,2100,0.244784603591575,0.281278538812785,0.321620011911852
txgt50p,monthly,1971,2100,0.0220108097532344,0.024418162192294,0.0268042514951504
txgt50p,DJF,1971,2100,0.275663703083058,0.352444103808548,0.430511763279166
txgt50p,MAM,1971,2100,0.173766574612688,0.238337979556618,0.298247344710795
txgt50p,JJA,1971,2100,0.18191654831947,0.246042413381123,0.305171530977982
txgt50p,SON,1971,2100,0.251982187466058,0.312023017092141,0.37295359876005
tx10p,annual,1971,2100,-0.107928601079286,-0.0936558826386865,-0.079850832601787
tx10p,monthly,1971,2100,-0.00249868818870093,0,0
tx10p,DJF,1971,2100,-0.122887864823349,-0.0825996804786022,-0.0424448217317487
tx10p,MAM,1971,2100,-0.10857825567503,-0.083273596176822,-0.0581226387678001
tx10p,JJA,1971,2100,-0.0991800461530908,-0.0768049155145929,-0.0551419906258616
tx10p,SON,1971,2100,-0.0881834215167548,-0.0685639900854152,-0.0501792114695341
tx90p,annual,1971,2100,0.148382172537044,0.173874308349869,0.199838839645447
tx90p,monthly,1971,2100,0.011075730305967,0.0126750744660625,0.0142734798743934
tx90p,DJF,1971,2100,0.215509542410233,0.264596939999582,0.313383019476209
tx90p,MAM,1971,2100,0.0858758049946091,0.123135622615331,0.163440860215054
tx90p,JJA,1971,2100,0.106370678691178,0.155728587319244,0.201268265784395
tx90p,SON,1971,2100,0.122854561878952,0.162617814947564,0.201423595335454
tn10p,annual,1971,2100,-0.113202355735479,-0.100327995369477,-0.0882800608828006
tn10p,monthly,1971,2100,-0.00309046538145934,-0.00225627797437156,0
tn10p,DJF,1971,2100,-0.117435664030646,-0.0720589960121979,-0.0370782350760104
tn10p,MAM,1971,2100,-0.115325295970457,-0.0951369529625205,-0.0751925570044994
tn10p,JJA,1971,2100,-0.10752688172043,-0.0873655913978495,-0.0692407950472467
tn10p,SON,1971,2100,-0.0885757837926915,-0.065359477124183,-0.0460829493087558
tn90p,annual,1971,2100,0.228141812925611,0.25440313111546,0.281368365895651
tn90p,monthly,1971,2100,0.0185813997358989,0.0201612903225806,0.0217717717717718
tn90p,DJF,1971,2100,0.212336875108244,0.264016897081413,0.316838334079713
tn90p,MAM,1971,2100,0.166666666666667,0.203853046594982,0.24497714642728
tn90p,JJA,1971,2100,0.26464246968511,0.307822053552604,0.347423062662217
tn90p,SON,1971,2100,0.199539934734928,0.244424532058941,0.28843897661102
tmge5,annual,1971,2100,0.545454545454545,0.615384615384615,0.692307692307692
tmge5,monthly,1971,2100,0,0,0
tmge5,DJF,1971,2100,0.0916666666666667,0.112164509944884,0.133333333333333
tmge5,MAM,1971,2100,0.0416666666666667,0.0529100529100529,0.0645161290322581
tmge5,JJA,1971,2100,0,0,0
tmge5,SON,1971,2100,0.0306122448979592,0.0416666666666665,0.0512820512820512
tmlt5,annual,1971,2100,-0.695652173913043,-0.616279069767442,-0.54320987654321
tmlt5,monthly,1971,2100,0,0,0
tmlt5,DJF,1971,2100,-0.133333333333333,-0.111111111111111,-0.0915750915750916
tmlt5,MAM,1971,2100,-0.0645161290322581,-0.0529100529100529,-0.0416666666666667
tmlt5,JJA,1971,2100,0,0,0
tmlt5,SON,1971,2100,-0.0512820512820513,-0.0416666666666666,-0.0306513409961686
tmge10,annual,1971,2100,0.363636363636364,0.428571428571429,0.479591836734694
tmge10,monthly,1971,2100,0,0,0.00110987791342952
tmge10,DJF,1971,2100,0.0166666666666667,0.0217096736184753,0.0277777777777778
tmge10,MAM,1971,2100,0.047008547008547,0.0598290598290598,0.0732600732600732
tmge10,JJA,1971,2100,0,0,0
tmge10,SON,1971,2100,0.0493827160493827,0.06,0.0714285714285714
tmlt10,annual,1971,2100,-0.478260869565217,-0.428571428571429,-0.367816091954023
tmlt10,monthly,1971,2100,0,0,0
tmlt10,DJF,1971,2100,-0.0277777777777778,-0.0222222222222222,-0.0168776371308017
tmlt10,MAM,1971,2100,-0.0733333333333333,-0.0598290598290598,-0.0471014492753623
tmlt10,JJA,1971,2100,0,0,0
tmlt10,SON,1971,2100,-0.0714285714285714,-0.06,-0.0493827160493827
txge30,annual,1971,2100,0.13953488372093,0.192307692307692,0.247422680412371
txge30,monthly,1971,2100,0,0,0
txge30,DJF,1971,2100,0,0,0
txge30,MAM,1971,2100,0,0,0.00952380952380952
txge30,JJA,1971,2100,0.108108108108108,0.153846153846154,0.2
txge30,SON,1971,2100,0,0,0
txge35,annual,1971,2100,0.05,0.0789473684210526,0.111111111111111
txge35,monthly,1971,2100,0,0,0
txge35,DJF,1971,2100,0,0,0
txge35,MAM,1971,2100,0,0,0
txge35,JJA,1971,2100,0.0465116279069767,0.0740740740740741,0.103448275862069
txge35,SON,1971,2100,0,0,0
tx95t,NA,1971,2100,0.00183268041237112,0.0119703381795198,0.0257302247191006
hddheat18,annual,1971,2100,-10.5568315789474,-9.37086029411763,-8.23971956521737
cddcold18,annual,1971,2100,2.46858055555556,2.99658774509805,3.56714000000001
gddgrow10,annual,1971,2100,5.3172152892562,6.13597368421055,7.05446458333335
cdd,annual,1971,2100,-0.0606060606060606,-0.0277777777777778,0
cwd,annual,1971,2100,0,0,0
r10mm,annual,1971,2100,0.00892857142857143,0.0344827586206897,0.0566037735849057
r10mm,monthly,1971,2100,0,0,0
r10mm,DJF,1971,2100,0.0142857142857143,0.027027027027027,0.0384615384615385
r10mm,MAM,1971,2100,0,0,0.0149253731343284
r10mm,JJA,1971,2100,-0.0163934426229508,0,0
r10mm,SON,1971,2100,0,0,0.0204081632653061
r20mm,annual,1971,2100,0,0.0121951219512195,0.024390243902439
r20mm,monthly,1971,2100,0,0,0
r20mm,DJF,1971,2100,0,0,0
r20mm,MAM,1971,2100,0,0,0
r20mm,JJA,1971,2100,0,0,0
r20mm,SON,1971,2100,0,0,0
rx1day,annual,1971,2100,-0.0387847872,0,0.0175562692682927
rx1day,monthly,1971,2100,0.000804057081081078,0.00180081238165245,0.00280672524590166
rx1day,DJF,1971,2100,0.0126763551219512,0.0416876917073171,0.070925652
rx1day,MAM,1971,2100,0.00258512727272731,0.0488461395348838,0.0998358646153846
rx1day,JJA,1971,2100,-0.0887921651612903,-0.0303523200000001,0.00311176421052633
rx1day,SON,1971,2100,-0.0209892184615386,0.00269395199999998,0.0482925176470588
rx5day,annual,1971,2100,-0.0207417188571431,0.035986719825,0.0942197280000004
rx5day,monthly,1971,2100,0.00166453752233006,0.00329540172274825,0.00493905056223772
rx5day,DJF,1971,2100,0.0190721491199994,0.0813974406171417,0.14987091008
rx5day,MAM,1971,2100,-0.0468906402976747,0.0320105137655167,0.104400450189473
rx5day,JJA,1971,2100,-0.13837421592,-0.0577562255703095,0.016302582486486
rx5day,SON,1971,2100,-0.018569099835617,0.0522679805810531,0.125382082870588
prcptot,annual,1971,2100,0.405993671999999,0.969974051478262,1.5069772416
prcptot,monthly,1971,2100,0.00324261538853503,0.00639629892580712,0.00950372588491447
prcptot,DJF,1971,2100,0.354689083139241,0.618419589477478,0.8846034408
prcptot,MAM,1971,2100,0.0567298656000001,0.277144604307692,0.490948397419355
prcptot,JJA,1971,2100,-0.528598299130435,-0.256960984,0.0267740228571429
prcptot,SON,1971,2100,0.0166723428118812,0.253116623999999,0.518748399360001
sdii,annual,1971,2100,0.00168667020439484,0.00524971837765482,0.00906037806832398
r95p,annual,1971,2100,0.0744214176000003,0.398654537142857,0.691006464
r99p,annual,1971,2100,0,0,0
r95ptot,annual,1971,2100,-0.0156942124150832,0.0221893895050479,0.0632330691364381
r99ptot,annual,1971,2100,0,0,0
rx3day,annual,1971,2100,-0.0556299140338983,0.00237552225882337,0.0537113171134021
rx3day,monthly,1971,2100,0.0011703563246862,0.00256686118155558,0.00396550242449994
rx3day,DJF,1971,2100,0.0305806402909087,0.0627903067389101,0.0961370521486724
rx3day,MAM,1971,2100,-0.00198893360290959,0.0317087878917447,0.0673886566656005
rx3day,JJA,1971,2100,-0.077046527606747,-0.0324625001374649,0.0119087669333332
rx3day,SON,1971,2100,0.00654341600268905,0.0428172308689655,0.0787030218808161
r30mm,annual,1971,2100,0,0,0
r30mm,monthly,1971,2100,0,0,0
r30mm,DJF,1971,2100,0,0,0
r30mm,MAM,1971,2100,0,0,0
r30mm,JJA,1971,2100,0,0,0
r30mm,SON,1971,2100,0,0,0
tx2tn2,annual,1971,2100,0.0384615384615385,0.0454545454545455,0.051948051948052
txb2tnb2,annual,1971,2100,0,0,0
spei3,FEB,1971,2100,0.00575801690789971,0.0107201196620966,0.0155496357204817
spei3,MAY,1971,2100,-0.00271274890091623,0.00188266252962418,0.00651395548333217
spei3,AUG,1971,2100,-0.0121365007158205,-0.00681090085571729,-0.00152340649168763
spei3,NOV,1971,2100,-0.00152998419764273,0.00426323546495519,0.0100062753707114
spei6,APR,1971,2100,-0.0101889527919907,-0.00483174435507724,0.000298599147628403
spei6,OCT,1971,2100,-0.00987075326352603,-0.00415948115378641,0.00171096369562387
spei12,JUN,1971,2100,-0.00292410978896147,0.00217261309677723,0.00769154609723079
spei12,DEC,1971,2100,-0.00303008453266611,0.00265253759428176,0.00805555949294769
spi3,FEB,1971,2100,0.0062187078619307,0.0108242991571369,0.0153515957583924
spi3,MAY,1971,2100,0.00134919183233093,0.00554913885249835,0.00993995112368796
spi3,AUG,1971,2100,-0.0108034868605112,-0.00519537825525982,0.000156525718472432
spi3,NOV,1971,2100,0.000227818958899165,0.00569159118362026,0.0108163138605798
spi6,APR,1971,2100,-0.00503258280092284,-0.000299982414293806,0.00439477979744335
spi6,OCT,1971,2100,-0.00486254617137129,0.000190622048843564,0.00484133294757718
spi12,JUN,1971,2100,0.00360625472922809,0.00814148757226833,0.0128372400523962
spi12,DEC,1971,2100,0.00351298466568874,0.0088036947039905,0.0134660247801655
tmm,annual,1971,2100,0.030483393524284,0.0340775885687293,0.0376493223744292
tmm,monthly,1971,2100,0.00204952306625044,0.00281932112454387,0.00358730547986679
tmm,DJF,1971,2100,0.0334257886173235,0.041910248774789,0.0503980660522274
tmm,MAM,1971,2100,0.0238287953006771,0.0289347699312215,0.0341888865696816
tmm,JJA,1971,2100,0.0277129183023269,0.033473730062724,0.0394253992433293
tmm,SON,1971,2100,0.0276630631886367,0.0324819946236559,0.0374618231780169
txm,annual,1971,2100,0.0296069782433521,0.0340106230238196,0.0382281535064232
txm,monthly,1971,2100,0.0018772789661165,0.00278080989394465,0.00367534058022163
txm,DJF,1971,2100,0.0348213176791947,0.0431273175058172,0.0514486203806697
txm,MAM,1971,2100,0.0227008671078026,0.0288574977923226,0.035285341577061
txm,JJA,1971,2100,0.0239625093189964,0.0332299223936419,0.0415852834467121
txm,SON,1971,2100,0.025846860999104,0.0312218047906285,0.0369506868881399
tnm,annual,1971,2100,0.0311389204661624,0.034552897260274,0.0379717252869308
tnm,monthly,1971,2100,0.00219841669132879,0.00283920160865522,0.0034826468285043
tnm,DJF,1971,2100,0.0323617350259841,0.0411110498827267,0.0493379524968843
tnm,MAM,1971,2100,0.0243844683393071,0.0288474878598682,0.0334309870416322
tnm,JJA,1971,2100,0.0306299125026355,0.0343915593787336,0.038398282495794
tnm,SON,1971,2100,0.0292352054958184,0.033553048120186,0.0383822884761595
